Web Search interest
United States; 2005

Interest over time
Week,Online Communities
2005-01-02 - 2005-01-08,+0%
2005-01-09 - 2005-01-15,-1%
2005-01-16 - 2005-01-22,+0%
2005-01-23 - 2005-01-29,+1%
2005-01-30 - 2005-02-05,+0%
2005-02-06 - 2005-02-12,-4%
2005-02-13 - 2005-02-19,+1%
2005-02-20 - 2005-02-26,+0%
2005-02-27 - 2005-03-05,-4%
2005-03-06 - 2005-03-12,-3%
2005-03-13 - 2005-03-19,-3%
2005-03-20 - 2005-03-26,+1%
2005-03-27 - 2005-04-02,+0%
2005-04-03 - 2005-04-09,+1%
2005-04-10 - 2005-04-16,-4%
2005-04-17 - 2005-04-23,-6%
2005-04-24 - 2005-04-30,-1%
2005-05-01 - 2005-05-07,+1%
2005-05-08 - 2005-05-14,+3%
2005-05-15 - 2005-05-21,+1%
2005-05-22 - 2005-05-28,+1%
2005-05-29 - 2005-06-04,+9%
2005-06-05 - 2005-06-11,+3%
2005-06-12 - 2005-06-18,+4%
2005-06-19 - 2005-06-25,+4%
2005-06-26 - 2005-07-02,+7%
2005-07-03 - 2005-07-09,+9%
2005-07-10 - 2005-07-16,+9%
2005-07-17 - 2005-07-23,+7%
2005-07-24 - 2005-07-30,+7%
2005-07-31 - 2005-08-06,+10%
2005-08-07 - 2005-08-13,+12%
2005-08-14 - 2005-08-20,+13%
2005-08-21 - 2005-08-27,+19%
2005-08-28 - 2005-09-03,+10%
2005-09-04 - 2005-09-10,+12%
2005-09-11 - 2005-09-17,+16%
2005-09-18 - 2005-09-24,+15%
2005-09-25 - 2005-10-01,+15%
2005-10-02 - 2005-10-08,+16%
2005-10-09 - 2005-10-15,+21%
2005-10-16 - 2005-10-22,+16%
2005-10-23 - 2005-10-29,+18%
2005-10-30 - 2005-11-05,+19%
2005-11-06 - 2005-11-12,+24%
2005-11-13 - 2005-11-19,+22%
2005-11-20 - 2005-11-26,+32%
2005-11-27 - 2005-12-03,+21%
2005-12-04 - 2005-12-10,+25%
2005-12-11 - 2005-12-17,+26%
2005-12-18 - 2005-12-24,+35%
2005-12-25 - 2005-12-31,+47%



Top searches
myspace,100
icons,40
wallpaper,35
chat,30
torrent,30
clip art,25
aim,20
my space,20
yahoo,20
layouts,15
buddy icons,15
backgrounds,15
limewire,15
clipart,15
icon,15
xanga,15
women,15
dating,15
facebook,15
desktop,15



Rising searches
myspace editor,Breakout
myspace layouts,Breakout
myspace codes,+3,850%
myspace,+1,700%
my space,+950%
facebook,+450%
layouts,+350%
photobucket,+250%
limewire,+150%
cursors,+80%



