Web Search interest
United States; 2004

Interest over time
Week,Real Estate
2004-01-04 - 2004-01-10,+0%
2004-01-11 - 2004-01-17,+6%
2004-01-18 - 2004-01-24,+4%
2004-01-25 - 2004-01-31,+2%
2004-02-01 - 2004-02-07,-1%
2004-02-08 - 2004-02-14,+4%
2004-02-15 - 2004-02-21,+5%
2004-02-22 - 2004-02-28,+7%
2004-02-29 - 2004-03-06,+7%
2004-03-07 - 2004-03-13,+7%
2004-03-14 - 2004-03-20,+9%
2004-03-21 - 2004-03-27,+12%
2004-03-28 - 2004-04-03,+10%
2004-04-04 - 2004-04-10,+10%
2004-04-11 - 2004-04-17,+9%
2004-04-18 - 2004-04-24,+10%
2004-04-25 - 2004-05-01,+10%
2004-05-02 - 2004-05-08,+7%
2004-05-09 - 2004-05-15,+6%
2004-05-16 - 2004-05-22,+12%
2004-05-23 - 2004-05-29,+9%
2004-05-30 - 2004-06-05,+16%
2004-06-06 - 2004-06-12,+12%
2004-06-13 - 2004-06-19,+15%
2004-06-20 - 2004-06-26,+18%
2004-06-27 - 2004-07-03,+20%
2004-07-04 - 2004-07-10,+22%
2004-07-11 - 2004-07-17,+20%
2004-07-18 - 2004-07-24,+21%
2004-07-25 - 2004-07-31,+17%
2004-08-01 - 2004-08-07,+18%
2004-08-08 - 2004-08-14,+18%
2004-08-15 - 2004-08-21,+17%
2004-08-22 - 2004-08-28,+10%
2004-08-29 - 2004-09-04,+4%
2004-09-05 - 2004-09-11,+6%
2004-09-12 - 2004-09-18,+4%
2004-09-19 - 2004-09-25,-4%
2004-09-26 - 2004-10-02,-2%
2004-10-03 - 2004-10-09,-4%
2004-10-10 - 2004-10-16,-9%
2004-10-17 - 2004-10-23,-7%
2004-10-24 - 2004-10-30,-10%
2004-10-31 - 2004-11-06,-11%
2004-11-07 - 2004-11-13,-11%
2004-11-14 - 2004-11-20,-11%
2004-11-21 - 2004-11-27,-17%
2004-11-28 - 2004-12-04,-10%
2004-12-05 - 2004-12-11,-18%
2004-12-12 - 2004-12-18,-17%
2004-12-19 - 2004-12-25,-20%
2004-12-26 - 2005-01-01,+1%



Top searches
real,100
real estate,95
homes,55
apartments,45
realty,35
florida,30
house,30
rent,30
home,25
rentals,25
houses,20
apartment,20
homes for sale,15
realtors,15
housing,10
mls,10
coldwell,10
remax,10
realtor,10
land,10



Rising searches
coldwellbanker,Breakout
freedom tower,Breakout
help u sell,+110%
vrbo,+70%
saratoga springs,+60%
cb richard ellis,+50%
craigslist,+50%
roomates,+50%
craigs list,+40%
door county,+40%



