Web Search interest
United States; 2007

Interest over time
Week,Jobs & Education
2007-01-07 - 2007-01-13,+0%
2007-01-14 - 2007-01-20,-9%
2007-01-21 - 2007-01-27,-4%
2007-01-28 - 2007-02-03,-6%
2007-02-04 - 2007-02-10,-8%
2007-02-11 - 2007-02-17,-9%
2007-02-18 - 2007-02-24,-15%
2007-02-25 - 2007-03-03,-9%
2007-03-04 - 2007-03-10,-11%
2007-03-11 - 2007-03-17,-13%
2007-03-18 - 2007-03-24,-13%
2007-03-25 - 2007-03-31,-9%
2007-04-01 - 2007-04-07,-15%
2007-04-08 - 2007-04-14,-13%
2007-04-15 - 2007-04-21,+0%
2007-04-22 - 2007-04-28,-9%
2007-04-29 - 2007-05-05,-11%
2007-05-06 - 2007-05-12,-15%
2007-05-13 - 2007-05-19,-13%
2007-05-20 - 2007-05-26,-15%
2007-05-27 - 2007-06-02,-18%
2007-06-03 - 2007-06-09,-18%
2007-06-10 - 2007-06-16,-22%
2007-06-17 - 2007-06-23,-24%
2007-06-24 - 2007-06-30,-26%
2007-07-01 - 2007-07-07,-32%
2007-07-08 - 2007-07-14,-24%
2007-07-15 - 2007-07-21,-23%
2007-07-22 - 2007-07-28,-24%
2007-07-29 - 2007-08-04,-21%
2007-08-05 - 2007-08-11,-18%
2007-08-12 - 2007-08-18,-13%
2007-08-19 - 2007-08-25,-4%
2007-08-26 - 2007-09-01,-1%
2007-09-02 - 2007-09-08,-1%
2007-09-09 - 2007-09-15,-4%
2007-09-16 - 2007-09-22,-2%
2007-09-23 - 2007-09-29,-4%
2007-09-30 - 2007-10-06,-7%
2007-10-07 - 2007-10-13,-11%
2007-10-14 - 2007-10-20,-10%
2007-10-21 - 2007-10-27,-9%
2007-10-28 - 2007-11-03,-9%
2007-11-04 - 2007-11-10,-9%
2007-11-11 - 2007-11-17,-9%
2007-11-18 - 2007-11-24,-26%
2007-11-25 - 2007-12-01,-11%
2007-12-02 - 2007-12-08,-10%
2007-12-09 - 2007-12-15,-17%
2007-12-16 - 2007-12-22,-24%
2007-12-23 - 2007-12-29,-44%
2007-12-30 - 2008-01-05,-24%



Top searches
school,100
college,60
jobs,30
job,15
test,10
resume,10
career,5
salary,5
employment,5
academy,5
barnes and noble,5
harvard,5
careers,5
lesson plans,5
bookstore,5
mba,5
princeton,0
cover letter,0
stanford,0
department of education,0



Rising searches
myyearbook,+300%
virginia tech,+170%
indeed,+160%
edline,+60%
moodle,+60%
fac,+50%
career builder,+40%
mcps,+40%
resume templates,+40%



