Web Search interest
United States; 2007

Interest over time
Week,Pets & Animals
2007-01-07 - 2007-01-13,+0%
2007-01-14 - 2007-01-20,+1%
2007-01-21 - 2007-01-27,+6%
2007-01-28 - 2007-02-03,+2%
2007-02-04 - 2007-02-10,+0%
2007-02-11 - 2007-02-17,+6%
2007-02-18 - 2007-02-24,+1%
2007-02-25 - 2007-03-03,+1%
2007-03-04 - 2007-03-10,+2%
2007-03-11 - 2007-03-17,+2%
2007-03-18 - 2007-03-24,+23%
2007-03-25 - 2007-03-31,+15%
2007-04-01 - 2007-04-07,+20%
2007-04-08 - 2007-04-14,+7%
2007-04-15 - 2007-04-21,+10%
2007-04-22 - 2007-04-28,+10%
2007-04-29 - 2007-05-05,+14%
2007-05-06 - 2007-05-12,+9%
2007-05-13 - 2007-05-19,+12%
2007-05-20 - 2007-05-26,+11%
2007-05-27 - 2007-06-02,+21%
2007-06-03 - 2007-06-09,+5%
2007-06-10 - 2007-06-16,+5%
2007-06-17 - 2007-06-23,+6%
2007-06-24 - 2007-06-30,+4%
2007-07-01 - 2007-07-07,+5%
2007-07-08 - 2007-07-14,+5%
2007-07-15 - 2007-07-21,+7%
2007-07-22 - 2007-07-28,+7%
2007-07-29 - 2007-08-04,+6%
2007-08-05 - 2007-08-11,+5%
2007-08-12 - 2007-08-18,+1%
2007-08-19 - 2007-08-25,+2%
2007-08-26 - 2007-09-01,-1%
2007-09-02 - 2007-09-08,+0%
2007-09-09 - 2007-09-15,-2%
2007-09-16 - 2007-09-22,-2%
2007-09-23 - 2007-09-29,-1%
2007-09-30 - 2007-10-06,+0%
2007-10-07 - 2007-10-13,-1%
2007-10-14 - 2007-10-20,-1%
2007-10-21 - 2007-10-27,-6%
2007-10-28 - 2007-11-03,-6%
2007-11-04 - 2007-11-10,-4%
2007-11-11 - 2007-11-17,-2%
2007-11-18 - 2007-11-24,+1%
2007-11-25 - 2007-12-01,-2%
2007-12-02 - 2007-12-08,-1%
2007-12-09 - 2007-12-15,-5%
2007-12-16 - 2007-12-22,-1%
2007-12-23 - 2007-12-29,+0%
2007-12-30 - 2008-01-05,-2%



Top searches
dog,100
dogs,45
pet,45
animal,35
cat,35
puppies,30
fish,25
horse,20
cats,20
zoo,20
puppy,15
neopets,15
horses,15
bird,15
pets,10
dog food,10
humane society,10
petsmart,10
birds,10
yellow,10



Rising searches
dog food recall,+4,600%
yellow pages.com,+250%
dog food,+100%
iams,+100%
yellow,+70%
fchan,+60%
purina,+50%
peta,+40%
polar bear,+40%



