Web Search interest
United States; 2008

Interest over time
Week,Shopping
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,-1%
2008-01-20 - 2008-01-26,-4%
2008-01-27 - 2008-02-02,-4%
2008-02-03 - 2008-02-09,-4%
2008-02-10 - 2008-02-16,+0%
2008-02-17 - 2008-02-23,-3%
2008-02-24 - 2008-03-01,-4%
2008-03-02 - 2008-03-08,-4%
2008-03-09 - 2008-03-15,-6%
2008-03-16 - 2008-03-22,-1%
2008-03-23 - 2008-03-29,-4%
2008-03-30 - 2008-04-05,-6%
2008-04-06 - 2008-04-12,-9%
2008-04-13 - 2008-04-19,-4%
2008-04-20 - 2008-04-26,-4%
2008-04-27 - 2008-05-03,-6%
2008-05-04 - 2008-05-10,+0%
2008-05-11 - 2008-05-17,-4%
2008-05-18 - 2008-05-24,-4%
2008-05-25 - 2008-05-31,-3%
2008-06-01 - 2008-06-07,-1%
2008-06-08 - 2008-06-14,-1%
2008-06-15 - 2008-06-21,+1%
2008-06-22 - 2008-06-28,-4%
2008-06-29 - 2008-07-05,-1%
2008-07-06 - 2008-07-12,-3%
2008-07-13 - 2008-07-19,-3%
2008-07-20 - 2008-07-26,-3%
2008-07-27 - 2008-08-02,-3%
2008-08-03 - 2008-08-09,-1%
2008-08-10 - 2008-08-16,+0%
2008-08-17 - 2008-08-23,-4%
2008-08-24 - 2008-08-30,-3%
2008-08-31 - 2008-09-06,-3%
2008-09-07 - 2008-09-13,-6%
2008-09-14 - 2008-09-20,-4%
2008-09-21 - 2008-09-27,-3%
2008-09-28 - 2008-10-04,-3%
2008-10-05 - 2008-10-11,-4%
2008-10-12 - 2008-10-18,+0%
2008-10-19 - 2008-10-25,+1%
2008-10-26 - 2008-11-01,+0%
2008-11-02 - 2008-11-08,-6%
2008-11-09 - 2008-11-15,+4%
2008-11-16 - 2008-11-22,+10%
2008-11-23 - 2008-11-29,+43%
2008-11-30 - 2008-12-06,+24%
2008-12-07 - 2008-12-13,+30%
2008-12-14 - 2008-12-20,+31%
2008-12-21 - 2008-12-27,+39%
2008-12-28 - 2009-01-03,+21%



Top searches
ebay,100
shoes,60
walmart,55
target,45
amazon,40
best buy,40
coupons,35
ipod,35
webkinz,30
xbox,30
sony,30
nike,20
sears,20
circuit city,20
costumes,20
dresses,20
costco,20
boots,20
wii,20
macys,20



Rising searches
wii fit,+2,200%
ipod touch,+190%
pandora,+180%
ed hardy,+150%
black friday ads,+120%
lego,+80%
craigslist,+70%
coupons,+50%
victoria secret,+50%
aeropostale,+40%



