Web Search interest
United States; 2012

Interest over time
Week,Health
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,+6%
2012-01-15 - 2012-01-21,+4%
2012-01-22 - 2012-01-28,+7%
2012-01-29 - 2012-02-04,+9%
2012-02-05 - 2012-02-11,+7%
2012-02-12 - 2012-02-18,+3%
2012-02-19 - 2012-02-25,+11%
2012-02-26 - 2012-03-03,+7%
2012-03-04 - 2012-03-10,+7%
2012-03-11 - 2012-03-17,+6%
2012-03-18 - 2012-03-24,+7%
2012-03-25 - 2012-03-31,+7%
2012-04-01 - 2012-04-07,+4%
2012-04-08 - 2012-04-14,+8%
2012-04-15 - 2012-04-21,+12%
2012-04-22 - 2012-04-28,+10%
2012-04-29 - 2012-05-05,+6%
2012-05-06 - 2012-05-12,+3%
2012-05-13 - 2012-05-19,+7%
2012-05-20 - 2012-05-26,+4%
2012-05-27 - 2012-06-02,+1%
2012-06-03 - 2012-06-09,+6%
2012-06-10 - 2012-06-16,+2%
2012-06-17 - 2012-06-23,+7%
2012-06-24 - 2012-06-30,+3%
2012-07-01 - 2012-07-07,-2%
2012-07-08 - 2012-07-14,+8%
2012-07-15 - 2012-07-21,+6%
2012-07-22 - 2012-07-28,+9%
2012-07-29 - 2012-08-04,+3%
2012-08-05 - 2012-08-11,+3%
2012-08-12 - 2012-08-18,+4%
2012-08-19 - 2012-08-25,+10%
2012-08-26 - 2012-09-01,+7%
2012-09-02 - 2012-09-08,+3%
2012-09-09 - 2012-09-15,+8%
2012-09-16 - 2012-09-22,+9%
2012-09-23 - 2012-09-29,+10%
2012-09-30 - 2012-10-06,+10%
2012-10-07 - 2012-10-13,+9%
2012-10-14 - 2012-10-20,+7%
2012-10-21 - 2012-10-27,+6%
2012-10-28 - 2012-11-03,+0%
2012-11-04 - 2012-11-10,+1%
2012-11-11 - 2012-11-17,+2%
2012-11-18 - 2012-11-24,-9%
2012-11-25 - 2012-12-01,+6%
2012-12-02 - 2012-12-08,+8%
2012-12-09 - 2012-12-15,+1%
2012-12-16 - 2012-12-22,-7%
2012-12-23 - 2012-12-29,-13%
2012-12-30 - 2013-01-05,+0%



Top searches
heart,100
walgreens,100
weed,80
cvs,65
partner imps,60
partner bpage imps,55
diabetes,55
blood pressure,55
webmd,45
anxiety,40
herpes,40
thyroid,35
patient,30
autism,30
cvs pharmacy,30
diarrhea,25
arthritis,25
gnc,25
yeast infection,25
rite aid,25



Rising searches
partner bpage imps,Breakout
partner imps,Breakout
west nile virus,+450%
sopa,+190%
advocare,+130%
myfitnesspal,+120%
paleo diet,+90%
whooping cough,+80%
caringbridge,+50%
cvs pharmacy,+50%



