Web Search interest
United States; 2004

Interest over time
Week,Shopping
2004-01-04 - 2004-01-10,+0%
2004-01-11 - 2004-01-17,+0%
2004-01-18 - 2004-01-24,+1%
2004-01-25 - 2004-01-31,-5%
2004-02-01 - 2004-02-07,-4%
2004-02-08 - 2004-02-14,+0%
2004-02-15 - 2004-02-21,-1%
2004-02-22 - 2004-02-28,-5%
2004-02-29 - 2004-03-06,-7%
2004-03-07 - 2004-03-13,-3%
2004-03-14 - 2004-03-20,-1%
2004-03-21 - 2004-03-27,+1%
2004-03-28 - 2004-04-03,-4%
2004-04-04 - 2004-04-10,-4%
2004-04-11 - 2004-04-17,-4%
2004-04-18 - 2004-04-24,-4%
2004-04-25 - 2004-05-01,-1%
2004-05-02 - 2004-05-08,+0%
2004-05-09 - 2004-05-15,-3%
2004-05-16 - 2004-05-22,-4%
2004-05-23 - 2004-05-29,-1%
2004-05-30 - 2004-06-05,+0%
2004-06-06 - 2004-06-12,-1%
2004-06-13 - 2004-06-19,+3%
2004-06-20 - 2004-06-26,+4%
2004-06-27 - 2004-07-03,-1%
2004-07-04 - 2004-07-10,+0%
2004-07-11 - 2004-07-17,+3%
2004-07-18 - 2004-07-24,+3%
2004-07-25 - 2004-07-31,+3%
2004-08-01 - 2004-08-07,+3%
2004-08-08 - 2004-08-14,+1%
2004-08-15 - 2004-08-21,+4%
2004-08-22 - 2004-08-28,+7%
2004-08-29 - 2004-09-04,-1%
2004-09-05 - 2004-09-11,+1%
2004-09-12 - 2004-09-18,-1%
2004-09-19 - 2004-09-25,+1%
2004-09-26 - 2004-10-02,+0%
2004-10-03 - 2004-10-09,+1%
2004-10-10 - 2004-10-16,+8%
2004-10-17 - 2004-10-23,+5%
2004-10-24 - 2004-10-30,+7%
2004-10-31 - 2004-11-06,-3%
2004-11-07 - 2004-11-13,+10%
2004-11-14 - 2004-11-20,+10%
2004-11-21 - 2004-11-27,+34%
2004-11-28 - 2004-12-04,+27%
2004-12-05 - 2004-12-11,+37%
2004-12-12 - 2004-12-18,+37%
2004-12-19 - 2004-12-25,+36%
2004-12-26 - 2005-01-01,+27%



Top searches
ebay,100
shoes,60
sony,50
cards,45
blue book,30
best buy,30
xbox,30
walmart,25
target,25
ipod,25
amazon,25
jewelry,25
toys,25
digital camera,20
palm,20
dresses,20
sears,20
watches,20
flowers,20
coupons,20



Rising searches
halloween costumes,Breakout
nintendo ds,+400%
costumes,+350%
overstock,+70%
psp,+70%
toys r us,+70%
kohls,+50%
target,+50%
frys,+40%
hollister,+40%



