Web Search interest
United States; 2006

Interest over time
Week,Real Estate
2006-01-01 - 2006-01-07,+0%
2006-01-08 - 2006-01-14,+5%
2006-01-15 - 2006-01-21,+2%
2006-01-22 - 2006-01-28,+2%
2006-01-29 - 2006-02-04,+0%
2006-02-05 - 2006-02-11,+0%
2006-02-12 - 2006-02-18,-2%
2006-02-19 - 2006-02-25,+6%
2006-02-26 - 2006-03-04,+5%
2006-03-05 - 2006-03-11,+3%
2006-03-12 - 2006-03-18,+8%
2006-03-19 - 2006-03-25,+6%
2006-03-26 - 2006-04-01,+6%
2006-04-02 - 2006-04-08,+7%
2006-04-09 - 2006-04-15,+3%
2006-04-16 - 2006-04-22,+6%
2006-04-23 - 2006-04-29,+3%
2006-04-30 - 2006-05-06,+2%
2006-05-07 - 2006-05-13,+3%
2006-05-14 - 2006-05-20,+3%
2006-05-21 - 2006-05-27,+2%
2006-05-28 - 2006-06-03,+9%
2006-06-04 - 2006-06-10,+6%
2006-06-11 - 2006-06-17,+8%
2006-06-18 - 2006-06-24,+10%
2006-06-25 - 2006-07-01,+9%
2006-07-02 - 2006-07-08,+13%
2006-07-09 - 2006-07-15,+13%
2006-07-16 - 2006-07-22,+16%
2006-07-23 - 2006-07-29,+14%
2006-07-30 - 2006-08-05,+10%
2006-08-06 - 2006-08-12,+8%
2006-08-13 - 2006-08-19,+7%
2006-08-20 - 2006-08-26,+8%
2006-08-27 - 2006-09-02,+0%
2006-09-03 - 2006-09-09,-5%
2006-09-10 - 2006-09-16,-12%
2006-09-17 - 2006-09-23,-8%
2006-09-24 - 2006-09-30,-6%
2006-10-01 - 2006-10-07,-9%
2006-10-08 - 2006-10-14,-9%
2006-10-15 - 2006-10-21,-12%
2006-10-22 - 2006-10-28,-10%
2006-10-29 - 2006-11-04,-12%
2006-11-05 - 2006-11-11,-14%
2006-11-12 - 2006-11-18,-16%
2006-11-19 - 2006-11-25,-23%
2006-11-26 - 2006-12-02,-17%
2006-12-03 - 2006-12-09,-21%
2006-12-10 - 2006-12-16,-23%
2006-12-17 - 2006-12-23,-22%
2006-12-24 - 2006-12-30,-12%
2006-12-31 - 2007-01-06,+0%



Top searches
real,100
real estate,95
homes,65
apartments,60
realty,45
rent,40
house,35
home,35
rentals,30
florida,30
property,30
for rent,25
houses,25
homes for sale,20
apartment,20
remax,15
mls,15
housing,15
realtors,15
realtor,15



Rising searches
zillow,Breakout
craiglist,+80%
craigs list,+80%
craigslist,+80%
craigslist ny,+80%
home values,+60%
house value,+60%
howard hanna,+60%
craigslist new york,+50%
vrbo,+50%



