Web Search interest
United States; 2007

Interest over time
Week,Online Communities
2007-01-07 - 2007-01-13,+0%
2007-01-14 - 2007-01-20,+5%
2007-01-21 - 2007-01-27,+5%
2007-01-28 - 2007-02-03,+6%
2007-02-04 - 2007-02-10,+2%
2007-02-11 - 2007-02-17,+9%
2007-02-18 - 2007-02-24,+6%
2007-02-25 - 2007-03-03,+1%
2007-03-04 - 2007-03-10,+4%
2007-03-11 - 2007-03-17,+4%
2007-03-18 - 2007-03-24,+1%
2007-03-25 - 2007-03-31,+2%
2007-04-01 - 2007-04-07,+10%
2007-04-08 - 2007-04-14,+6%
2007-04-15 - 2007-04-21,+6%
2007-04-22 - 2007-04-28,+2%
2007-04-29 - 2007-05-05,+1%
2007-05-06 - 2007-05-12,+0%
2007-05-13 - 2007-05-19,+4%
2007-05-20 - 2007-05-26,+7%
2007-05-27 - 2007-06-02,+11%
2007-06-03 - 2007-06-09,+10%
2007-06-10 - 2007-06-16,+11%
2007-06-17 - 2007-06-23,+17%
2007-06-24 - 2007-06-30,+17%
2007-07-01 - 2007-07-07,+21%
2007-07-08 - 2007-07-14,+16%
2007-07-15 - 2007-07-21,+19%
2007-07-22 - 2007-07-28,+17%
2007-07-29 - 2007-08-04,+16%
2007-08-05 - 2007-08-11,+12%
2007-08-12 - 2007-08-18,+14%
2007-08-19 - 2007-08-25,+15%
2007-08-26 - 2007-09-01,+9%
2007-09-02 - 2007-09-08,+10%
2007-09-09 - 2007-09-15,+7%
2007-09-16 - 2007-09-22,+2%
2007-09-23 - 2007-09-29,+6%
2007-09-30 - 2007-10-06,+2%
2007-10-07 - 2007-10-13,+5%
2007-10-14 - 2007-10-20,+4%
2007-10-21 - 2007-10-27,+5%
2007-10-28 - 2007-11-03,+6%
2007-11-04 - 2007-11-10,+2%
2007-11-11 - 2007-11-17,+5%
2007-11-18 - 2007-11-24,+22%
2007-11-25 - 2007-12-01,+7%
2007-12-02 - 2007-12-08,+9%
2007-12-09 - 2007-12-15,+2%
2007-12-16 - 2007-12-22,+6%
2007-12-23 - 2007-12-29,+23%
2007-12-30 - 2008-01-05,+15%



Top searches
myspace,100
layouts,20
myspace layouts,20
facebook,15
my space,10
myspace comments,5
torrent,5
yahoo,5
photobucket,5
chat,5
backgrounds,5
icons,5
wallpaper,5
myspace layout,5
dating,5
myspace graphics,5
limewire,5
clip art,5
myspace codes,5
club penguin,5



Rising searches
clubpenguin,+300%
club penguin,+250%
hide comments,+200%
hide friends,+200%
hot layouts,+170%
myspace comments,+160%
facebook,+140%
orkut,+130%
hi5,+100%
flickr,+60%



