Web Search interest
United States; 2005

Interest over time
Week,People & Society
2005-01-02 - 2005-01-08,+0%
2005-01-09 - 2005-01-15,+1%
2005-01-16 - 2005-01-22,-1%
2005-01-23 - 2005-01-29,+1%
2005-01-30 - 2005-02-05,+3%
2005-02-06 - 2005-02-12,+0%
2005-02-13 - 2005-02-19,+6%
2005-02-20 - 2005-02-26,+3%
2005-02-27 - 2005-03-05,+4%
2005-03-06 - 2005-03-12,+3%
2005-03-13 - 2005-03-19,+1%
2005-03-20 - 2005-03-26,+4%
2005-03-27 - 2005-04-02,+8%
2005-04-03 - 2005-04-09,+12%
2005-04-10 - 2005-04-16,+6%
2005-04-17 - 2005-04-23,+11%
2005-04-24 - 2005-04-30,+6%
2005-05-01 - 2005-05-07,+1%
2005-05-08 - 2005-05-14,-1%
2005-05-15 - 2005-05-21,+0%
2005-05-22 - 2005-05-28,-4%
2005-05-29 - 2005-06-04,-1%
2005-06-05 - 2005-06-11,-2%
2005-06-12 - 2005-06-18,-7%
2005-06-19 - 2005-06-25,-3%
2005-06-26 - 2005-07-02,-4%
2005-07-03 - 2005-07-09,-4%
2005-07-10 - 2005-07-16,-4%
2005-07-17 - 2005-07-23,-1%
2005-07-24 - 2005-07-30,-6%
2005-07-31 - 2005-08-06,-7%
2005-08-07 - 2005-08-13,-8%
2005-08-14 - 2005-08-20,-8%
2005-08-21 - 2005-08-27,-6%
2005-08-28 - 2005-09-03,-8%
2005-09-04 - 2005-09-10,-3%
2005-09-11 - 2005-09-17,+2%
2005-09-18 - 2005-09-24,+2%
2005-09-25 - 2005-10-01,+2%
2005-10-02 - 2005-10-08,+1%
2005-10-09 - 2005-10-15,+3%
2005-10-16 - 2005-10-22,+3%
2005-10-23 - 2005-10-29,+7%
2005-10-30 - 2005-11-05,+6%
2005-11-06 - 2005-11-12,+1%
2005-11-13 - 2005-11-19,+3%
2005-11-20 - 2005-11-26,-6%
2005-11-27 - 2005-12-03,+0%
2005-12-04 - 2005-12-10,+0%
2005-12-11 - 2005-12-17,-7%
2005-12-18 - 2005-12-24,-8%
2005-12-25 - 2005-12-31,-12%



Top searches
baby,100
wedding,90
girls,80
names,80
bible,70
pregnancy,65
hot,45
harry potter,40
love,35
baby names,35
games,30
social security,25
babies,25
god,20
pregnant,20
horoscope,20
pope,15
india,15
jesus,15
horoscopes,15



Rising searches
danica patrick,+2,300%
kelly monaco,+850%
chronicles of narnia,+800%
narnia,+800%
pope,+300%
scientology,+300%
funbrain,+100%
area 51,+70%
harry potter movie,+60%
davids bridal,+40%



