Google Shopping interest
United States; 2013

Interest over time
Week,Sports
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,+0%
2013-01-20 - 2013-01-26,+10%
2013-01-27 - 2013-02-02,+14%
2013-02-03 - 2013-02-09,+10%
2013-02-10 - 2013-02-16,+7%
2013-02-17 - 2013-02-23,+13%
2013-02-24 - 2013-03-02,+9%
2013-03-03 - 2013-03-09,+11%
2013-03-10 - 2013-03-16,+14%
2013-03-17 - 2013-03-23,+13%
2013-03-24 - 2013-03-30,+11%
2013-03-31 - 2013-04-06,+21%
2013-04-07 - 2013-04-13,+19%
2013-04-14 - 2013-04-20,+14%
2013-04-21 - 2013-04-27,+20%
2013-04-28 - 2013-05-04,+25%
2013-05-05 - 2013-05-11,+24%
2013-05-12 - 2013-05-18,+24%
2013-05-19 - 2013-05-25,+24%
2013-05-26 - 2013-06-01,+19%
2013-06-02 - 2013-06-08,+21%
2013-06-09 - 2013-06-15,+19%
2013-06-16 - 2013-06-22,+24%
2013-06-23 - 2013-06-29,+19%
2013-06-30 - 2013-07-06,+15%
2013-07-07 - 2013-07-13,+18%
2013-07-14 - 2013-07-20,+16%
2013-07-21 - 2013-07-27,+18%
2013-07-28 - 2013-08-03,+19%
2013-08-04 - 2013-08-10,+20%
2013-08-11 - 2013-08-17,+21%
2013-08-18 - 2013-08-24,+15%
2013-08-25 - 2013-08-31,+16%
2013-09-01 - 2013-09-07,+21%
2013-09-08 - 2013-09-14,+19%
2013-09-15 - 2013-09-21,+13%
2013-09-22 - 2013-09-28,+7%
2013-09-29 - 2013-10-05,+9%
2013-10-06 - 2013-10-12,+7%
2013-10-13 - 2013-10-19,+2%
2013-10-20 - 2013-10-26,+5%
2013-10-27 - 2013-11-02,+7%
2013-11-03 - 2013-11-09,+4%
2013-11-10 - 2013-11-16,+4%
2013-11-17 - 2013-11-23,+4%
2013-11-24 - 2013-11-30,+4%
2013-12-01 - 2013-12-07,+9%
2013-12-08 - 2013-12-14,+9%
2013-12-15 - 2013-12-21,+15%
2013-12-22 - 2013-12-28,+7%
2013-12-29 - 2014-01-04,+11%



Top searches
bike,100
nike,60
golf,55
football,50
baseball,40
shoes,40
basketball,40
bikes,40
bicycle,30
soccer,25
new balance,25
lebron,20
snowboard,20
nfl,20
burton,15
mountain bike,15
trek,15
skateboard,10
nba,10
specialized,10



Rising searches
lebron x,+850%
lebron 10,+650%
espn,+200%
seahawks,+180%
red sox,+120%
football,+60%
lebron,+60%
nfl,+60%
jordans,+50%
wwe,+50%



