Web Search interest
United States; 2009

Interest over time
Week,Reference
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+3%
2009-01-18 - 2009-01-24,+2%
2009-01-25 - 2009-01-31,+4%
2009-02-01 - 2009-02-07,+7%
2009-02-08 - 2009-02-14,+8%
2009-02-15 - 2009-02-21,+1%
2009-02-22 - 2009-02-28,+7%
2009-03-01 - 2009-03-07,+8%
2009-03-08 - 2009-03-14,+10%
2009-03-15 - 2009-03-21,+1%
2009-03-22 - 2009-03-28,+5%
2009-03-29 - 2009-04-04,+5%
2009-04-05 - 2009-04-11,+1%
2009-04-12 - 2009-04-18,+3%
2009-04-19 - 2009-04-25,+5%
2009-04-26 - 2009-05-02,+2%
2009-05-03 - 2009-05-09,+2%
2009-05-10 - 2009-05-16,+2%
2009-05-17 - 2009-05-23,-3%
2009-05-24 - 2009-05-30,-4%
2009-05-31 - 2009-06-06,-7%
2009-06-07 - 2009-06-13,-7%
2009-06-14 - 2009-06-20,-9%
2009-06-21 - 2009-06-27,-11%
2009-06-28 - 2009-07-04,-11%
2009-07-05 - 2009-07-11,-10%
2009-07-12 - 2009-07-18,-9%
2009-07-19 - 2009-07-25,-11%
2009-07-26 - 2009-08-01,-9%
2009-08-02 - 2009-08-08,-10%
2009-08-09 - 2009-08-15,-9%
2009-08-16 - 2009-08-22,-8%
2009-08-23 - 2009-08-29,-3%
2009-08-30 - 2009-09-05,+4%
2009-09-06 - 2009-09-12,+2%
2009-09-13 - 2009-09-19,+3%
2009-09-20 - 2009-09-26,+7%
2009-09-27 - 2009-10-03,+7%
2009-10-04 - 2009-10-10,+5%
2009-10-11 - 2009-10-17,+3%
2009-10-18 - 2009-10-24,+3%
2009-10-25 - 2009-10-31,+4%
2009-11-01 - 2009-11-07,+4%
2009-11-08 - 2009-11-14,+3%
2009-11-15 - 2009-11-21,+1%
2009-11-22 - 2009-11-28,-9%
2009-11-29 - 2009-12-05,+0%
2009-12-06 - 2009-12-12,+2%
2009-12-13 - 2009-12-19,+0%
2009-12-20 - 2009-12-26,-18%
2009-12-27 - 2010-01-02,-15%



Top searches
craigslist,100
map,45
google,45
quotes,45
maps,35
dictionary,30
spanish,25
translation,20
google maps,15
calendar,15
wikipedia,15
white pages,15
earth,10
translator,10
craigs list,10
us,10
google earth,10
translate,10
spanish translation,10
zip code,10



Rising searches
bing,Breakout
traductor,+250%
2009 calendar,+190%
tradutor,+130%
google translate,+120%
life quotes,+110%
frases,+90%
reverse phone lookup,+60%
spanish english translation,+50%
translate,+50%



