News Search interest
United States; 2011

Interest over time
Week,Science
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,+21%
2011-01-16 - 2011-01-22,+25%
2011-01-23 - 2011-01-29,+8%
2011-01-30 - 2011-02-05,+0%
2011-02-06 - 2011-02-12,+8%
2011-02-13 - 2011-02-19,+54%
2011-02-20 - 2011-02-26,+33%
2011-02-27 - 2011-03-05,+13%
2011-03-06 - 2011-03-12,+21%
2011-03-13 - 2011-03-19,+38%
2011-03-20 - 2011-03-26,+13%
2011-03-27 - 2011-04-02,+8%
2011-04-03 - 2011-04-09,+4%
2011-04-10 - 2011-04-16,+8%
2011-04-17 - 2011-04-23,+8%
2011-04-24 - 2011-04-30,-4%
2011-05-01 - 2011-05-07,-17%
2011-05-08 - 2011-05-14,+4%
2011-05-15 - 2011-05-21,+25%
2011-05-22 - 2011-05-28,+4%
2011-05-29 - 2011-06-04,+4%
2011-06-05 - 2011-06-11,+54%
2011-06-12 - 2011-06-18,+58%
2011-06-19 - 2011-06-25,+8%
2011-06-26 - 2011-07-02,+8%
2011-07-03 - 2011-07-09,+4%
2011-07-10 - 2011-07-16,-4%
2011-07-17 - 2011-07-23,+0%
2011-07-24 - 2011-07-30,+4%
2011-07-31 - 2011-08-06,+4%
2011-08-07 - 2011-08-13,+13%
2011-08-14 - 2011-08-20,+8%
2011-08-21 - 2011-08-27,+71%
2011-08-28 - 2011-09-03,+29%
2011-09-04 - 2011-09-10,+29%
2011-09-11 - 2011-09-17,+33%
2011-09-18 - 2011-09-24,+46%
2011-09-25 - 2011-10-01,+33%
2011-10-02 - 2011-10-08,+317%
2011-10-09 - 2011-10-15,+54%
2011-10-16 - 2011-10-22,+33%
2011-10-23 - 2011-10-29,+58%
2011-10-30 - 2011-11-05,+38%
2011-11-06 - 2011-11-12,+58%
2011-11-13 - 2011-11-19,+13%
2011-11-20 - 2011-11-26,+0%
2011-11-27 - 2011-12-03,+17%
2011-12-04 - 2011-12-10,+54%
2011-12-11 - 2011-12-17,+38%
2011-12-18 - 2011-12-24,+0%
2011-12-25 - 2011-12-31,-4%



Top searches
steve jobs,100
science,25
earthquake,20
solar,20
climate,20
global warming,15
climate change,15
lunar eclipse,10
asteroid,10
asteroid asteroid,10
planet,10
environmental,10
meteor,10
volcano,10
astronomy,10
environment,10
physics,10
solar flare,10
nebraska,5
nasa,5



Rising searches
nebraska,Breakout
higgs,+250%
steve jobs,+250%
new zealand,+190%
solar flare,+160%
imf,+150%
drone,+80%
asteroid,+70%
asteroid asteroid,+60%
math,+50%



