News Search interest
United States; 2012

Interest over time
Week,Food & Drink
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,+16%
2012-01-15 - 2012-01-21,+32%
2012-01-22 - 2012-01-28,+7%
2012-01-29 - 2012-02-04,+16%
2012-02-05 - 2012-02-11,+11%
2012-02-12 - 2012-02-18,+4%
2012-02-19 - 2012-02-25,+4%
2012-02-26 - 2012-03-03,+2%
2012-03-04 - 2012-03-10,+5%
2012-03-11 - 2012-03-17,+11%
2012-03-18 - 2012-03-24,+0%
2012-03-25 - 2012-03-31,+4%
2012-04-01 - 2012-04-07,+14%
2012-04-08 - 2012-04-14,+4%
2012-04-15 - 2012-04-21,+9%
2012-04-22 - 2012-04-28,+9%
2012-04-29 - 2012-05-05,+13%
2012-05-06 - 2012-05-12,+5%
2012-05-13 - 2012-05-19,+4%
2012-05-20 - 2012-05-26,+0%
2012-05-27 - 2012-06-02,+4%
2012-06-03 - 2012-06-09,+2%
2012-06-10 - 2012-06-16,+5%
2012-06-17 - 2012-06-23,+7%
2012-06-24 - 2012-06-30,+7%
2012-07-01 - 2012-07-07,+5%
2012-07-08 - 2012-07-14,+16%
2012-07-15 - 2012-07-21,+23%
2012-07-22 - 2012-07-28,+52%
2012-07-29 - 2012-08-04,+79%
2012-08-05 - 2012-08-11,+14%
2012-08-12 - 2012-08-18,+9%
2012-08-19 - 2012-08-25,+9%
2012-08-26 - 2012-09-01,+5%
2012-09-02 - 2012-09-08,+13%
2012-09-09 - 2012-09-15,+11%
2012-09-16 - 2012-09-22,+32%
2012-09-23 - 2012-09-29,+23%
2012-09-30 - 2012-10-06,+5%
2012-10-07 - 2012-10-13,+20%
2012-10-14 - 2012-10-20,+30%
2012-10-21 - 2012-10-27,+16%
2012-10-28 - 2012-11-03,+4%
2012-11-04 - 2012-11-10,-11%
2012-11-11 - 2012-11-17,+54%
2012-11-18 - 2012-11-24,+59%
2012-11-25 - 2012-12-01,+13%
2012-12-02 - 2012-12-08,+30%
2012-12-09 - 2012-12-15,+13%
2012-12-16 - 2012-12-22,+20%
2012-12-23 - 2012-12-29,+66%
2012-12-30 - 2013-01-05,+27%



Top searches
food,100
ice cream,85
restaurant,75
ice cream sandwich,75
pizza,70
chick fil a,70
recipes,60
restaurants,55
starbucks,50
coffee,50
denver,45
chicken,40
hostess,40
beer,40
mcdonalds,35
cheese,35
hostess brands,35
portland,30
wine,30
rice,30



Rising searches
hostess,+2,450%
hostess brands,+2,400%
chick fil a,+700%
chick-fil-a,+200%
papa johns,+180%
pizza hut,+100%
sopa,+100%
burger king,+90%
rice,+70%
cheese,+60%



