Web Search interest
United States; 2007

Interest over time
Week,Hobbies & Leisure
2007-01-07 - 2007-01-13,+0%
2007-01-14 - 2007-01-20,-1%
2007-01-21 - 2007-01-27,+0%
2007-01-28 - 2007-02-03,+3%
2007-02-04 - 2007-02-10,+0%
2007-02-11 - 2007-02-17,+8%
2007-02-18 - 2007-02-24,+8%
2007-02-25 - 2007-03-03,+5%
2007-03-04 - 2007-03-10,+13%
2007-03-11 - 2007-03-17,+3%
2007-03-18 - 2007-03-24,+9%
2007-03-25 - 2007-03-31,+6%
2007-04-01 - 2007-04-07,+13%
2007-04-08 - 2007-04-14,+3%
2007-04-15 - 2007-04-21,+4%
2007-04-22 - 2007-04-28,+5%
2007-04-29 - 2007-05-05,+10%
2007-05-06 - 2007-05-12,+10%
2007-05-13 - 2007-05-19,+9%
2007-05-20 - 2007-05-26,+9%
2007-05-27 - 2007-06-02,+11%
2007-06-03 - 2007-06-09,+9%
2007-06-10 - 2007-06-16,+9%
2007-06-17 - 2007-06-23,+9%
2007-06-24 - 2007-06-30,+11%
2007-07-01 - 2007-07-07,+16%
2007-07-08 - 2007-07-14,+14%
2007-07-15 - 2007-07-21,+11%
2007-07-22 - 2007-07-28,+10%
2007-07-29 - 2007-08-04,+5%
2007-08-05 - 2007-08-11,+6%
2007-08-12 - 2007-08-18,+8%
2007-08-19 - 2007-08-25,+9%
2007-08-26 - 2007-09-01,+14%
2007-09-02 - 2007-09-08,+5%
2007-09-09 - 2007-09-15,+3%
2007-09-16 - 2007-09-22,+0%
2007-09-23 - 2007-09-29,+1%
2007-09-30 - 2007-10-06,+1%
2007-10-07 - 2007-10-13,+5%
2007-10-14 - 2007-10-20,+3%
2007-10-21 - 2007-10-27,+4%
2007-10-28 - 2007-11-03,+9%
2007-11-04 - 2007-11-10,+4%
2007-11-11 - 2007-11-17,+6%
2007-11-18 - 2007-11-24,+14%
2007-11-25 - 2007-12-01,+10%
2007-12-02 - 2007-12-08,+19%
2007-12-09 - 2007-12-15,+13%
2007-12-16 - 2007-12-22,+14%
2007-12-23 - 2007-12-29,+27%
2007-12-30 - 2008-01-05,+9%



Top searches
dog,100
lottery,85
wedding,70
christmas,55
camera,45
dogs,40
canon,35
cat,35
fish,30
photography,30
boats,25
puppies,25
lotto,25
sony,25
nikon,20
halloween,20
cats,20
digital camera,20
paintball,15
mega millions,15



Rising searches
thanksgiving 2007,+1,550%
yellow pages.com,+250%
lottery results,+80%
mega millions,+80%
peta,+60%
megamillions,+50%
bass pro shop,+40%
bass pro shops,+40%
davids bridal,+40%
michigan lottery,+40%



