Google Shopping interest
United States; 2013

Interest over time
Week,News
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,+5%
2013-01-20 - 2013-01-26,+18%
2013-01-27 - 2013-02-02,+10%
2013-02-03 - 2013-02-09,+10%
2013-02-10 - 2013-02-16,+7%
2013-02-17 - 2013-02-23,+5%
2013-02-24 - 2013-03-02,+5%
2013-03-03 - 2013-03-09,+7%
2013-03-10 - 2013-03-16,+2%
2013-03-17 - 2013-03-23,+10%
2013-03-24 - 2013-03-30,+13%
2013-03-31 - 2013-04-06,+18%
2013-04-07 - 2013-04-13,+27%
2013-04-14 - 2013-04-20,+40%
2013-04-21 - 2013-04-27,+23%
2013-04-28 - 2013-05-04,+23%
2013-05-05 - 2013-05-11,+30%
2013-05-12 - 2013-05-18,+20%
2013-05-19 - 2013-05-25,+30%
2013-05-26 - 2013-06-01,+35%
2013-06-02 - 2013-06-08,+35%
2013-06-09 - 2013-06-15,+38%
2013-06-16 - 2013-06-22,+38%
2013-06-23 - 2013-06-29,+40%
2013-06-30 - 2013-07-06,+43%
2013-07-07 - 2013-07-13,+32%
2013-07-14 - 2013-07-20,+52%
2013-07-21 - 2013-07-27,+77%
2013-07-28 - 2013-08-03,+70%
2013-08-04 - 2013-08-10,+68%
2013-08-11 - 2013-08-17,+83%
2013-08-18 - 2013-08-24,+68%
2013-08-25 - 2013-08-31,+88%
2013-09-01 - 2013-09-07,+80%
2013-09-08 - 2013-09-14,+93%
2013-09-15 - 2013-09-21,+83%
2013-09-22 - 2013-09-28,+90%
2013-09-29 - 2013-10-05,+102%
2013-10-06 - 2013-10-12,+102%
2013-10-13 - 2013-10-19,+110%
2013-10-20 - 2013-10-26,+95%
2013-10-27 - 2013-11-02,+115%
2013-11-03 - 2013-11-09,+105%
2013-11-10 - 2013-11-16,+83%
2013-11-17 - 2013-11-23,+85%
2013-11-24 - 2013-11-30,+83%
2013-12-01 - 2013-12-07,+100%
2013-12-08 - 2013-12-14,+85%
2013-12-15 - 2013-12-21,+90%
2013-12-22 - 2013-12-28,+123%
2013-12-29 - 2014-01-04,+150%



Top searches
weather,100
news,20
humidifier,15
citizen,10
taylormade,10
miley cyrus,5
weather forecast,5
nokia lumia,5
cnn,5
eco drive,5
fox news,5
american flag,5
citizen eco drive,5
kim kardashian,5
taylormade driver,5
radiator,5
taylormade burner,5
jessica simpson,5
weather station,0
citizen watch,0



Rising searches
paul walker,Breakout
miley cyrus,+500%
weather,+450%
weather radar,+300%
weather forecast,+200%
fox news,+190%
yahoo,+170%
news,+130%
kim kardashian,+90%
cnn,+80%



