News Search interest
United States; 2012

Interest over time
Week,Shopping
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,-4%
2012-01-15 - 2012-01-21,-12%
2012-01-22 - 2012-01-28,-10%
2012-01-29 - 2012-02-04,-8%
2012-02-05 - 2012-02-11,-12%
2012-02-12 - 2012-02-18,-15%
2012-02-19 - 2012-02-25,-4%
2012-02-26 - 2012-03-03,-10%
2012-03-04 - 2012-03-10,-2%
2012-03-11 - 2012-03-17,-12%
2012-03-18 - 2012-03-24,-12%
2012-03-25 - 2012-03-31,-6%
2012-04-01 - 2012-04-07,+0%
2012-04-08 - 2012-04-14,-2%
2012-04-15 - 2012-04-21,-10%
2012-04-22 - 2012-04-28,-8%
2012-04-29 - 2012-05-05,-8%
2012-05-06 - 2012-05-12,-8%
2012-05-13 - 2012-05-19,-10%
2012-05-20 - 2012-05-26,-12%
2012-05-27 - 2012-06-02,-15%
2012-06-03 - 2012-06-09,+0%
2012-06-10 - 2012-06-16,-8%
2012-06-17 - 2012-06-23,-4%
2012-06-24 - 2012-06-30,-10%
2012-07-01 - 2012-07-07,-2%
2012-07-08 - 2012-07-14,-8%
2012-07-15 - 2012-07-21,-10%
2012-07-22 - 2012-07-28,-15%
2012-07-29 - 2012-08-04,-15%
2012-08-05 - 2012-08-11,-10%
2012-08-12 - 2012-08-18,-2%
2012-08-19 - 2012-08-25,+0%
2012-08-26 - 2012-09-01,-10%
2012-09-02 - 2012-09-08,+2%
2012-09-09 - 2012-09-15,-2%
2012-09-16 - 2012-09-22,+0%
2012-09-23 - 2012-09-29,+6%
2012-09-30 - 2012-10-06,-8%
2012-10-07 - 2012-10-13,+4%
2012-10-14 - 2012-10-20,+8%
2012-10-21 - 2012-10-27,+6%
2012-10-28 - 2012-11-03,-12%
2012-11-04 - 2012-11-10,-13%
2012-11-11 - 2012-11-17,+12%
2012-11-18 - 2012-11-24,+92%
2012-11-25 - 2012-12-01,+27%
2012-12-02 - 2012-12-08,+12%
2012-12-09 - 2012-12-15,+6%
2012-12-16 - 2012-12-22,+4%
2012-12-23 - 2012-12-29,+31%
2012-12-30 - 2013-01-05,+4%



Top searches
xbox,100
amazon,75
walmart,70
kindle,70
netflix,65
black friday,55
apple,50
ipad,50
best buy,45
ps3,45
ipod,45
kindle fire,45
360,45
ebay,40
xbox 360,40
shoes,30
nintendo,30
nike,30
playstation,30
ipod touch,30



Rising searches
black friday 2012,Breakout
minecraft xbox 360,Breakout
minecraft xbox,+3,000%
minecraft,+1,100%
wal-mart,+180%
jcpenney,+130%
xbox 720,+130%
nike,+100%
lego,+80%
costco,+50%



