News Search interest
United States; 2008

Interest over time
Week,Home & Garden
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+9%
2008-01-20 - 2008-01-26,-27%
2008-01-27 - 2008-02-02,-16%
2008-02-03 - 2008-02-09,-29%
2008-02-10 - 2008-02-16,-22%
2008-02-17 - 2008-02-23,-13%
2008-02-24 - 2008-03-01,+27%
2008-03-02 - 2008-03-08,-2%
2008-03-09 - 2008-03-15,+27%
2008-03-16 - 2008-03-22,-11%
2008-03-23 - 2008-03-29,+27%
2008-03-30 - 2008-04-05,+40%
2008-04-06 - 2008-04-12,+31%
2008-04-13 - 2008-04-19,+49%
2008-04-20 - 2008-04-26,+36%
2008-04-27 - 2008-05-03,+38%
2008-05-04 - 2008-05-10,+27%
2008-05-11 - 2008-05-17,+22%
2008-05-18 - 2008-05-24,+13%
2008-05-25 - 2008-05-31,+31%
2008-06-01 - 2008-06-07,+36%
2008-06-08 - 2008-06-14,+122%
2008-06-15 - 2008-06-21,+47%
2008-06-22 - 2008-06-28,+62%
2008-06-29 - 2008-07-05,+33%
2008-07-06 - 2008-07-12,+24%
2008-07-13 - 2008-07-19,+18%
2008-07-20 - 2008-07-26,+31%
2008-07-27 - 2008-08-02,+51%
2008-08-03 - 2008-08-09,-9%
2008-08-10 - 2008-08-16,-27%
2008-08-17 - 2008-08-23,+2%
2008-08-24 - 2008-08-30,-2%
2008-08-31 - 2008-09-06,-29%
2008-09-07 - 2008-09-13,-24%
2008-09-14 - 2008-09-20,-9%
2008-09-21 - 2008-09-27,-20%
2008-09-28 - 2008-10-04,-18%
2008-10-05 - 2008-10-11,-9%
2008-10-12 - 2008-10-18,+18%
2008-10-19 - 2008-10-25,+49%
2008-10-26 - 2008-11-01,-9%
2008-11-02 - 2008-11-08,-42%
2008-11-09 - 2008-11-15,-9%
2008-11-16 - 2008-11-22,+22%
2008-11-23 - 2008-11-29,+33%
2008-11-30 - 2008-12-06,+11%
2008-12-07 - 2008-12-13,+29%
2008-12-14 - 2008-12-20,+9%
2008-12-21 - 2008-12-27,+9%
2008-12-28 - 2009-01-03,+102%



Top searches
linens,100
home depot,95
linens things,95
tomatoes,85
furniture,70
ge,60
sugar bowl,55
crib recall,30
lowes,30
tool,30
linens and things,30
linens n things,25
linens things closing,25
pool,25
hgtv,25
golden compass,20
lighting,20
ikea,20
toilet,20
home-depot,20



Rising searches
linens and things,Breakout
linens n things,Breakout
linens things closing,Breakout
tomatoes,Breakout
linens things,+3,050%
linens,+2,450%
hgtv,+350%
tool,+250%
pool,+160%
home-depot,+140%



