News Search interest
United States; 2013

Interest over time
Week,Beauty & Fitness
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,+32%
2013-01-20 - 2013-01-26,-33%
2013-01-27 - 2013-02-02,-43%
2013-02-03 - 2013-02-09,-42%
2013-02-10 - 2013-02-16,-36%
2013-02-17 - 2013-02-23,-29%
2013-02-24 - 2013-03-02,-24%
2013-03-03 - 2013-03-09,-34%
2013-03-10 - 2013-03-16,-45%
2013-03-17 - 2013-03-23,-37%
2013-03-24 - 2013-03-30,-45%
2013-03-31 - 2013-04-06,-38%
2013-04-07 - 2013-04-13,-41%
2013-04-14 - 2013-04-20,-55%
2013-04-21 - 2013-04-27,-45%
2013-04-28 - 2013-05-04,-43%
2013-05-05 - 2013-05-11,-50%
2013-05-12 - 2013-05-18,-49%
2013-05-19 - 2013-05-25,-49%
2013-05-26 - 2013-06-01,-43%
2013-06-02 - 2013-06-08,-46%
2013-06-09 - 2013-06-15,-50%
2013-06-16 - 2013-06-22,-21%
2013-06-23 - 2013-06-29,-47%
2013-06-30 - 2013-07-06,-49%
2013-07-07 - 2013-07-13,-47%
2013-07-14 - 2013-07-20,-47%
2013-07-21 - 2013-07-27,-45%
2013-07-28 - 2013-08-03,-42%
2013-08-04 - 2013-08-10,-45%
2013-08-11 - 2013-08-17,-34%
2013-08-18 - 2013-08-24,-37%
2013-08-25 - 2013-08-31,-42%
2013-09-01 - 2013-09-07,-37%
2013-09-08 - 2013-09-14,-36%
2013-09-15 - 2013-09-21,-8%
2013-09-22 - 2013-09-28,-36%
2013-09-29 - 2013-10-05,-41%
2013-10-06 - 2013-10-12,-42%
2013-10-13 - 2013-10-19,-45%
2013-10-20 - 2013-10-26,-37%
2013-10-27 - 2013-11-02,-39%
2013-11-03 - 2013-11-09,-38%
2013-11-10 - 2013-11-16,-25%
2013-11-17 - 2013-11-23,-47%
2013-11-24 - 2013-11-30,-45%
2013-12-01 - 2013-12-07,-49%
2013-12-08 - 2013-12-14,-42%
2013-12-15 - 2013-12-21,-38%
2013-12-22 - 2013-12-28,-39%
2013-12-29 - 2014-01-04,-39%



Top searches
hair,100
miss,75
tattoo,50
tattoos,40
harry styles,40
america,30
miss america,30
fitness,20
yoga,20
hairstyles,15
fashion,15
miss usa,15
nails,15
hostess,15
klum,15
makeup,15
weight loss,15
miss universe,10
face,10
diet,10



Rising searches
miss america,+300%
breast implants,+250%
america,+180%
miranda kerr,+90%
miss usa,+80%
hairstyles,+70%
miss,+70%
haircuts,+60%
nails,+60%
tattoos,+60%



