Web Search interest
United States; 2012

Interest over time
Week,Real Estate
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,+0%
2012-01-15 - 2012-01-21,-2%
2012-01-22 - 2012-01-28,+2%
2012-01-29 - 2012-02-04,+3%
2012-02-05 - 2012-02-11,-1%
2012-02-12 - 2012-02-18,-3%
2012-02-19 - 2012-02-25,+3%
2012-02-26 - 2012-03-03,+4%
2012-03-04 - 2012-03-10,+4%
2012-03-11 - 2012-03-17,+0%
2012-03-18 - 2012-03-24,+9%
2012-03-25 - 2012-03-31,+6%
2012-04-01 - 2012-04-07,+2%
2012-04-08 - 2012-04-14,+6%
2012-04-15 - 2012-04-21,+3%
2012-04-22 - 2012-04-28,+2%
2012-04-29 - 2012-05-05,+1%
2012-05-06 - 2012-05-12,+3%
2012-05-13 - 2012-05-19,+3%
2012-05-20 - 2012-05-26,+10%
2012-05-27 - 2012-06-02,+9%
2012-06-03 - 2012-06-09,+11%
2012-06-10 - 2012-06-16,+6%
2012-06-17 - 2012-06-23,+10%
2012-06-24 - 2012-06-30,+9%
2012-07-01 - 2012-07-07,+7%
2012-07-08 - 2012-07-14,+12%
2012-07-15 - 2012-07-21,+9%
2012-07-22 - 2012-07-28,+9%
2012-07-29 - 2012-08-04,+9%
2012-08-05 - 2012-08-11,+7%
2012-08-12 - 2012-08-18,+2%
2012-08-19 - 2012-08-25,+7%
2012-08-26 - 2012-09-01,+0%
2012-09-02 - 2012-09-08,-3%
2012-09-09 - 2012-09-15,-7%
2012-09-16 - 2012-09-22,-4%
2012-09-23 - 2012-09-29,-8%
2012-09-30 - 2012-10-06,-9%
2012-10-07 - 2012-10-13,-12%
2012-10-14 - 2012-10-20,-15%
2012-10-21 - 2012-10-27,-11%
2012-10-28 - 2012-11-03,-12%
2012-11-04 - 2012-11-10,-17%
2012-11-11 - 2012-11-17,-18%
2012-11-18 - 2012-11-24,-26%
2012-11-25 - 2012-12-01,-17%
2012-12-02 - 2012-12-08,-18%
2012-12-09 - 2012-12-15,-20%
2012-12-16 - 2012-12-22,-20%
2012-12-23 - 2012-12-29,-20%
2012-12-30 - 2013-01-05,-4%



Top searches
apartments,100
rent,85
homes,80
for rent,70
real,60
real estate,55
houses,50
house,45
homes for sale,40
florida,35
zillow,30
home,25
houses for rent,20
housing,20
houses for sale,20
apartments for rent,15
homes for rent,15
realtor,15
mls,15
orlando,15



Rising searches
trayvon martin case,Breakout
sandy hook,+600%
re max,+500%
property brothers,+200%
sia,+200%
skout,+200%
reality tea,+70%
rent the runway,+50%
pand,+40%
seaside heights,+40%



