Web Search interest
United States; 2006

Interest over time
Week,Sports
2006-01-01 - 2006-01-07,+0%
2006-01-08 - 2006-01-14,-7%
2006-01-15 - 2006-01-21,-6%
2006-01-22 - 2006-01-28,-5%
2006-01-29 - 2006-02-04,-1%
2006-02-05 - 2006-02-11,+3%
2006-02-12 - 2006-02-18,+9%
2006-02-19 - 2006-02-25,+11%
2006-02-26 - 2006-03-04,-7%
2006-03-05 - 2006-03-11,+0%
2006-03-12 - 2006-03-18,+11%
2006-03-19 - 2006-03-25,-5%
2006-03-26 - 2006-04-01,-7%
2006-04-02 - 2006-04-08,-1%
2006-04-09 - 2006-04-15,-9%
2006-04-16 - 2006-04-22,-9%
2006-04-23 - 2006-04-29,-5%
2006-04-30 - 2006-05-06,-1%
2006-05-07 - 2006-05-13,-8%
2006-05-14 - 2006-05-20,-10%
2006-05-21 - 2006-05-27,-7%
2006-05-28 - 2006-06-03,-2%
2006-06-04 - 2006-06-10,+6%
2006-06-11 - 2006-06-17,+15%
2006-06-18 - 2006-06-24,+10%
2006-06-25 - 2006-07-01,+9%
2006-07-02 - 2006-07-08,+5%
2006-07-09 - 2006-07-15,+1%
2006-07-16 - 2006-07-22,-6%
2006-07-23 - 2006-07-29,-8%
2006-07-30 - 2006-08-05,-10%
2006-08-06 - 2006-08-12,-8%
2006-08-13 - 2006-08-19,-3%
2006-08-20 - 2006-08-26,+0%
2006-08-27 - 2006-09-02,+5%
2006-09-03 - 2006-09-09,+7%
2006-09-10 - 2006-09-16,+1%
2006-09-17 - 2006-09-23,+1%
2006-09-24 - 2006-09-30,+0%
2006-10-01 - 2006-10-07,+1%
2006-10-08 - 2006-10-14,-1%
2006-10-15 - 2006-10-21,-1%
2006-10-22 - 2006-10-28,-3%
2006-10-29 - 2006-11-04,-5%
2006-11-05 - 2006-11-11,-6%
2006-11-12 - 2006-11-18,-2%
2006-11-19 - 2006-11-25,+1%
2006-11-26 - 2006-12-02,-6%
2006-12-03 - 2006-12-09,-5%
2006-12-10 - 2006-12-16,-8%
2006-12-17 - 2006-12-23,-10%
2006-12-24 - 2006-12-30,-10%
2006-12-31 - 2007-01-06,+2%



Top searches
football,100
golf,75
sports,55
nfl,55
basketball,50
baseball,45
soccer,45
espn,45
world cup,30
tickets,25
ncaa,25
nba,25
tennis,15
wwe,15
mlb,15
olympics,15
nascar,15
college football,10
time,10
ufc,10



Rising searches
fifa world cup,+650%
world cup,+550%
world cup soccer,+350%
2006 world cup,+300%
fifa,+300%
olympics,+150%
ufc,+140%
seahawks,+90%
bcs,+60%
duke,+40%



