News Search interest
United States; 2009

Interest over time
Week,Travel
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,-16%
2009-01-18 - 2009-01-24,-47%
2009-01-25 - 2009-01-31,-47%
2009-02-01 - 2009-02-07,-49%
2009-02-08 - 2009-02-14,-53%
2009-02-15 - 2009-02-21,-42%
2009-02-22 - 2009-02-28,-32%
2009-03-01 - 2009-03-07,-23%
2009-03-08 - 2009-03-14,-10%
2009-03-15 - 2009-03-21,-30%
2009-03-22 - 2009-03-28,-26%
2009-03-29 - 2009-04-04,-32%
2009-04-05 - 2009-04-11,-23%
2009-04-12 - 2009-04-18,-19%
2009-04-19 - 2009-04-25,+12%
2009-04-26 - 2009-05-02,-19%
2009-05-03 - 2009-05-09,-38%
2009-05-10 - 2009-05-16,-32%
2009-05-17 - 2009-05-23,-36%
2009-05-24 - 2009-05-30,-18%
2009-05-31 - 2009-06-06,-4%
2009-06-07 - 2009-06-13,-1%
2009-06-14 - 2009-06-20,+30%
2009-06-21 - 2009-06-27,-18%
2009-06-28 - 2009-07-04,-9%
2009-07-05 - 2009-07-11,-1%
2009-07-12 - 2009-07-18,+18%
2009-07-19 - 2009-07-25,-8%
2009-07-26 - 2009-08-01,+0%
2009-08-02 - 2009-08-08,-5%
2009-08-09 - 2009-08-15,+14%
2009-08-16 - 2009-08-22,-8%
2009-08-23 - 2009-08-29,-13%
2009-08-30 - 2009-09-05,-17%
2009-09-06 - 2009-09-12,-22%
2009-09-13 - 2009-09-19,-30%
2009-09-20 - 2009-09-26,-18%
2009-09-27 - 2009-10-03,-12%
2009-10-04 - 2009-10-10,-19%
2009-10-11 - 2009-10-17,-13%
2009-10-18 - 2009-10-24,-9%
2009-10-25 - 2009-10-31,-12%
2009-11-01 - 2009-11-07,-17%
2009-11-08 - 2009-11-14,-21%
2009-11-15 - 2009-11-21,-22%
2009-11-22 - 2009-11-28,-22%
2009-11-29 - 2009-12-05,-18%
2009-12-06 - 2009-12-12,-22%
2009-12-13 - 2009-12-19,-16%
2009-12-20 - 2009-12-26,+3%
2009-12-27 - 2010-01-02,+8%



Top searches
airlines,100
vegas,30
las vegas,25
flight,25
airport,20
delta,20
united,20
southwest,20
united airlines,15
travel,15
mexico,15
delta airlines,15
american airlines,15
airline,15
myrtle beach,15
southwest airlines,15
cruise,15
dubai,10
continental,10
disney,10



Rising searches
flight 447,Breakout
air france,+2,150%
allegiant air,+1,450%
allegiant,+1,100%
myrtle beach,+850%
cancun,+250%
mgm,+250%
mexico,+200%
travel,+130%
flight,+80%



