Google Shopping interest
United States; 2010

Interest over time
Week,Sports
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,+0%
2010-01-17 - 2010-01-23,+3%
2010-01-24 - 2010-01-30,+3%
2010-01-31 - 2010-02-06,+3%
2010-02-07 - 2010-02-13,+7%
2010-02-14 - 2010-02-20,+53%
2010-02-21 - 2010-02-27,+69%
2010-02-28 - 2010-03-06,+41%
2010-03-07 - 2010-03-13,+19%
2010-03-14 - 2010-03-20,+22%
2010-03-21 - 2010-03-27,+25%
2010-03-28 - 2010-04-03,+25%
2010-04-04 - 2010-04-10,+27%
2010-04-11 - 2010-04-17,+31%
2010-04-18 - 2010-04-24,+34%
2010-04-25 - 2010-05-01,+25%
2010-05-02 - 2010-05-08,+27%
2010-05-09 - 2010-05-15,+32%
2010-05-16 - 2010-05-22,+32%
2010-05-23 - 2010-05-29,+34%
2010-05-30 - 2010-06-05,+34%
2010-06-06 - 2010-06-12,+41%
2010-06-13 - 2010-06-19,+37%
2010-06-20 - 2010-06-26,+36%
2010-06-27 - 2010-07-03,+31%
2010-07-04 - 2010-07-10,+29%
2010-07-11 - 2010-07-17,+37%
2010-07-18 - 2010-07-24,+34%
2010-07-25 - 2010-07-31,+25%
2010-08-01 - 2010-08-07,+29%
2010-08-08 - 2010-08-14,+29%
2010-08-15 - 2010-08-21,+31%
2010-08-22 - 2010-08-28,+34%
2010-08-29 - 2010-09-04,+39%
2010-09-05 - 2010-09-11,+36%
2010-09-12 - 2010-09-18,+27%
2010-09-19 - 2010-09-25,+27%
2010-09-26 - 2010-10-02,+24%
2010-10-03 - 2010-10-09,+17%
2010-10-10 - 2010-10-16,+10%
2010-10-17 - 2010-10-23,+3%
2010-10-24 - 2010-10-30,+5%
2010-10-31 - 2010-11-06,+2%
2010-11-07 - 2010-11-13,-17%
2010-11-14 - 2010-11-20,-24%
2010-11-21 - 2010-11-27,-29%
2010-11-28 - 2010-12-04,-24%
2010-12-05 - 2010-12-11,-12%
2010-12-12 - 2010-12-18,-14%
2010-12-19 - 2010-12-25,-27%
2010-12-26 - 2011-01-01,-24%



Top searches
bike,100
golf,50
bikes,40
vancouver 2010,35
basketball,35
bicycle,35
snowboard,25
trek,15
bmx,15
mountain bike,15
cleats,15
new balance,15
basketball hoop,15
schwinn,10
callaway,10
bowflex,10
skateboard,10
road bike,10
skis,10
k2,10



Rising searches
basketball hoop outdoor,Breakout
kinect,Breakout
vancouver 2010,Breakout
basketball hoop,+300%
soccer ball,+110%
road bikes,+70%
fans,+60%
george foreman grill,+60%
soccer cleats,+60%
basketball,+50%



