Google Shopping interest
United States; 2010

Interest over time
Week,Law & Government
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,+5%
2010-01-17 - 2010-01-23,+6%
2010-01-24 - 2010-01-30,+0%
2010-01-31 - 2010-02-06,+1%
2010-02-07 - 2010-02-13,-1%
2010-02-14 - 2010-02-20,-4%
2010-02-21 - 2010-02-27,-5%
2010-02-28 - 2010-03-06,+1%
2010-03-07 - 2010-03-13,+5%
2010-03-14 - 2010-03-20,-1%
2010-03-21 - 2010-03-27,+10%
2010-03-28 - 2010-04-03,-1%
2010-04-04 - 2010-04-10,+4%
2010-04-11 - 2010-04-17,-1%
2010-04-18 - 2010-04-24,+5%
2010-04-25 - 2010-05-01,+2%
2010-05-02 - 2010-05-08,+9%
2010-05-09 - 2010-05-15,+13%
2010-05-16 - 2010-05-22,+7%
2010-05-23 - 2010-05-29,+5%
2010-05-30 - 2010-06-05,+5%
2010-06-06 - 2010-06-12,-1%
2010-06-13 - 2010-06-19,+1%
2010-06-20 - 2010-06-26,+1%
2010-06-27 - 2010-07-03,+6%
2010-07-04 - 2010-07-10,+6%
2010-07-11 - 2010-07-17,+2%
2010-07-18 - 2010-07-24,+7%
2010-07-25 - 2010-07-31,+5%
2010-08-01 - 2010-08-07,+13%
2010-08-08 - 2010-08-14,+6%
2010-08-15 - 2010-08-21,+20%
2010-08-22 - 2010-08-28,+20%
2010-08-29 - 2010-09-04,+10%
2010-09-05 - 2010-09-11,+7%
2010-09-12 - 2010-09-18,+11%
2010-09-19 - 2010-09-25,+16%
2010-09-26 - 2010-10-02,+16%
2010-10-03 - 2010-10-09,+24%
2010-10-10 - 2010-10-16,+21%
2010-10-17 - 2010-10-23,+18%
2010-10-24 - 2010-10-30,+25%
2010-10-31 - 2010-11-06,+19%
2010-11-07 - 2010-11-13,+7%
2010-11-14 - 2010-11-20,-1%
2010-11-21 - 2010-11-27,-26%
2010-11-28 - 2010-12-04,-22%
2010-12-05 - 2010-12-11,-20%
2010-12-12 - 2010-12-18,-12%
2010-12-19 - 2010-12-25,-21%
2010-12-26 - 2011-01-01,-12%



Top searches
security camera,100
army,65
fleur de lis,55
scanner,55
insulation,50
home security,50
wireless camera,50
fire extinguisher,50
security system,45
remington 700,40
smoke detector,40
taser,40
security systems,40
baton,40
pepper spray,40
wireless security camera,35
radio scanner,35
safes,35
poncho,30
safe,30



Rising searches
smoke detector,+160%
fire extinguisher,+130%
ergo,+100%
poncho,+90%
fleur de lis,+70%
radio scanner,+70%
surveillance cameras wireless,+70%
smoke detectors,+60%
surveillance systems,+50%
wireless security camera,+50%



