News Search interest
United States; 2013

Interest over time
Week,Games
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,+7%
2013-01-20 - 2013-01-26,+24%
2013-01-27 - 2013-02-02,+31%
2013-02-03 - 2013-02-09,+36%
2013-02-10 - 2013-02-16,+18%
2013-02-17 - 2013-02-23,+93%
2013-02-24 - 2013-03-02,+22%
2013-03-03 - 2013-03-09,+22%
2013-03-10 - 2013-03-16,+16%
2013-03-17 - 2013-03-23,+33%
2013-03-24 - 2013-03-30,+69%
2013-03-31 - 2013-04-06,+24%
2013-04-07 - 2013-04-13,+2%
2013-04-14 - 2013-04-20,-22%
2013-04-21 - 2013-04-27,+0%
2013-04-28 - 2013-05-04,+42%
2013-05-05 - 2013-05-11,+13%
2013-05-12 - 2013-05-18,+47%
2013-05-19 - 2013-05-25,+122%
2013-05-26 - 2013-06-01,+18%
2013-06-02 - 2013-06-08,+13%
2013-06-09 - 2013-06-15,+100%
2013-06-16 - 2013-06-22,+20%
2013-06-23 - 2013-06-29,+0%
2013-06-30 - 2013-07-06,+9%
2013-07-07 - 2013-07-13,+4%
2013-07-14 - 2013-07-20,+7%
2013-07-21 - 2013-07-27,+9%
2013-07-28 - 2013-08-03,+22%
2013-08-04 - 2013-08-10,+56%
2013-08-11 - 2013-08-17,+27%
2013-08-18 - 2013-08-24,+51%
2013-08-25 - 2013-08-31,+18%
2013-09-01 - 2013-09-07,+33%
2013-09-08 - 2013-09-14,+20%
2013-09-15 - 2013-09-21,+93%
2013-09-22 - 2013-09-28,+44%
2013-09-29 - 2013-10-05,+62%
2013-10-06 - 2013-10-12,+20%
2013-10-13 - 2013-10-19,+24%
2013-10-20 - 2013-10-26,+24%
2013-10-27 - 2013-11-02,+24%
2013-11-03 - 2013-11-09,+51%
2013-11-10 - 2013-11-16,+100%
2013-11-17 - 2013-11-23,+104%
2013-11-24 - 2013-11-30,+73%
2013-12-01 - 2013-12-07,+20%
2013-12-08 - 2013-12-14,+49%
2013-12-15 - 2013-12-21,+84%
2013-12-22 - 2013-12-28,+42%
2013-12-29 - 2014-01-04,+18%



Top searches
xbox,100
ps4,65
xbox one,50
powerball,35
gta,35
playstation,30
games,30
playstation 4,25
gta 5,20
lottery,20
game,20
grand theft auto,20
wii,20
pokemon,15
wii u,15
ps3,15
xbox 360,15
mega millions,15
powerball numbers,10
nintendo,10



Rising searches
gta online,Breakout
xbox one,Breakout
ps4,+1,300%
playstation 4,+900%
battlefield 4,+850%
gta 5,+200%
playstation,+190%
gta,+180%
grand theft auto,+160%
pokemon,+160%



