News Search interest
United States; 2010

Interest over time
Week,News
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-5%
2010-01-17 - 2010-01-23,+46%
2010-01-24 - 2010-01-30,+12%
2010-01-31 - 2010-02-06,+22%
2010-02-07 - 2010-02-13,+20%
2010-02-14 - 2010-02-20,-7%
2010-02-21 - 2010-02-27,+17%
2010-02-28 - 2010-03-06,+12%
2010-03-07 - 2010-03-13,+7%
2010-03-14 - 2010-03-20,+29%
2010-03-21 - 2010-03-27,+88%
2010-03-28 - 2010-04-03,+34%
2010-04-04 - 2010-04-10,+22%
2010-04-11 - 2010-04-17,+20%
2010-04-18 - 2010-04-24,+12%
2010-04-25 - 2010-05-01,+51%
2010-05-02 - 2010-05-08,+5%
2010-05-09 - 2010-05-15,+7%
2010-05-16 - 2010-05-22,+27%
2010-05-23 - 2010-05-29,+22%
2010-05-30 - 2010-06-05,+10%
2010-06-06 - 2010-06-12,+49%
2010-06-13 - 2010-06-19,+22%
2010-06-20 - 2010-06-26,+27%
2010-06-27 - 2010-07-03,+12%
2010-07-04 - 2010-07-10,+20%
2010-07-11 - 2010-07-17,+39%
2010-07-18 - 2010-07-24,+34%
2010-07-25 - 2010-07-31,+15%
2010-08-01 - 2010-08-07,+17%
2010-08-08 - 2010-08-14,+46%
2010-08-15 - 2010-08-21,+17%
2010-08-22 - 2010-08-28,+51%
2010-08-29 - 2010-09-04,+27%
2010-09-05 - 2010-09-11,+10%
2010-09-12 - 2010-09-18,+17%
2010-09-19 - 2010-09-25,+37%
2010-09-26 - 2010-10-02,+24%
2010-10-03 - 2010-10-09,+7%
2010-10-10 - 2010-10-16,+15%
2010-10-17 - 2010-10-23,+29%
2010-10-24 - 2010-10-30,+49%
2010-10-31 - 2010-11-06,+144%
2010-11-07 - 2010-11-13,+2%
2010-11-14 - 2010-11-20,+10%
2010-11-21 - 2010-11-27,+10%
2010-11-28 - 2010-12-04,+22%
2010-12-05 - 2010-12-11,+17%
2010-12-12 - 2010-12-18,+20%
2010-12-19 - 2010-12-25,+17%
2010-12-26 - 2011-01-01,+20%



Top searches
news,100
weather,60
lohan,45
lindsay lohan,40
palin,40
dow jones,35
bullock,35
sandra bullock,35
obama,25
election,20
robert pattinson,20
sarah palin,20
miley cyrus,20
health care,15
weather forecast,15
mel gibson,15
california,15
jesse james,15
wikileaks,15
bret michaels,15



Rising searches
wikileaks,Breakout
jesse james,+3,150%
bullock,+1,950%
sandra bullock,+1,950%
bret michaels,+1,650%
mel gibson,+650%
charlie sheen,+550%
dow jones,+550%
lindsay lohan,+350%
lohan,+350%



