News Search interest
United States; 2008

Interest over time
Week,People & Society
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+50%
2008-01-20 - 2008-01-26,+3%
2008-01-27 - 2008-02-02,+3%
2008-02-03 - 2008-02-09,-11%
2008-02-10 - 2008-02-16,+13%
2008-02-17 - 2008-02-23,+16%
2008-02-24 - 2008-03-01,+5%
2008-03-02 - 2008-03-08,+18%
2008-03-09 - 2008-03-15,+29%
2008-03-16 - 2008-03-22,+50%
2008-03-23 - 2008-03-29,+84%
2008-03-30 - 2008-04-05,+111%
2008-04-06 - 2008-04-12,+47%
2008-04-13 - 2008-04-19,+89%
2008-04-20 - 2008-04-26,+82%
2008-04-27 - 2008-05-03,+3%
2008-05-04 - 2008-05-10,+26%
2008-05-11 - 2008-05-17,+92%
2008-05-18 - 2008-05-24,+13%
2008-05-25 - 2008-05-31,+55%
2008-06-01 - 2008-06-07,+3%
2008-06-08 - 2008-06-14,-13%
2008-06-15 - 2008-06-21,+0%
2008-06-22 - 2008-06-28,+13%
2008-06-29 - 2008-07-05,+3%
2008-07-06 - 2008-07-12,+13%
2008-07-13 - 2008-07-19,-13%
2008-07-20 - 2008-07-26,-3%
2008-07-27 - 2008-08-02,+39%
2008-08-03 - 2008-08-09,+11%
2008-08-10 - 2008-08-16,+163%
2008-08-17 - 2008-08-23,+158%
2008-08-24 - 2008-08-30,-13%
2008-08-31 - 2008-09-06,-13%
2008-09-07 - 2008-09-13,-16%
2008-09-14 - 2008-09-20,-18%
2008-09-21 - 2008-09-27,-11%
2008-09-28 - 2008-10-04,-24%
2008-10-05 - 2008-10-11,+21%
2008-10-12 - 2008-10-18,+13%
2008-10-19 - 2008-10-25,-3%
2008-10-26 - 2008-11-01,-3%
2008-11-02 - 2008-11-08,-5%
2008-11-09 - 2008-11-15,+39%
2008-11-16 - 2008-11-22,+13%
2008-11-23 - 2008-11-29,+5%
2008-11-30 - 2008-12-06,+21%
2008-12-07 - 2008-12-13,+29%
2008-12-14 - 2008-12-20,+29%
2008-12-21 - 2008-12-27,+11%
2008-12-28 - 2009-01-03,+13%



Top searches
bigfoot,100
harry potter,55
jamie lynn spears,45
pregnant man,35
global warming,35
india,35
found bigfoot,25
big foot,20
ufo,20
economy,20
pope,20
georgia bigfoot,15
scientology,15
tibet,15
sarah palin,15
pregnancy,15
jenna bush,15
health care,10
bush wedding,10
hank baskett,10



Rising searches
bush wedding,Breakout
found bigfoot,Breakout
georgia bigfoot,Breakout
pregnant man,Breakout
sarah palin,Breakout
big foot,+1,450%
tibet,+750%
bigfoot,+600%
jenna bush,+400%
scientology,+350%



