News Search interest
United States; 2009

Interest over time
Week,Science
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,-25%
2009-01-18 - 2009-01-24,-57%
2009-01-25 - 2009-01-31,-12%
2009-02-01 - 2009-02-07,-17%
2009-02-08 - 2009-02-14,-16%
2009-02-15 - 2009-02-21,-44%
2009-02-22 - 2009-02-28,-36%
2009-03-01 - 2009-03-07,-21%
2009-03-08 - 2009-03-14,-31%
2009-03-15 - 2009-03-21,-27%
2009-03-22 - 2009-03-28,+30%
2009-03-29 - 2009-04-04,-13%
2009-04-05 - 2009-04-11,-27%
2009-04-12 - 2009-04-18,-42%
2009-04-19 - 2009-04-25,+19%
2009-04-26 - 2009-05-02,-47%
2009-05-03 - 2009-05-09,-36%
2009-05-10 - 2009-05-16,-25%
2009-05-17 - 2009-05-23,-16%
2009-05-24 - 2009-05-30,-38%
2009-05-31 - 2009-06-06,-18%
2009-06-07 - 2009-06-13,-29%
2009-06-14 - 2009-06-20,-38%
2009-06-21 - 2009-06-27,-26%
2009-06-28 - 2009-07-04,-36%
2009-07-05 - 2009-07-11,-39%
2009-07-12 - 2009-07-18,-36%
2009-07-19 - 2009-07-25,-8%
2009-07-26 - 2009-08-01,-38%
2009-08-02 - 2009-08-08,-42%
2009-08-09 - 2009-08-15,+25%
2009-08-16 - 2009-08-22,-40%
2009-08-23 - 2009-08-29,-35%
2009-08-30 - 2009-09-05,-35%
2009-09-06 - 2009-09-12,-18%
2009-09-13 - 2009-09-19,-35%
2009-09-20 - 2009-09-26,-27%
2009-09-27 - 2009-10-03,-29%
2009-10-04 - 2009-10-10,-18%
2009-10-11 - 2009-10-17,-29%
2009-10-18 - 2009-10-24,-19%
2009-10-25 - 2009-10-31,-31%
2009-11-01 - 2009-11-07,-34%
2009-11-08 - 2009-11-14,-29%
2009-11-15 - 2009-11-21,+5%
2009-11-22 - 2009-11-28,-8%
2009-11-29 - 2009-12-05,+25%
2009-12-06 - 2009-12-12,+0%
2009-12-13 - 2009-12-19,-14%
2009-12-20 - 2009-12-26,-47%
2009-12-27 - 2010-01-02,-42%



Top searches
global warming,100
climate,75
volcano,75
redoubt,55
steve jobs,55
climate change,50
science,45
meteor,45
volcano alaska,35
meteor shower,35
hubble,30
delphi,25
earth day,25
jaimee grubbs,25
charles darwin,20
redoubt volcano,20
environmental,20
environment,20
asteroid,15
mt redoubt,15



Rising searches
jaimee grubbs,Breakout
redoubt,Breakout
redoubt volcano,Breakout
volcano alaska,+1,000%
charles darwin,+950%
delphi,+250%
climate,+180%
climate change,+150%
volcano,+140%
environmental,+130%



