Web Search interest
United States; 2009

Interest over time
Week,Science
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+8%
2009-01-18 - 2009-01-24,+4%
2009-01-25 - 2009-01-31,+18%
2009-02-01 - 2009-02-07,+22%
2009-02-08 - 2009-02-14,+21%
2009-02-15 - 2009-02-21,+17%
2009-02-22 - 2009-02-28,+22%
2009-03-01 - 2009-03-07,+20%
2009-03-08 - 2009-03-14,+18%
2009-03-15 - 2009-03-21,+14%
2009-03-22 - 2009-03-28,+17%
2009-03-29 - 2009-04-04,+21%
2009-04-05 - 2009-04-11,+11%
2009-04-12 - 2009-04-18,+13%
2009-04-19 - 2009-04-25,+32%
2009-04-26 - 2009-05-02,+16%
2009-05-03 - 2009-05-09,+21%
2009-05-10 - 2009-05-16,+18%
2009-05-17 - 2009-05-23,+13%
2009-05-24 - 2009-05-30,+3%
2009-05-31 - 2009-06-06,+3%
2009-06-07 - 2009-06-13,-3%
2009-06-14 - 2009-06-20,-11%
2009-06-21 - 2009-06-27,-16%
2009-06-28 - 2009-07-04,-17%
2009-07-05 - 2009-07-11,-17%
2009-07-12 - 2009-07-18,-18%
2009-07-19 - 2009-07-25,-12%
2009-07-26 - 2009-08-01,-16%
2009-08-02 - 2009-08-08,-17%
2009-08-09 - 2009-08-15,-9%
2009-08-16 - 2009-08-22,-11%
2009-08-23 - 2009-08-29,+0%
2009-08-30 - 2009-09-05,+11%
2009-09-06 - 2009-09-12,+14%
2009-09-13 - 2009-09-19,+25%
2009-09-20 - 2009-09-26,+29%
2009-09-27 - 2009-10-03,+26%
2009-10-04 - 2009-10-10,+29%
2009-10-11 - 2009-10-17,+22%
2009-10-18 - 2009-10-24,+30%
2009-10-25 - 2009-10-31,+24%
2009-11-01 - 2009-11-07,+21%
2009-11-08 - 2009-11-14,+21%
2009-11-15 - 2009-11-21,+29%
2009-11-22 - 2009-11-28,-1%
2009-11-29 - 2009-12-05,+26%
2009-12-06 - 2009-12-12,+28%
2009-12-13 - 2009-12-19,+12%
2009-12-20 - 2009-12-26,-32%
2009-12-27 - 2010-01-02,-37%



Top searches
math,100
science,90
engineering,35
chemistry,30
periodic table,30
physics,30
biology,25
animals,25
dna,25
calculator,25
algebra,25
brain,20
global warming,20
ocean,20
sea,15
fractions,15
help,15
science projects,15
multiplication,15
national geographic,15



Rising searches
wolfram alpha,Breakout
wolfram,+450%
meteor shower,+250%
coolmath,+150%
cloud computing,+120%
jquery,+110%
cool math,+70%
prototype,+70%
maxwell,+60%
study island,+60%



