YouTube Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Science
2009-02-08 - 2009-02-14,+3%
2009-02-15 - 2009-02-21,+3%
2009-02-22 - 2009-02-28,+3%
2009-03-01 - 2009-03-07,+6%
2009-03-08 - 2009-03-14,+6%
2009-03-15 - 2009-03-21,+9%
2009-03-22 - 2009-03-28,+12%
2009-03-29 - 2009-04-04,+15%
2009-04-05 - 2009-04-11,+9%
2009-04-12 - 2009-04-18,+6%
2009-04-19 - 2009-04-25,+12%
2009-04-26 - 2009-05-02,+12%
2009-05-03 - 2009-05-09,+9%
2009-05-10 - 2009-05-16,+15%
2009-05-17 - 2009-05-23,+12%
2009-05-24 - 2009-05-30,+6%
2009-05-31 - 2009-06-06,+18%
2009-06-07 - 2009-06-13,+21%
2009-06-14 - 2009-06-20,+12%
2009-06-21 - 2009-06-27,+0%
2009-06-28 - 2009-07-04,+9%
2009-07-05 - 2009-07-11,+12%
2009-07-12 - 2009-07-18,+15%
2009-07-19 - 2009-07-25,+24%
2009-07-26 - 2009-08-01,+18%
2009-08-02 - 2009-08-08,+15%
2009-08-09 - 2009-08-15,+24%
2009-08-16 - 2009-08-22,+18%
2009-08-23 - 2009-08-29,+24%
2009-08-30 - 2009-09-05,+27%
2009-09-06 - 2009-09-12,+30%
2009-09-13 - 2009-09-19,+27%
2009-09-20 - 2009-09-26,+42%
2009-09-27 - 2009-10-03,+52%
2009-10-04 - 2009-10-10,+61%
2009-10-11 - 2009-10-17,+67%
2009-10-18 - 2009-10-24,+82%
2009-10-25 - 2009-10-31,+79%
2009-11-01 - 2009-11-07,+85%
2009-11-08 - 2009-11-14,+82%
2009-11-15 - 2009-11-21,+91%
2009-11-22 - 2009-11-28,+67%
2009-11-29 - 2009-12-05,+73%
2009-12-06 - 2009-12-12,+67%
2009-12-13 - 2009-12-19,+64%
2009-12-20 - 2009-12-26,+42%
2009-12-27 - 2010-01-02,+42%
2010-01-03 - 2010-01-09,+52%
2010-01-10 - 2010-01-16,+52%
2010-01-17 - 2010-01-23,+42%
2010-01-24 - 2010-01-30,+52%
2010-01-31 - 2010-02-06,+45%
2010-02-07 - 2010-02-13,+42%
2010-02-14 - 2010-02-20,+30%
2010-02-21 - 2010-02-27,+118%
2010-02-28 - 2010-03-06,+67%
2010-03-07 - 2010-03-13,+52%
2010-03-14 - 2010-03-20,+45%
2010-03-21 - 2010-03-27,+45%
2010-03-28 - 2010-04-03,+42%
2010-04-04 - 2010-04-10,+39%
2010-04-11 - 2010-04-17,+45%
2010-04-18 - 2010-04-24,+48%
2010-04-25 - 2010-05-01,+48%
2010-05-02 - 2010-05-08,+39%
2010-05-09 - 2010-05-15,+36%
2010-05-16 - 2010-05-22,+33%
2010-05-23 - 2010-05-29,+30%
2010-05-30 - 2010-06-05,+39%
2010-06-06 - 2010-06-12,+30%
2010-06-13 - 2010-06-19,+30%
2010-06-20 - 2010-06-26,+24%
2010-06-27 - 2010-07-03,+18%
2010-07-04 - 2010-07-10,+24%
2010-07-11 - 2010-07-17,+21%
2010-07-18 - 2010-07-24,+21%
2010-07-25 - 2010-07-31,+21%
2010-08-01 - 2010-08-07,+18%
2010-08-08 - 2010-08-14,+21%
2010-08-15 - 2010-08-21,+18%
2010-08-22 - 2010-08-28,+24%
2010-08-29 - 2010-09-04,+30%
2010-09-05 - 2010-09-11,+27%
2010-09-12 - 2010-09-18,+33%
2010-09-19 - 2010-09-25,+36%
2010-09-26 - 2010-10-02,+36%
2010-10-03 - 2010-10-09,+36%
2010-10-10 - 2010-10-16,+36%
2010-10-17 - 2010-10-23,+39%
2010-10-24 - 2010-10-30,+36%
2010-10-31 - 2010-11-06,+39%
2010-11-07 - 2010-11-13,+33%
2010-11-14 - 2010-11-20,+39%
2010-11-21 - 2010-11-27,+27%
2010-11-28 - 2010-12-04,+33%
2010-12-05 - 2010-12-11,+36%
2010-12-12 - 2010-12-18,+27%
2010-12-19 - 2010-12-25,+30%
2010-12-26 - 2011-01-01,+6%
2011-01-02 - 2011-01-08,+24%
2011-01-09 - 2011-01-15,+33%
2011-01-16 - 2011-01-22,+30%
2011-01-23 - 2011-01-29,+45%
2011-01-30 - 2011-02-05,+30%
2011-02-06 - 2011-02-12,+27%
2011-02-13 - 2011-02-19,+33%
2011-02-20 - 2011-02-26,+33%
2011-02-27 - 2011-03-05,+39%
2011-03-06 - 2011-03-12,+42%
2011-03-13 - 2011-03-19,+39%
2011-03-20 - 2011-03-26,+30%
2011-03-27 - 2011-04-02,+36%
2011-04-03 - 2011-04-09,+39%
2011-04-10 - 2011-04-16,+39%
2011-04-17 - 2011-04-23,+33%
2011-04-24 - 2011-04-30,+39%
2011-05-01 - 2011-05-07,+33%
2011-05-08 - 2011-05-14,+36%
2011-05-15 - 2011-05-21,+39%
2011-05-22 - 2011-05-28,+39%
2011-05-29 - 2011-06-04,+33%
2011-06-05 - 2011-06-11,+48%
2011-06-12 - 2011-06-18,+36%
2011-06-19 - 2011-06-25,+27%
2011-06-26 - 2011-07-02,+30%
2011-07-03 - 2011-07-09,+27%
2011-07-10 - 2011-07-16,+27%
2011-07-17 - 2011-07-23,+27%
2011-07-24 - 2011-07-30,+33%
2011-07-31 - 2011-08-06,+30%
2011-08-07 - 2011-08-13,+30%
2011-08-14 - 2011-08-20,+27%
2011-08-21 - 2011-08-27,+39%
2011-08-28 - 2011-09-03,+45%
2011-09-04 - 2011-09-10,+48%
2011-09-11 - 2011-09-17,+48%
2011-09-18 - 2011-09-24,+55%
2011-09-25 - 2011-10-01,+58%
2011-10-02 - 2011-10-08,+79%
2011-10-09 - 2011-10-15,+67%
2011-10-16 - 2011-10-22,+67%
2011-10-23 - 2011-10-29,+67%
2011-10-30 - 2011-11-05,+73%
2011-11-06 - 2011-11-12,+67%
2011-11-13 - 2011-11-19,+67%
2011-11-20 - 2011-11-26,+55%
2011-11-27 - 2011-12-03,+67%
2011-12-04 - 2011-12-10,+76%
2011-12-11 - 2011-12-17,+64%
2011-12-18 - 2011-12-24,+42%
2011-12-25 - 2011-12-31,+36%
2012-01-01 - 2012-01-07,+55%
2012-01-08 - 2012-01-14,+64%
2012-01-15 - 2012-01-21,+64%
2012-01-22 - 2012-01-28,+76%
2012-01-29 - 2012-02-04,+76%
2012-02-05 - 2012-02-11,+70%
2012-02-12 - 2012-02-18,+64%
2012-02-19 - 2012-02-25,+67%
2012-02-26 - 2012-03-03,+76%
2012-03-04 - 2012-03-10,+79%
2012-03-11 - 2012-03-17,+79%
2012-03-18 - 2012-03-24,+79%
2012-03-25 - 2012-03-31,+73%
2012-04-01 - 2012-04-07,+64%
2012-04-08 - 2012-04-14,+70%
2012-04-15 - 2012-04-21,+79%
2012-04-22 - 2012-04-28,+88%
2012-04-29 - 2012-05-05,+76%
2012-05-06 - 2012-05-12,+73%
2012-05-13 - 2012-05-19,+73%
2012-05-20 - 2012-05-26,+67%
2012-05-27 - 2012-06-02,+64%
2012-06-03 - 2012-06-09,+79%
2012-06-10 - 2012-06-16,+64%
2012-06-17 - 2012-06-23,+64%
2012-06-24 - 2012-06-30,+58%
2012-07-01 - 2012-07-07,+64%
2012-07-08 - 2012-07-14,+58%
2012-07-15 - 2012-07-21,+61%
2012-07-22 - 2012-07-28,+64%
2012-07-29 - 2012-08-04,+52%
2012-08-05 - 2012-08-11,+61%
2012-08-12 - 2012-08-18,+58%
2012-08-19 - 2012-08-25,+64%
2012-08-26 - 2012-09-01,+82%
2012-09-02 - 2012-09-08,+82%
2012-09-09 - 2012-09-15,+94%
2012-09-16 - 2012-09-22,+88%
2012-09-23 - 2012-09-29,+94%
2012-09-30 - 2012-10-06,+103%
2012-10-07 - 2012-10-13,+100%
2012-10-14 - 2012-10-20,+97%
2012-10-21 - 2012-10-27,+97%
2012-10-28 - 2012-11-03,+91%
2012-11-04 - 2012-11-10,+91%
2012-11-11 - 2012-11-17,+94%
2012-11-18 - 2012-11-24,+73%
2012-11-25 - 2012-12-01,+97%
2012-12-02 - 2012-12-08,+103%
2012-12-09 - 2012-12-15,+103%
2012-12-16 - 2012-12-22,+76%
2012-12-23 - 2012-12-29,+42%
2012-12-30 - 2013-01-05,+58%
2013-01-06 - 2013-01-12,+88%
2013-01-13 - 2013-01-19,+97%
2013-01-20 - 2013-01-26,+97%
2013-01-27 - 2013-02-02,+103%
2013-02-03 - 2013-02-09,+106%
2013-02-10 - 2013-02-16,+145%
2013-02-17 - 2013-02-23,+121%
2013-02-24 - 2013-03-02,+112%
2013-03-03 - 2013-03-09,+112%
2013-03-10 - 2013-03-16,+109%
2013-03-17 - 2013-03-23,+100%
2013-03-24 - 2013-03-30,+94%
2013-03-31 - 2013-04-06,+103%
2013-04-07 - 2013-04-13,+124%
2013-04-14 - 2013-04-20,+127%
2013-04-21 - 2013-04-27,+124%
2013-04-28 - 2013-05-04,+130%
2013-05-05 - 2013-05-11,+118%
2013-05-12 - 2013-05-18,+118%
2013-05-19 - 2013-05-25,+103%
2013-05-26 - 2013-06-01,+103%
2013-06-02 - 2013-06-08,+100%
2013-06-09 - 2013-06-15,+133%
2013-06-16 - 2013-06-22,+91%
2013-06-23 - 2013-06-29,+88%
2013-06-30 - 2013-07-06,+79%
2013-07-07 - 2013-07-13,+88%
2013-07-14 - 2013-07-20,+85%
2013-07-21 - 2013-07-27,+91%
2013-07-28 - 2013-08-03,+85%
2013-08-04 - 2013-08-10,+88%
2013-08-11 - 2013-08-17,+91%
2013-08-18 - 2013-08-24,+100%
2013-08-25 - 2013-08-31,+106%
2013-09-01 - 2013-09-07,+121%
2013-09-08 - 2013-09-14,+136%
2013-09-15 - 2013-09-21,+142%
2013-09-22 - 2013-09-28,+148%
2013-09-29 - 2013-10-05,+152%
2013-10-06 - 2013-10-12,+145%
2013-10-13 - 2013-10-19,+142%
2013-10-20 - 2013-10-26,+142%
2013-10-27 - 2013-11-02,+133%
2013-11-03 - 2013-11-09,+136%
2013-11-10 - 2013-11-16,+142%
2013-11-17 - 2013-11-23,+148%
2013-11-24 - 2013-11-30,+115%
2013-12-01 - 2013-12-07,+161%
2013-12-08 - 2013-12-14,+148%
2013-12-15 - 2013-12-21,+130%
2013-12-22 - 2013-12-28,+76%
2013-12-29 - 2014-01-04,+88%
2014-01-05 - 2014-01-11,+130%
2014-01-12 - 2014-01-18,+133%
2014-01-19 - 2014-01-25,+133%
2014-01-26 - 2014-02-01,+142%
2014-02-02 - 2014-02-08,+185%
2014-02-09 - 2014-02-15,+152%
2014-02-16 - 2014-02-22,+152%
2014-02-23 - 2014-03-01,+164%
2014-03-02 - 2014-03-08,+148%
2014-03-09 - 2014-03-15,+161%
2014-03-16 - 2014-03-22,+161%
2014-03-23 - 2014-03-29,+158%
2014-03-30 - 2014-04-05,+161%
2014-04-06 - 2014-04-12,+161%
2014-04-13 - 2014-04-19,+155%
2014-04-20 - 2014-04-26,+161%
2014-04-27 - 2014-05-03,+136%
2014-05-04 - 2014-05-10,+139%
2014-05-11 - 2014-05-17,+133%
2014-05-18 - 2014-05-24,+121%
2014-05-25 - 2014-05-31,+112%
2014-06-01 - 2014-06-07,+118%
2014-06-08 - 2014-06-14,+136%
2014-06-15 - 2014-06-21,+127%
2014-06-22 - 2014-06-28,+115%
2014-06-29 - 2014-07-05,+115%
2014-07-06 - 2014-07-12,+121%
2014-07-13 - 2014-07-19,+115%
2014-07-20 - 2014-07-26,+115%
2014-07-27 - 2014-08-02,+109%
2014-08-03 - 2014-08-09,+112%
2014-08-10 - 2014-08-16,+118%
2014-08-17 - 2014-08-23,+121%
2014-08-24 - 2014-08-30,+148%
2014-08-31 - 2014-09-06,+161%
2014-09-07 - 2014-09-13,+182%
2014-09-14 - 2014-09-20,+203%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
fireflies,100
science,95
spm,95
animals,70
big bang,70
robot,65
math,60
owl city,60
dinosaur,60
maxwell,55
big bang theory,55
fireflies owl city,55
bill nye,45
dinosaurs,35
physics,35
spider,35
lotus flower,30
dna,30
lotus flower bomb,30
chemistry,25



Rising searches
fireflies,Breakout
fireflies owl city,Breakout
lotus flower,Breakout
lotus flower bomb,Breakout
owl city,Breakout
pretty wings,Breakout
pretty wings maxwell,Breakout
fractions,+600%
dna,+110%
chemistry,+50%



