YouTube Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Reference
2009-02-08 - 2009-02-14,+0%
2009-02-15 - 2009-02-21,+0%
2009-02-22 - 2009-02-28,+4%
2009-03-01 - 2009-03-07,+0%
2009-03-08 - 2009-03-14,+0%
2009-03-15 - 2009-03-21,+9%
2009-03-22 - 2009-03-28,+6%
2009-03-29 - 2009-04-04,+6%
2009-04-05 - 2009-04-11,+0%
2009-04-12 - 2009-04-18,+0%
2009-04-19 - 2009-04-25,+2%
2009-04-26 - 2009-05-02,+9%
2009-05-03 - 2009-05-09,+2%
2009-05-10 - 2009-05-16,+0%
2009-05-17 - 2009-05-23,+2%
2009-05-24 - 2009-05-30,+0%
2009-05-31 - 2009-06-06,+0%
2009-06-07 - 2009-06-13,+4%
2009-06-14 - 2009-06-20,+4%
2009-06-21 - 2009-06-27,+4%
2009-06-28 - 2009-07-04,-4%
2009-07-05 - 2009-07-11,-4%
2009-07-12 - 2009-07-18,+0%
2009-07-19 - 2009-07-25,+2%
2009-07-26 - 2009-08-01,+4%
2009-08-02 - 2009-08-08,+6%
2009-08-09 - 2009-08-15,+6%
2009-08-16 - 2009-08-22,+6%
2009-08-23 - 2009-08-29,+9%
2009-08-30 - 2009-09-05,+13%
2009-09-06 - 2009-09-12,+11%
2009-09-13 - 2009-09-19,+4%
2009-09-20 - 2009-09-26,+11%
2009-09-27 - 2009-10-03,+15%
2009-10-04 - 2009-10-10,+13%
2009-10-11 - 2009-10-17,+15%
2009-10-18 - 2009-10-24,+13%
2009-10-25 - 2009-10-31,+13%
2009-11-01 - 2009-11-07,+17%
2009-11-08 - 2009-11-14,+17%
2009-11-15 - 2009-11-21,+17%
2009-11-22 - 2009-11-28,+6%
2009-11-29 - 2009-12-05,+13%
2009-12-06 - 2009-12-12,+11%
2009-12-13 - 2009-12-19,+9%
2009-12-20 - 2009-12-26,+4%
2009-12-27 - 2010-01-02,+4%
2010-01-03 - 2010-01-09,+15%
2010-01-10 - 2010-01-16,+19%
2010-01-17 - 2010-01-23,+19%
2010-01-24 - 2010-01-30,+17%
2010-01-31 - 2010-02-06,+17%
2010-02-07 - 2010-02-13,+15%
2010-02-14 - 2010-02-20,+15%
2010-02-21 - 2010-02-27,+23%
2010-02-28 - 2010-03-06,+21%
2010-03-07 - 2010-03-13,+19%
2010-03-14 - 2010-03-20,+30%
2010-03-21 - 2010-03-27,+21%
2010-03-28 - 2010-04-03,+19%
2010-04-04 - 2010-04-10,+21%
2010-04-11 - 2010-04-17,+26%
2010-04-18 - 2010-04-24,+26%
2010-04-25 - 2010-05-01,+32%
2010-05-02 - 2010-05-08,+26%
2010-05-09 - 2010-05-15,+23%
2010-05-16 - 2010-05-22,+21%
2010-05-23 - 2010-05-29,+19%
2010-05-30 - 2010-06-05,+23%
2010-06-06 - 2010-06-12,+21%
2010-06-13 - 2010-06-19,+23%
2010-06-20 - 2010-06-26,+23%
2010-06-27 - 2010-07-03,+23%
2010-07-04 - 2010-07-10,+28%
2010-07-11 - 2010-07-17,+21%
2010-07-18 - 2010-07-24,+19%
2010-07-25 - 2010-07-31,+21%
2010-08-01 - 2010-08-07,+15%
2010-08-08 - 2010-08-14,+19%
2010-08-15 - 2010-08-21,+17%
2010-08-22 - 2010-08-28,+23%
2010-08-29 - 2010-09-04,+23%
2010-09-05 - 2010-09-11,+21%
2010-09-12 - 2010-09-18,+32%
2010-09-19 - 2010-09-25,+28%
2010-09-26 - 2010-10-02,+32%
2010-10-03 - 2010-10-09,+34%
2010-10-10 - 2010-10-16,+34%
2010-10-17 - 2010-10-23,+34%
2010-10-24 - 2010-10-30,+30%
2010-10-31 - 2010-11-06,+28%
2010-11-07 - 2010-11-13,+28%
2010-11-14 - 2010-11-20,+30%
2010-11-21 - 2010-11-27,+23%
2010-11-28 - 2010-12-04,+28%
2010-12-05 - 2010-12-11,+32%
2010-12-12 - 2010-12-18,+32%
2010-12-19 - 2010-12-25,+21%
2010-12-26 - 2011-01-01,+30%
2011-01-02 - 2011-01-08,+38%
2011-01-09 - 2011-01-15,+40%
2011-01-16 - 2011-01-22,+45%
2011-01-23 - 2011-01-29,+40%
2011-01-30 - 2011-02-05,+49%
2011-02-06 - 2011-02-12,+43%
2011-02-13 - 2011-02-19,+40%
2011-02-20 - 2011-02-26,+38%
2011-02-27 - 2011-03-05,+43%
2011-03-06 - 2011-03-12,+43%
2011-03-13 - 2011-03-19,+51%
2011-03-20 - 2011-03-26,+47%
2011-03-27 - 2011-04-02,+45%
2011-04-03 - 2011-04-09,+49%
2011-04-10 - 2011-04-16,+47%
2011-04-17 - 2011-04-23,+40%
2011-04-24 - 2011-04-30,+47%
2011-05-01 - 2011-05-07,+40%
2011-05-08 - 2011-05-14,+45%
2011-05-15 - 2011-05-21,+47%
2011-05-22 - 2011-05-28,+43%
2011-05-29 - 2011-06-04,+40%
2011-06-05 - 2011-06-11,+47%
2011-06-12 - 2011-06-18,+38%
2011-06-19 - 2011-06-25,+45%
2011-06-26 - 2011-07-02,+47%
2011-07-03 - 2011-07-09,+40%
2011-07-10 - 2011-07-16,+45%
2011-07-17 - 2011-07-23,+43%
2011-07-24 - 2011-07-30,+45%
2011-07-31 - 2011-08-06,+43%
2011-08-07 - 2011-08-13,+45%
2011-08-14 - 2011-08-20,+45%
2011-08-21 - 2011-08-27,+45%
2011-08-28 - 2011-09-03,+53%
2011-09-04 - 2011-09-10,+51%
2011-09-11 - 2011-09-17,+55%
2011-09-18 - 2011-09-24,+60%
2011-09-25 - 2011-10-01,+55%
2011-10-02 - 2011-10-08,+66%
2011-10-09 - 2011-10-15,+68%
2011-10-16 - 2011-10-22,+55%
2011-10-23 - 2011-10-29,+55%
2011-10-30 - 2011-11-05,+57%
2011-11-06 - 2011-11-12,+55%
2011-11-13 - 2011-11-19,+60%
2011-11-20 - 2011-11-26,+60%
2011-11-27 - 2011-12-03,+62%
2011-12-04 - 2011-12-10,+66%
2011-12-11 - 2011-12-17,+60%
2011-12-18 - 2011-12-24,+57%
2011-12-25 - 2011-12-31,+57%
2012-01-01 - 2012-01-07,+64%
2012-01-08 - 2012-01-14,+70%
2012-01-15 - 2012-01-21,+74%
2012-01-22 - 2012-01-28,+66%
2012-01-29 - 2012-02-04,+68%
2012-02-05 - 2012-02-11,+57%
2012-02-12 - 2012-02-18,+62%
2012-02-19 - 2012-02-25,+74%
2012-02-26 - 2012-03-03,+74%
2012-03-04 - 2012-03-10,+62%
2012-03-11 - 2012-03-17,+66%
2012-03-18 - 2012-03-24,+64%
2012-03-25 - 2012-03-31,+62%
2012-04-01 - 2012-04-07,+57%
2012-04-08 - 2012-04-14,+57%
2012-04-15 - 2012-04-21,+57%
2012-04-22 - 2012-04-28,+57%
2012-04-29 - 2012-05-05,+53%
2012-05-06 - 2012-05-12,+55%
2012-05-13 - 2012-05-19,+51%
2012-05-20 - 2012-05-26,+51%
2012-05-27 - 2012-06-02,+55%
2012-06-03 - 2012-06-09,+55%
2012-06-10 - 2012-06-16,+55%
2012-06-17 - 2012-06-23,+51%
2012-06-24 - 2012-06-30,+45%
2012-07-01 - 2012-07-07,+51%
2012-07-08 - 2012-07-14,+40%
2012-07-15 - 2012-07-21,+49%
2012-07-22 - 2012-07-28,+43%
2012-07-29 - 2012-08-04,+43%
2012-08-05 - 2012-08-11,+45%
2012-08-12 - 2012-08-18,+49%
2012-08-19 - 2012-08-25,+47%
2012-08-26 - 2012-09-01,+57%
2012-09-02 - 2012-09-08,+60%
2012-09-09 - 2012-09-15,+62%
2012-09-16 - 2012-09-22,+70%
2012-09-23 - 2012-09-29,+70%
2012-09-30 - 2012-10-06,+74%
2012-10-07 - 2012-10-13,+68%
2012-10-14 - 2012-10-20,+72%
2012-10-21 - 2012-10-27,+79%
2012-10-28 - 2012-11-03,+72%
2012-11-04 - 2012-11-10,+85%
2012-11-11 - 2012-11-17,+74%
2012-11-18 - 2012-11-24,+60%
2012-11-25 - 2012-12-01,+74%
2012-12-02 - 2012-12-08,+70%
2012-12-09 - 2012-12-15,+68%
2012-12-16 - 2012-12-22,+66%
2012-12-23 - 2012-12-29,+51%
2012-12-30 - 2013-01-05,+60%
2013-01-06 - 2013-01-12,+74%
2013-01-13 - 2013-01-19,+74%
2013-01-20 - 2013-01-26,+83%
2013-01-27 - 2013-02-02,+74%
2013-02-03 - 2013-02-09,+70%
2013-02-10 - 2013-02-16,+79%
2013-02-17 - 2013-02-23,+72%
2013-02-24 - 2013-03-02,+79%
2013-03-03 - 2013-03-09,+77%
2013-03-10 - 2013-03-16,+79%
2013-03-17 - 2013-03-23,+79%
2013-03-24 - 2013-03-30,+77%
2013-03-31 - 2013-04-06,+72%
2013-04-07 - 2013-04-13,+74%
2013-04-14 - 2013-04-20,+72%
2013-04-21 - 2013-04-27,+77%
2013-04-28 - 2013-05-04,+74%
2013-05-05 - 2013-05-11,+74%
2013-05-12 - 2013-05-18,+77%
2013-05-19 - 2013-05-25,+72%
2013-05-26 - 2013-06-01,+96%
2013-06-02 - 2013-06-08,+83%
2013-06-09 - 2013-06-15,+72%
2013-06-16 - 2013-06-22,+77%
2013-06-23 - 2013-06-29,+79%
2013-06-30 - 2013-07-06,+77%
2013-07-07 - 2013-07-13,+74%
2013-07-14 - 2013-07-20,+72%
2013-07-21 - 2013-07-27,+72%
2013-07-28 - 2013-08-03,+68%
2013-08-04 - 2013-08-10,+72%
2013-08-11 - 2013-08-17,+68%
2013-08-18 - 2013-08-24,+74%
2013-08-25 - 2013-08-31,+79%
2013-09-01 - 2013-09-07,+87%
2013-09-08 - 2013-09-14,+85%
2013-09-15 - 2013-09-21,+77%
2013-09-22 - 2013-09-28,+81%
2013-09-29 - 2013-10-05,+79%
2013-10-06 - 2013-10-12,+83%
2013-10-13 - 2013-10-19,+85%
2013-10-20 - 2013-10-26,+85%
2013-10-27 - 2013-11-02,+87%
2013-11-03 - 2013-11-09,+85%
2013-11-10 - 2013-11-16,+87%
2013-11-17 - 2013-11-23,+113%
2013-11-24 - 2013-11-30,+72%
2013-12-01 - 2013-12-07,+85%
2013-12-08 - 2013-12-14,+83%
2013-12-15 - 2013-12-21,+77%
2013-12-22 - 2013-12-28,+60%
2013-12-29 - 2014-01-04,+72%
2014-01-05 - 2014-01-11,+81%
2014-01-12 - 2014-01-18,+87%
2014-01-19 - 2014-01-25,+87%
2014-01-26 - 2014-02-01,+77%
2014-02-02 - 2014-02-08,+85%
2014-02-09 - 2014-02-15,+96%
2014-02-16 - 2014-02-22,+89%
2014-02-23 - 2014-03-01,+91%
2014-03-02 - 2014-03-08,+81%
2014-03-09 - 2014-03-15,+79%
2014-03-16 - 2014-03-22,+74%
2014-03-23 - 2014-03-29,+83%
2014-03-30 - 2014-04-05,+83%
2014-04-06 - 2014-04-12,+72%
2014-04-13 - 2014-04-19,+72%
2014-04-20 - 2014-04-26,+72%
2014-04-27 - 2014-05-03,+70%
2014-05-04 - 2014-05-10,+79%
2014-05-11 - 2014-05-17,+74%
2014-05-18 - 2014-05-24,+72%
2014-05-25 - 2014-05-31,+66%
2014-06-01 - 2014-06-07,+77%
2014-06-08 - 2014-06-14,+68%
2014-06-15 - 2014-06-21,+68%
2014-06-22 - 2014-06-28,+68%
2014-06-29 - 2014-07-05,+77%
2014-07-06 - 2014-07-12,+77%
2014-07-13 - 2014-07-19,+74%
2014-07-20 - 2014-07-26,+68%
2014-07-27 - 2014-08-02,+70%
2014-08-03 - 2014-08-09,+68%
2014-08-10 - 2014-08-16,+64%
2014-08-17 - 2014-08-23,+62%
2014-08-24 - 2014-08-30,+72%
2014-08-31 - 2014-09-06,+79%
2014-09-07 - 2014-09-13,+83%
2014-09-14 - 2014-09-20,+91%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
history,100
battles,70
history of rap,70
english,40
spanish,20
quotes,15
french,15
mermaid,10
gangnam style,10
leprechaun,10
hypnosis,10
civil wars,10
georgia,10
kush,10
unicorn,10
german,10
motto,10
samurai,10
the civil wars,10
ww2,10



Rising searches
civil wars,Breakout
gangnam style,Breakout
history of rap,Breakout
motto,Breakout
the civil wars,Breakout
battles,+600%
kush,+500%
history,+300%
mermaid,+60%
quotes,+60%



