Google Shopping interest
United States; 2009

Interest over time
Week,Science
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+6%
2009-01-18 - 2009-01-24,+0%
2009-01-25 - 2009-01-31,+1%
2009-02-01 - 2009-02-07,-14%
2009-02-08 - 2009-02-14,-28%
2009-02-15 - 2009-02-21,-31%
2009-02-22 - 2009-02-28,-28%
2009-03-01 - 2009-03-07,-28%
2009-03-08 - 2009-03-14,-33%
2009-03-15 - 2009-03-21,-29%
2009-03-22 - 2009-03-28,-22%
2009-03-29 - 2009-04-04,-17%
2009-04-05 - 2009-04-11,-24%
2009-04-12 - 2009-04-18,-29%
2009-04-19 - 2009-04-25,-23%
2009-04-26 - 2009-05-02,-24%
2009-05-03 - 2009-05-09,-19%
2009-05-10 - 2009-05-16,-17%
2009-05-17 - 2009-05-23,-21%
2009-05-24 - 2009-05-30,-23%
2009-05-31 - 2009-06-06,-18%
2009-06-07 - 2009-06-13,-23%
2009-06-14 - 2009-06-20,-24%
2009-06-21 - 2009-06-27,-28%
2009-06-28 - 2009-07-04,-35%
2009-07-05 - 2009-07-11,-28%
2009-07-12 - 2009-07-18,-27%
2009-07-19 - 2009-07-25,-28%
2009-07-26 - 2009-08-01,-28%
2009-08-02 - 2009-08-08,-22%
2009-08-09 - 2009-08-15,-13%
2009-08-16 - 2009-08-22,-4%
2009-08-23 - 2009-08-29,+28%
2009-08-30 - 2009-09-05,+17%
2009-09-06 - 2009-09-12,-12%
2009-09-13 - 2009-09-19,-13%
2009-09-20 - 2009-09-26,-13%
2009-09-27 - 2009-10-03,-17%
2009-10-04 - 2009-10-10,-24%
2009-10-11 - 2009-10-17,-28%
2009-10-18 - 2009-10-24,-19%
2009-10-25 - 2009-10-31,-23%
2009-11-01 - 2009-11-07,-31%
2009-11-08 - 2009-11-14,-28%
2009-11-15 - 2009-11-21,-26%
2009-11-22 - 2009-11-28,-40%
2009-11-29 - 2009-12-05,-31%
2009-12-06 - 2009-12-12,-23%
2009-12-13 - 2009-12-19,-24%
2009-12-20 - 2009-12-26,-33%
2009-12-27 - 2010-01-02,-37%



Top searches
scale,100
autocad,65
robot,60
microscope,60
thermos,45
scales,35
digital scale,35
organic chemistry,30
mindstorms,25
powerbook g4,25
nxt,25
lego mindstorms,25
ant farm,20
lego nxt,20
prototype,15
magnifying glass,15
pond pumps,15
pliers,15
bathroom scale,15
butterfly,15



Rising searches
prototype,Breakout
big bang theory,+550%
lego mindstorms,+200%
mindstorms,+170%
mindstorms nxt,+140%
lego nxt,+110%
nxt,+90%
autocad lt,+50%
fedora,+50%
firefly,+50%



