YouTube Search interest
United States; 2010

Interest over time
Week,Home & Garden
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-7%
2010-01-17 - 2010-01-23,-10%
2010-01-24 - 2010-01-30,-9%
2010-01-31 - 2010-02-06,-14%
2010-02-07 - 2010-02-13,-13%
2010-02-14 - 2010-02-20,-17%
2010-02-21 - 2010-02-27,-14%
2010-02-28 - 2010-03-06,-16%
2010-03-07 - 2010-03-13,-18%
2010-03-14 - 2010-03-20,-18%
2010-03-21 - 2010-03-27,-17%
2010-03-28 - 2010-04-03,-13%
2010-04-04 - 2010-04-10,-16%
2010-04-11 - 2010-04-17,-14%
2010-04-18 - 2010-04-24,-19%
2010-04-25 - 2010-05-01,-17%
2010-05-02 - 2010-05-08,-16%
2010-05-09 - 2010-05-15,-18%
2010-05-16 - 2010-05-22,-19%
2010-05-23 - 2010-05-29,-17%
2010-05-30 - 2010-06-05,-17%
2010-06-06 - 2010-06-12,-20%
2010-06-13 - 2010-06-19,-20%
2010-06-20 - 2010-06-26,-21%
2010-06-27 - 2010-07-03,-24%
2010-07-04 - 2010-07-10,-18%
2010-07-11 - 2010-07-17,-21%
2010-07-18 - 2010-07-24,-19%
2010-07-25 - 2010-07-31,-20%
2010-08-01 - 2010-08-07,-20%
2010-08-08 - 2010-08-14,-19%
2010-08-15 - 2010-08-21,-20%
2010-08-22 - 2010-08-28,-19%
2010-08-29 - 2010-09-04,-21%
2010-09-05 - 2010-09-11,-19%
2010-09-12 - 2010-09-18,-19%
2010-09-19 - 2010-09-25,-21%
2010-09-26 - 2010-10-02,-23%
2010-10-03 - 2010-10-09,-19%
2010-10-10 - 2010-10-16,-21%
2010-10-17 - 2010-10-23,-20%
2010-10-24 - 2010-10-30,-22%
2010-10-31 - 2010-11-06,-20%
2010-11-07 - 2010-11-13,-21%
2010-11-14 - 2010-11-20,-20%
2010-11-21 - 2010-11-27,-19%
2010-11-28 - 2010-12-04,-15%
2010-12-05 - 2010-12-11,-20%
2010-12-12 - 2010-12-18,-18%
2010-12-19 - 2010-12-25,-19%
2010-12-26 - 2011-01-01,-17%



Top searches
bad,100
commercial,70
bed,65
bad romance,60
lights,45
bed rock,35
ice cream paint,30
my chick bad,20
pool,20
shamwow,20
tool,15
shower,15
how to paint,15
saw,15
microwave,10
led,10
hutch,10
doors,10
pretty lights,10
wtf blanket,10



Rising searches
laranja irritante,Breakout
my chick bad,Breakout
window seat,Breakout
hutch,+1,150%
riding solo,+400%
cantinero,+250%
pretty lights,+170%
bed rock,+120%
strobe,+100%
bed,+90%



