Google Shopping interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Pets & Animals
2010-11-07 - 2010-11-13,+0%
2010-11-14 - 2010-11-20,+6%
2010-11-21 - 2010-11-27,-18%
2010-11-28 - 2010-12-04,-17%
2010-12-05 - 2010-12-11,-18%
2010-12-12 - 2010-12-18,-8%
2010-12-19 - 2010-12-25,-17%
2010-12-26 - 2011-01-01,-6%
2011-01-02 - 2011-01-08,+6%
2011-01-09 - 2011-01-15,+8%
2011-01-16 - 2011-01-22,+8%
2011-01-23 - 2011-01-29,+15%
2011-01-30 - 2011-02-05,+14%
2011-02-06 - 2011-02-12,+14%
2011-02-13 - 2011-02-19,+14%
2011-02-20 - 2011-02-26,+14%
2011-02-27 - 2011-03-05,+15%
2011-03-06 - 2011-03-12,+17%
2011-03-13 - 2011-03-19,+20%
2011-03-20 - 2011-03-26,+20%
2011-03-27 - 2011-04-02,+23%
2011-04-03 - 2011-04-09,+20%
2011-04-10 - 2011-04-16,+24%
2011-04-17 - 2011-04-23,+23%
2011-04-24 - 2011-04-30,+21%
2011-05-01 - 2011-05-07,+21%
2011-05-08 - 2011-05-14,+28%
2011-05-15 - 2011-05-21,+23%
2011-05-22 - 2011-05-28,+25%
2011-05-29 - 2011-06-04,+24%
2011-06-05 - 2011-06-11,+24%
2011-06-12 - 2011-06-18,+21%
2011-06-19 - 2011-06-25,+30%
2011-06-26 - 2011-07-02,+27%
2011-07-03 - 2011-07-09,+27%
2011-07-10 - 2011-07-16,+24%
2011-07-17 - 2011-07-23,+23%
2011-07-24 - 2011-07-30,+17%
2011-07-31 - 2011-08-06,+18%
2011-08-07 - 2011-08-13,+23%
2011-08-14 - 2011-08-20,+24%
2011-08-21 - 2011-08-27,+14%
2011-08-28 - 2011-09-03,+13%
2011-09-04 - 2011-09-10,+18%
2011-09-11 - 2011-09-17,+21%
2011-09-18 - 2011-09-24,+17%
2011-09-25 - 2011-10-01,+15%
2011-10-02 - 2011-10-08,+21%
2011-10-09 - 2011-10-15,+18%
2011-10-16 - 2011-10-22,+20%
2011-10-23 - 2011-10-29,+17%
2011-10-30 - 2011-11-05,+18%
2011-11-06 - 2011-11-12,+14%
2011-11-13 - 2011-11-19,+15%
2011-11-20 - 2011-11-26,-1%
2011-11-27 - 2011-12-03,+3%
2011-12-04 - 2011-12-10,+14%
2011-12-11 - 2011-12-17,+11%
2011-12-18 - 2011-12-24,+10%
2011-12-25 - 2011-12-31,+6%
2012-01-01 - 2012-01-07,+17%
2012-01-08 - 2012-01-14,+15%
2012-01-15 - 2012-01-21,+17%
2012-01-22 - 2012-01-28,+18%
2012-01-29 - 2012-02-04,+21%
2012-02-05 - 2012-02-11,+23%
2012-02-12 - 2012-02-18,+23%
2012-02-19 - 2012-02-25,+25%
2012-02-26 - 2012-03-03,+23%
2012-03-04 - 2012-03-10,+25%
2012-03-11 - 2012-03-17,+27%
2012-03-18 - 2012-03-24,+28%
2012-03-25 - 2012-03-31,+20%
2012-04-01 - 2012-04-07,+21%
2012-04-08 - 2012-04-14,+20%
2012-04-15 - 2012-04-21,+20%
2012-04-22 - 2012-04-28,+24%
2012-04-29 - 2012-05-05,+24%
2012-05-06 - 2012-05-12,+27%
2012-05-13 - 2012-05-19,+24%
2012-05-20 - 2012-05-26,+25%
2012-05-27 - 2012-06-02,+24%
2012-06-03 - 2012-06-09,+28%
2012-06-10 - 2012-06-16,+25%
2012-06-17 - 2012-06-23,+24%
2012-06-24 - 2012-06-30,+20%
2012-07-01 - 2012-07-07,+11%
2012-07-08 - 2012-07-14,+15%
2012-07-15 - 2012-07-21,+15%
2012-07-22 - 2012-07-28,+13%
2012-07-29 - 2012-08-04,+10%
2012-08-05 - 2012-08-11,+8%
2012-08-12 - 2012-08-18,+11%
2012-08-19 - 2012-08-25,+10%
2012-08-26 - 2012-09-01,+7%
2012-09-02 - 2012-09-08,+8%
2012-09-09 - 2012-09-15,+10%
2012-09-16 - 2012-09-22,+13%
2012-09-23 - 2012-09-29,+4%
2012-09-30 - 2012-10-06,+6%
2012-10-07 - 2012-10-13,+11%
2012-10-14 - 2012-10-20,+11%
2012-10-21 - 2012-10-27,+6%
2012-10-28 - 2012-11-03,+8%
2012-11-04 - 2012-11-10,+8%
2012-11-11 - 2012-11-17,+8%
2012-11-18 - 2012-11-24,-8%
2012-11-25 - 2012-12-01,+0%
2012-12-02 - 2012-12-08,+11%
2012-12-09 - 2012-12-15,+10%
2012-12-16 - 2012-12-22,+8%
2012-12-23 - 2012-12-29,+3%
2012-12-30 - 2013-01-05,+14%
2013-01-06 - 2013-01-12,+14%
2013-01-13 - 2013-01-19,+13%
2013-01-20 - 2013-01-26,+25%
2013-01-27 - 2013-02-02,+23%
2013-02-03 - 2013-02-09,+20%
2013-02-10 - 2013-02-16,+24%
2013-02-17 - 2013-02-23,+30%
2013-02-24 - 2013-03-02,+32%
2013-03-03 - 2013-03-09,+30%
2013-03-10 - 2013-03-16,+30%
2013-03-17 - 2013-03-23,+28%
2013-03-24 - 2013-03-30,+28%
2013-03-31 - 2013-04-06,+37%
2013-04-07 - 2013-04-13,+32%
2013-04-14 - 2013-04-20,+32%
2013-04-21 - 2013-04-27,+38%
2013-04-28 - 2013-05-04,+34%
2013-05-05 - 2013-05-11,+34%
2013-05-12 - 2013-05-18,+32%
2013-05-19 - 2013-05-25,+32%
2013-05-26 - 2013-06-01,+24%
2013-06-02 - 2013-06-08,+25%
2013-06-09 - 2013-06-15,+21%
2013-06-16 - 2013-06-22,+30%
2013-06-23 - 2013-06-29,+28%
2013-06-30 - 2013-07-06,+30%
2013-07-07 - 2013-07-13,+35%
2013-07-14 - 2013-07-20,+25%
2013-07-21 - 2013-07-27,+24%
2013-07-28 - 2013-08-03,+31%
2013-08-04 - 2013-08-10,+32%
2013-08-11 - 2013-08-17,+25%
2013-08-18 - 2013-08-24,+23%
2013-08-25 - 2013-08-31,+24%
2013-09-01 - 2013-09-07,+27%
2013-09-08 - 2013-09-14,+23%
2013-09-15 - 2013-09-21,+24%
2013-09-22 - 2013-09-28,+17%
2013-09-29 - 2013-10-05,+25%
2013-10-06 - 2013-10-12,+21%
2013-10-13 - 2013-10-19,+20%
2013-10-20 - 2013-10-26,+21%
2013-10-27 - 2013-11-02,+20%
2013-11-03 - 2013-11-09,+23%
2013-11-10 - 2013-11-16,+17%
2013-11-17 - 2013-11-23,+10%
2013-11-24 - 2013-11-30,+3%
2013-12-01 - 2013-12-07,+6%
2013-12-08 - 2013-12-14,+11%
2013-12-15 - 2013-12-21,+11%
2013-12-22 - 2013-12-28,+10%
2013-12-29 - 2014-01-04,+17%
2014-01-05 - 2014-01-11,+14%
2014-01-12 - 2014-01-18,+23%
2014-01-19 - 2014-01-25,+23%
2014-01-26 - 2014-02-01,+25%
2014-02-02 - 2014-02-08,+24%
2014-02-09 - 2014-02-15,+27%
2014-02-16 - 2014-02-22,+21%
2014-02-23 - 2014-03-01,+30%
2014-03-02 - 2014-03-08,+25%
2014-03-09 - 2014-03-15,+25%
2014-03-16 - 2014-03-22,+31%
2014-03-23 - 2014-03-29,+28%
2014-03-30 - 2014-04-05,+25%
2014-04-06 - 2014-04-12,+24%
2014-04-13 - 2014-04-19,+28%
2014-04-20 - 2014-04-26,+27%
2014-04-27 - 2014-05-03,+31%
2014-05-04 - 2014-05-10,+31%
2014-05-11 - 2014-05-17,+30%
2014-05-18 - 2014-05-24,+31%
2014-05-25 - 2014-05-31,+32%
2014-06-01 - 2014-06-07,+28%
2014-06-08 - 2014-06-14,+25%
2014-06-15 - 2014-06-21,+34%
2014-06-22 - 2014-06-28,+31%
2014-06-29 - 2014-07-05,+34%
2014-07-06 - 2014-07-12,+37%
2014-07-13 - 2014-07-19,+41%
2014-07-20 - 2014-07-26,+38%
2014-07-27 - 2014-08-02,+39%
2014-08-03 - 2014-08-09,+35%
2014-08-10 - 2014-08-16,+30%
2014-08-17 - 2014-08-23,+30%
2014-08-24 - 2014-08-30,+32%
2014-08-31 - 2014-09-06,+25%
2014-09-07 - 2014-09-13,+25%
2014-09-14 - 2014-09-20,+24%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
dog,100
cat,35
dogs,25
fish,25
aquarium,20
dog food,15
fish tank,10
puppies,10
puppy,10
cats,10
horse,10
frontline,10
saddle,5
rabbit,5
dog crate,5
hamster,5
pets,5
dog bed,5
petsmart,5
cat food,5



Rising searches
petco,+400%
cat food,+250%
petsmart,+250%
cat,+160%
dog crate,+110%
kennel,+90%
frontline,+80%
frontline plus,+80%
dog food,+70%
puppies,+60%



