YouTube Search interest
United States; 2010

Interest over time
Week,Hobbies & Leisure
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-6%
2010-01-17 - 2010-01-23,-10%
2010-01-24 - 2010-01-30,-8%
2010-01-31 - 2010-02-06,-10%
2010-02-07 - 2010-02-13,-10%
2010-02-14 - 2010-02-20,-8%
2010-02-21 - 2010-02-27,-8%
2010-02-28 - 2010-03-06,-10%
2010-03-07 - 2010-03-13,-11%
2010-03-14 - 2010-03-20,-11%
2010-03-21 - 2010-03-27,-8%
2010-03-28 - 2010-04-03,-6%
2010-04-04 - 2010-04-10,-10%
2010-04-11 - 2010-04-17,-5%
2010-04-18 - 2010-04-24,-3%
2010-04-25 - 2010-05-01,+3%
2010-05-02 - 2010-05-08,+2%
2010-05-09 - 2010-05-15,+2%
2010-05-16 - 2010-05-22,+0%
2010-05-23 - 2010-05-29,+2%
2010-05-30 - 2010-06-05,+0%
2010-06-06 - 2010-06-12,-5%
2010-06-13 - 2010-06-19,-3%
2010-06-20 - 2010-06-26,-2%
2010-06-27 - 2010-07-03,-3%
2010-07-04 - 2010-07-10,+0%
2010-07-11 - 2010-07-17,+2%
2010-07-18 - 2010-07-24,+6%
2010-07-25 - 2010-07-31,+2%
2010-08-01 - 2010-08-07,+2%
2010-08-08 - 2010-08-14,+2%
2010-08-15 - 2010-08-21,-2%
2010-08-22 - 2010-08-28,-3%
2010-08-29 - 2010-09-04,-2%
2010-09-05 - 2010-09-11,-5%
2010-09-12 - 2010-09-18,-8%
2010-09-19 - 2010-09-25,-6%
2010-09-26 - 2010-10-02,-6%
2010-10-03 - 2010-10-09,-5%
2010-10-10 - 2010-10-16,-3%
2010-10-17 - 2010-10-23,-3%
2010-10-24 - 2010-10-30,+2%
2010-10-31 - 2010-11-06,+3%
2010-11-07 - 2010-11-13,+2%
2010-11-14 - 2010-11-20,+5%
2010-11-21 - 2010-11-27,+13%
2010-11-28 - 2010-12-04,+24%
2010-12-05 - 2010-12-11,+34%
2010-12-12 - 2010-12-18,+34%
2010-12-19 - 2010-12-25,+61%
2010-12-26 - 2011-01-01,+15%



Top searches
christmas,100
airplanes,85
dog,80
cat,65
wedding,55
funny,35
airsoft,35
pitbull,35
dogs,30
hunting,30
cats,30
b.o.b,30
fishing,30
b.o.b airplanes,30
puppies,30
happy birthday,25
christmas songs,20
lion,20
paintball,20
scary,20



Rising searches
angry birds,Breakout
b.o.b,Breakout
b.o.b airplanes,Breakout
bob airplanes,Breakout
eminem airplanes,Breakout
hayley williams airplanes,Breakout
rude boy,Breakout
airplanes,+2,650%
wedding dress,+180%
airplane,+80%



