Google Shopping interest
United States; 2013

Interest over time
Week,Real Estate
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,-3%
2013-01-20 - 2013-01-26,+8%
2013-01-27 - 2013-02-02,+8%
2013-02-03 - 2013-02-09,+3%
2013-02-10 - 2013-02-16,+3%
2013-02-17 - 2013-02-23,+20%
2013-02-24 - 2013-03-02,+21%
2013-03-03 - 2013-03-09,+29%
2013-03-10 - 2013-03-16,+20%
2013-03-17 - 2013-03-23,+30%
2013-03-24 - 2013-03-30,+24%
2013-03-31 - 2013-04-06,+30%
2013-04-07 - 2013-04-13,+39%
2013-04-14 - 2013-04-20,+33%
2013-04-21 - 2013-04-27,+26%
2013-04-28 - 2013-05-04,+39%
2013-05-05 - 2013-05-11,+26%
2013-05-12 - 2013-05-18,+32%
2013-05-19 - 2013-05-25,+29%
2013-05-26 - 2013-06-01,+27%
2013-06-02 - 2013-06-08,+33%
2013-06-09 - 2013-06-15,+29%
2013-06-16 - 2013-06-22,+33%
2013-06-23 - 2013-06-29,+33%
2013-06-30 - 2013-07-06,+32%
2013-07-07 - 2013-07-13,+30%
2013-07-14 - 2013-07-20,+35%
2013-07-21 - 2013-07-27,+42%
2013-07-28 - 2013-08-03,+52%
2013-08-04 - 2013-08-10,+48%
2013-08-11 - 2013-08-17,+44%
2013-08-18 - 2013-08-24,+48%
2013-08-25 - 2013-08-31,+38%
2013-09-01 - 2013-09-07,+48%
2013-09-08 - 2013-09-14,+42%
2013-09-15 - 2013-09-21,+35%
2013-09-22 - 2013-09-28,+39%
2013-09-29 - 2013-10-05,+50%
2013-10-06 - 2013-10-12,+39%
2013-10-13 - 2013-10-19,+50%
2013-10-20 - 2013-10-26,+48%
2013-10-27 - 2013-11-02,+44%
2013-11-03 - 2013-11-09,+42%
2013-11-10 - 2013-11-16,+29%
2013-11-17 - 2013-11-23,+24%
2013-11-24 - 2013-11-30,+3%
2013-12-01 - 2013-12-07,+12%
2013-12-08 - 2013-12-14,-2%
2013-12-15 - 2013-12-21,+8%
2013-12-22 - 2013-12-28,+12%
2013-12-29 - 2014-01-04,+50%



Top searches
flats,100
rent,70
homes,65
apartments,55
for rent,55
house,45
houses,40
real estate,35
homes for sale,30
florida,25
rentals,20
houses for sale,15
zillow,15
cabin,15
apartment,10
apartments for rent,10
homes for rent,10
houses for rent,10
orlando,10
redline,10



Rising searches
craigslist ny,+400%
zillow,+200%
apartments,+90%
apartments for rent,+90%
cabins,+90%
homes,+90%
homes for rent,+90%
homes for sale,+80%
for rent,+70%
real estate,+50%



