YouTube Search interest
United States; 2008

Interest over time
Week,Jobs & Education
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,-5%
2008-01-20 - 2008-01-26,+1%
2008-01-27 - 2008-02-02,+0%
2008-02-03 - 2008-02-09,-1%
2008-02-10 - 2008-02-16,-1%
2008-02-17 - 2008-02-23,-1%
2008-02-24 - 2008-03-01,+10%
2008-03-02 - 2008-03-08,+2%
2008-03-09 - 2008-03-15,+5%
2008-03-16 - 2008-03-22,+2%
2008-03-23 - 2008-03-29,-1%
2008-03-30 - 2008-04-05,+0%
2008-04-06 - 2008-04-12,+22%
2008-04-13 - 2008-04-19,+16%
2008-04-20 - 2008-04-26,+10%
2008-04-27 - 2008-05-03,+4%
2008-05-04 - 2008-05-10,+6%
2008-05-11 - 2008-05-17,+4%
2008-05-18 - 2008-05-24,-4%
2008-05-25 - 2008-05-31,-1%
2008-06-01 - 2008-06-07,+1%
2008-06-08 - 2008-06-14,-2%
2008-06-15 - 2008-06-21,-11%
2008-06-22 - 2008-06-28,-16%
2008-06-29 - 2008-07-05,-16%
2008-07-06 - 2008-07-12,-18%
2008-07-13 - 2008-07-19,-21%
2008-07-20 - 2008-07-26,+9%
2008-07-27 - 2008-08-02,+6%
2008-08-03 - 2008-08-09,-11%
2008-08-10 - 2008-08-16,-12%
2008-08-17 - 2008-08-23,-10%
2008-08-24 - 2008-08-30,-2%
2008-08-31 - 2008-09-06,-2%
2008-09-07 - 2008-09-13,+5%
2008-09-14 - 2008-09-20,+5%
2008-09-21 - 2008-09-27,+4%
2008-09-28 - 2008-10-04,+2%
2008-10-05 - 2008-10-11,-1%
2008-10-12 - 2008-10-18,-1%
2008-10-19 - 2008-10-25,+4%
2008-10-26 - 2008-11-01,+10%
2008-11-02 - 2008-11-08,+6%
2008-11-09 - 2008-11-15,+2%
2008-11-16 - 2008-11-22,+2%
2008-11-23 - 2008-11-29,-1%
2008-11-30 - 2008-12-06,+2%
2008-12-07 - 2008-12-13,+0%
2008-12-14 - 2008-12-20,-9%
2008-12-21 - 2008-12-27,-13%
2008-12-28 - 2009-01-03,-12%



Top searches
school,100
high,70
high school,60
guitar,50
college,15
school fights,15
guitar lessons,15
last lecture,15
guitar lesson,10
randy,10
pausch,10
teacher,10
randy pausch,10
high school football,10
high school fights,10
the last lecture,5
school fight,5
alpha kappa alpha,5
fights at school,5
school house rock,5



Rising searches
fights at school,+850%
the last lecture,+700%
pausch last lecture,+650%
last lecture,+450%
randy pausch,+150%
high school fights,+140%
pausch,+140%
randy,+130%
school fights,+130%
abc,+90%



