News Search interest
United States; 2008

Interest over time
Week,Internet & Telecom
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,-61%
2008-01-20 - 2008-01-26,-51%
2008-01-27 - 2008-02-02,-43%
2008-02-03 - 2008-02-09,-4%
2008-02-10 - 2008-02-16,-18%
2008-02-17 - 2008-02-23,-61%
2008-02-24 - 2008-03-01,-37%
2008-03-02 - 2008-03-08,-51%
2008-03-09 - 2008-03-15,-69%
2008-03-16 - 2008-03-22,-65%
2008-03-23 - 2008-03-29,-61%
2008-03-30 - 2008-04-05,-29%
2008-04-06 - 2008-04-12,-57%
2008-04-13 - 2008-04-19,-63%
2008-04-20 - 2008-04-26,-61%
2008-04-27 - 2008-05-03,-73%
2008-05-04 - 2008-05-10,+45%
2008-05-11 - 2008-05-17,-33%
2008-05-18 - 2008-05-24,-57%
2008-05-25 - 2008-05-31,-53%
2008-06-01 - 2008-06-07,+12%
2008-06-08 - 2008-06-14,+104%
2008-06-15 - 2008-06-21,+22%
2008-06-22 - 2008-06-28,-6%
2008-06-29 - 2008-07-05,-22%
2008-07-06 - 2008-07-12,+41%
2008-07-13 - 2008-07-19,+61%
2008-07-20 - 2008-07-26,+37%
2008-07-27 - 2008-08-02,-8%
2008-08-03 - 2008-08-09,-47%
2008-08-10 - 2008-08-16,-69%
2008-08-17 - 2008-08-23,-45%
2008-08-24 - 2008-08-30,-51%
2008-08-31 - 2008-09-06,-37%
2008-09-07 - 2008-09-13,-57%
2008-09-14 - 2008-09-20,-37%
2008-09-21 - 2008-09-27,+49%
2008-09-28 - 2008-10-04,-33%
2008-10-05 - 2008-10-11,-10%
2008-10-12 - 2008-10-18,-8%
2008-10-19 - 2008-10-25,+2%
2008-10-26 - 2008-11-01,-22%
2008-11-02 - 2008-11-08,-49%
2008-11-09 - 2008-11-15,+33%
2008-11-16 - 2008-11-22,+24%
2008-11-23 - 2008-11-29,-4%
2008-11-30 - 2008-12-06,-22%
2008-12-07 - 2008-12-13,-41%
2008-12-14 - 2008-12-20,-45%
2008-12-21 - 2008-12-27,-41%
2008-12-28 - 2009-01-03,-37%



Top searches
google,100
iphone,95
blackberry,80
yahoo,75
yahoo mail,75
mail,75
storm,55
blackberry storm,50
verizon,20
google phone,15
blackberry bold,15
mobile,10
iphone 3g,10
g1,10
samsung,10
android,10
at&t,10
new iphone,10
apple,10
sprint,10



Rising searches
blackberry bold,Breakout
blackberry storm,Breakout
g1,Breakout
g1 phone,Breakout
storm,+3,300%
iphone 3g,+2,350%
yahoo mail,+1,100%
blackberry,+850%
mail,+750%
yahoo,+600%



