Image Search interest
United States; 2008

Interest over time
Week,Shopping
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+0%
2008-01-20 - 2008-01-26,-1%
2008-01-27 - 2008-02-02,+4%
2008-02-03 - 2008-02-09,+5%
2008-02-10 - 2008-02-16,+4%
2008-02-17 - 2008-02-23,+0%
2008-02-24 - 2008-03-01,-1%
2008-03-02 - 2008-03-08,+0%
2008-03-09 - 2008-03-15,-1%
2008-03-16 - 2008-03-22,+0%
2008-03-23 - 2008-03-29,+0%
2008-03-30 - 2008-04-05,+0%
2008-04-06 - 2008-04-12,+1%
2008-04-13 - 2008-04-19,+3%
2008-04-20 - 2008-04-26,+0%
2008-04-27 - 2008-05-03,+0%
2008-05-04 - 2008-05-10,+1%
2008-05-11 - 2008-05-17,+3%
2008-05-18 - 2008-05-24,+0%
2008-05-25 - 2008-05-31,+1%
2008-06-01 - 2008-06-07,+1%
2008-06-08 - 2008-06-14,+9%
2008-06-15 - 2008-06-21,+8%
2008-06-22 - 2008-06-28,+8%
2008-06-29 - 2008-07-05,+5%
2008-07-06 - 2008-07-12,+9%
2008-07-13 - 2008-07-19,+7%
2008-07-20 - 2008-07-26,+7%
2008-07-27 - 2008-08-02,+12%
2008-08-03 - 2008-08-09,+9%
2008-08-10 - 2008-08-16,+7%
2008-08-17 - 2008-08-23,+8%
2008-08-24 - 2008-08-30,+11%
2008-08-31 - 2008-09-06,+7%
2008-09-07 - 2008-09-13,+8%
2008-09-14 - 2008-09-20,+9%
2008-09-21 - 2008-09-27,+13%
2008-09-28 - 2008-10-04,+14%
2008-10-05 - 2008-10-11,+16%
2008-10-12 - 2008-10-18,+16%
2008-10-19 - 2008-10-25,+17%
2008-10-26 - 2008-11-01,+32%
2008-11-02 - 2008-11-08,+5%
2008-11-09 - 2008-11-15,+8%
2008-11-16 - 2008-11-22,+8%
2008-11-23 - 2008-11-29,+17%
2008-11-30 - 2008-12-06,+13%
2008-12-07 - 2008-12-13,+12%
2008-12-14 - 2008-12-20,+17%
2008-12-21 - 2008-12-27,+24%
2008-12-28 - 2009-01-03,+13%



Top searches
shoes,100
black,95
nike,85
flowers,75
white,70
flower,55
pink,50
ipod,45
shirt,45
costumes,45
jordan,40
bikini,40
girls,40
dresses,40
halloween,35
birthday,30
rose,30
baby,30
xbox,30
party,30



Rising searches
bakugan,Breakout
graduation,+140%
ed hardy,+130%
flores,+90%
prom,+80%
prom dresses,+80%
prom dress,+70%
rosas,+70%
devil may cry,+60%
skinny jeans,+60%



