Google Shopping interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Arts & Entertainment
2010-11-07 - 2010-11-13,-11%
2010-11-14 - 2010-11-20,-2%
2010-11-21 - 2010-11-27,+6%
2010-11-28 - 2010-12-04,+6%
2010-12-05 - 2010-12-11,+6%
2010-12-12 - 2010-12-18,+7%
2010-12-19 - 2010-12-25,+11%
2010-12-26 - 2011-01-01,-11%
2011-01-02 - 2011-01-08,-22%
2011-01-09 - 2011-01-15,-22%
2011-01-16 - 2011-01-22,-23%
2011-01-23 - 2011-01-29,-24%
2011-01-30 - 2011-02-05,-21%
2011-02-06 - 2011-02-12,-21%
2011-02-13 - 2011-02-19,-20%
2011-02-20 - 2011-02-26,-22%
2011-02-27 - 2011-03-05,-21%
2011-03-06 - 2011-03-12,-21%
2011-03-13 - 2011-03-19,-22%
2011-03-20 - 2011-03-26,-23%
2011-03-27 - 2011-04-02,-21%
2011-04-03 - 2011-04-09,-18%
2011-04-10 - 2011-04-16,-22%
2011-04-17 - 2011-04-23,-22%
2011-04-24 - 2011-04-30,-22%
2011-05-01 - 2011-05-07,-23%
2011-05-08 - 2011-05-14,-19%
2011-05-15 - 2011-05-21,-21%
2011-05-22 - 2011-05-28,-21%
2011-05-29 - 2011-06-04,-22%
2011-06-05 - 2011-06-11,-19%
2011-06-12 - 2011-06-18,-20%
2011-06-19 - 2011-06-25,-20%
2011-06-26 - 2011-07-02,-20%
2011-07-03 - 2011-07-09,-19%
2011-07-10 - 2011-07-16,-21%
2011-07-17 - 2011-07-23,-21%
2011-07-24 - 2011-07-30,-17%
2011-07-31 - 2011-08-06,-16%
2011-08-07 - 2011-08-13,-16%
2011-08-14 - 2011-08-20,-14%
2011-08-21 - 2011-08-27,-21%
2011-08-28 - 2011-09-03,-18%
2011-09-04 - 2011-09-10,-16%
2011-09-11 - 2011-09-17,-17%
2011-09-18 - 2011-09-24,-16%
2011-09-25 - 2011-10-01,-14%
2011-10-02 - 2011-10-08,-14%
2011-10-09 - 2011-10-15,-14%
2011-10-16 - 2011-10-22,-17%
2011-10-23 - 2011-10-29,-14%
2011-10-30 - 2011-11-05,-20%
2011-11-06 - 2011-11-12,-19%
2011-11-13 - 2011-11-19,-17%
2011-11-20 - 2011-11-26,-7%
2011-11-27 - 2011-12-03,-9%
2011-12-04 - 2011-12-10,-10%
2011-12-11 - 2011-12-17,-8%
2011-12-18 - 2011-12-24,-10%
2011-12-25 - 2011-12-31,-17%
2012-01-01 - 2012-01-07,-20%
2012-01-08 - 2012-01-14,-24%
2012-01-15 - 2012-01-21,-22%
2012-01-22 - 2012-01-28,-23%
2012-01-29 - 2012-02-04,-23%
2012-02-05 - 2012-02-11,-24%
2012-02-12 - 2012-02-18,-21%
2012-02-19 - 2012-02-25,-24%
2012-02-26 - 2012-03-03,-22%
2012-03-04 - 2012-03-10,-22%
2012-03-11 - 2012-03-17,-26%
2012-03-18 - 2012-03-24,-27%
2012-03-25 - 2012-03-31,-30%
2012-04-01 - 2012-04-07,-29%
2012-04-08 - 2012-04-14,-29%
2012-04-15 - 2012-04-21,-30%
2012-04-22 - 2012-04-28,-29%
2012-04-29 - 2012-05-05,-30%
2012-05-06 - 2012-05-12,-28%
2012-05-13 - 2012-05-19,-28%
2012-05-20 - 2012-05-26,-28%
2012-05-27 - 2012-06-02,-30%
2012-06-03 - 2012-06-09,-28%
2012-06-10 - 2012-06-16,-28%
2012-06-17 - 2012-06-23,-29%
2012-06-24 - 2012-06-30,-29%
2012-07-01 - 2012-07-07,-29%
2012-07-08 - 2012-07-14,-28%
2012-07-15 - 2012-07-21,-27%
2012-07-22 - 2012-07-28,-27%
2012-07-29 - 2012-08-04,-28%
2012-08-05 - 2012-08-11,-30%
2012-08-12 - 2012-08-18,-27%
2012-08-19 - 2012-08-25,-29%
2012-08-26 - 2012-09-01,-27%
2012-09-02 - 2012-09-08,-27%
2012-09-09 - 2012-09-15,-26%
2012-09-16 - 2012-09-22,-26%
2012-09-23 - 2012-09-29,-26%
2012-09-30 - 2012-10-06,-28%
2012-10-07 - 2012-10-13,-28%
2012-10-14 - 2012-10-20,-26%
2012-10-21 - 2012-10-27,-27%
2012-10-28 - 2012-11-03,-29%
2012-11-04 - 2012-11-10,-31%
2012-11-11 - 2012-11-17,-28%
2012-11-18 - 2012-11-24,-26%
2012-11-25 - 2012-12-01,-24%
2012-12-02 - 2012-12-08,-21%
2012-12-09 - 2012-12-15,-18%
2012-12-16 - 2012-12-22,-18%
2012-12-23 - 2012-12-29,-24%
2012-12-30 - 2013-01-05,-28%
2013-01-06 - 2013-01-12,-30%
2013-01-13 - 2013-01-19,-30%
2013-01-20 - 2013-01-26,-28%
2013-01-27 - 2013-02-02,-27%
2013-02-03 - 2013-02-09,-26%
2013-02-10 - 2013-02-16,-26%
2013-02-17 - 2013-02-23,-26%
2013-02-24 - 2013-03-02,-24%
2013-03-03 - 2013-03-09,-26%
2013-03-10 - 2013-03-16,-29%
2013-03-17 - 2013-03-23,-28%
2013-03-24 - 2013-03-30,-28%
2013-03-31 - 2013-04-06,-27%
2013-04-07 - 2013-04-13,-27%
2013-04-14 - 2013-04-20,-28%
2013-04-21 - 2013-04-27,-29%
2013-04-28 - 2013-05-04,-31%
2013-05-05 - 2013-05-11,-29%
2013-05-12 - 2013-05-18,-28%
2013-05-19 - 2013-05-25,-30%
2013-05-26 - 2013-06-01,-27%
2013-06-02 - 2013-06-08,-28%
2013-06-09 - 2013-06-15,-27%
2013-06-16 - 2013-06-22,-28%
2013-06-23 - 2013-06-29,-29%
2013-06-30 - 2013-07-06,-27%
2013-07-07 - 2013-07-13,-27%
2013-07-14 - 2013-07-20,-28%
2013-07-21 - 2013-07-27,-26%
2013-07-28 - 2013-08-03,-26%
2013-08-04 - 2013-08-10,-26%
2013-08-11 - 2013-08-17,-24%
2013-08-18 - 2013-08-24,-27%
2013-08-25 - 2013-08-31,-24%
2013-09-01 - 2013-09-07,-24%
2013-09-08 - 2013-09-14,-23%
2013-09-15 - 2013-09-21,-23%
2013-09-22 - 2013-09-28,-23%
2013-09-29 - 2013-10-05,-21%
2013-10-06 - 2013-10-12,-20%
2013-10-13 - 2013-10-19,-20%
2013-10-20 - 2013-10-26,-21%
2013-10-27 - 2013-11-02,-21%
2013-11-03 - 2013-11-09,-24%
2013-11-10 - 2013-11-16,-24%
2013-11-17 - 2013-11-23,-27%
2013-11-24 - 2013-11-30,-23%
2013-12-01 - 2013-12-07,-24%
2013-12-08 - 2013-12-14,-23%
2013-12-15 - 2013-12-21,-22%
2013-12-22 - 2013-12-28,-19%
2013-12-29 - 2014-01-04,-23%
2014-01-05 - 2014-01-11,-28%
2014-01-12 - 2014-01-18,-27%
2014-01-19 - 2014-01-25,-27%
2014-01-26 - 2014-02-01,-26%
2014-02-02 - 2014-02-08,-28%
2014-02-09 - 2014-02-15,-27%
2014-02-16 - 2014-02-22,-29%
2014-02-23 - 2014-03-01,-27%
2014-03-02 - 2014-03-08,-24%
2014-03-09 - 2014-03-15,-30%
2014-03-16 - 2014-03-22,-27%
2014-03-23 - 2014-03-29,-28%
2014-03-30 - 2014-04-05,-24%
2014-04-06 - 2014-04-12,-30%
2014-04-13 - 2014-04-19,-26%
2014-04-20 - 2014-04-26,-26%
2014-04-27 - 2014-05-03,-27%
2014-05-04 - 2014-05-10,-26%
2014-05-11 - 2014-05-17,-26%
2014-05-18 - 2014-05-24,-28%
2014-05-25 - 2014-05-31,-28%
2014-06-01 - 2014-06-07,-27%
2014-06-08 - 2014-06-14,-27%
2014-06-15 - 2014-06-21,-28%
2014-06-22 - 2014-06-28,-28%
2014-06-29 - 2014-07-05,-23%
2014-07-06 - 2014-07-12,-28%
2014-07-13 - 2014-07-19,-27%
2014-07-20 - 2014-07-26,-26%
2014-07-27 - 2014-08-02,-26%
2014-08-03 - 2014-08-09,-24%
2014-08-10 - 2014-08-16,-26%
2014-08-17 - 2014-08-23,-26%
2014-08-24 - 2014-08-30,-27%
2014-08-31 - 2014-09-06,-27%
2014-09-07 - 2014-09-13,-28%
2014-09-14 - 2014-09-20,-28%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
camera,100
nikon,100
dvd,75
sony,55
guitar,55
digital camera,35
music,25
cameras,25
youtube,20
star wars,20
canon powershot,20
canon rebel,20
camcorder,15
keyboard,15
tv,15
canon eos,15
canon camera,15
piano,15
ebay,15
amazon,15



Rising searches
d90,Breakout
youtube,+650%
amazon,+400%
dslr,+400%
canon 5d,+300%
ebay,+200%
keyboard,+70%
microphone,+70%
nikon,+60%
nikon coolpix,+60%



