Image Search interest
United States; 2009

Interest over time
Week,Science
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+5%
2009-01-18 - 2009-01-24,-3%
2009-01-25 - 2009-01-31,+10%
2009-02-01 - 2009-02-07,+13%
2009-02-08 - 2009-02-14,+13%
2009-02-15 - 2009-02-21,+5%
2009-02-22 - 2009-02-28,+19%
2009-03-01 - 2009-03-07,+19%
2009-03-08 - 2009-03-14,+20%
2009-03-15 - 2009-03-21,+18%
2009-03-22 - 2009-03-28,+20%
2009-03-29 - 2009-04-04,+16%
2009-04-05 - 2009-04-11,+3%
2009-04-12 - 2009-04-18,+11%
2009-04-19 - 2009-04-25,+27%
2009-04-26 - 2009-05-02,+24%
2009-05-03 - 2009-05-09,+18%
2009-05-10 - 2009-05-16,+20%
2009-05-17 - 2009-05-23,+18%
2009-05-24 - 2009-05-30,+13%
2009-05-31 - 2009-06-06,+8%
2009-06-07 - 2009-06-13,-8%
2009-06-14 - 2009-06-20,-19%
2009-06-21 - 2009-06-27,-27%
2009-06-28 - 2009-07-04,-32%
2009-07-05 - 2009-07-11,-32%
2009-07-12 - 2009-07-18,-27%
2009-07-19 - 2009-07-25,-23%
2009-07-26 - 2009-08-01,-27%
2009-08-02 - 2009-08-08,-29%
2009-08-09 - 2009-08-15,-23%
2009-08-16 - 2009-08-22,-22%
2009-08-23 - 2009-08-29,-6%
2009-08-30 - 2009-09-05,+5%
2009-09-06 - 2009-09-12,+13%
2009-09-13 - 2009-09-19,+24%
2009-09-20 - 2009-09-26,+27%
2009-09-27 - 2009-10-03,+25%
2009-10-04 - 2009-10-10,+23%
2009-10-11 - 2009-10-17,+19%
2009-10-18 - 2009-10-24,+25%
2009-10-25 - 2009-10-31,+13%
2009-11-01 - 2009-11-07,+19%
2009-11-08 - 2009-11-14,+18%
2009-11-15 - 2009-11-21,+20%
2009-11-22 - 2009-11-28,-10%
2009-11-29 - 2009-12-05,+20%
2009-12-06 - 2009-12-12,+13%
2009-12-13 - 2009-12-19,+4%
2009-12-20 - 2009-12-26,-43%
2009-12-27 - 2010-01-02,-44%



Top searches
water,100
animals,95
earth,90
spider,85
periodic table,85
cell,85
ocean,75
butterfly,70
moon,65
sea,65
space,60
brain,55
science,55
math,50
sun,50
dna,45
stars,40
rainforest,40
dinosaur,40
fish,40



Rising searches
jaimee grubbs,Breakout
universo,+140%
sistema solar,+130%
plantas,+110%
agua,+100%
hubble images,+100%
estrellas,+90%
luna,+60%
big bang,+50%
earth from space,+40%



