News Search interest
United States; 2011

Interest over time
Week,Real Estate
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,-11%
2011-01-16 - 2011-01-22,-7%
2011-01-23 - 2011-01-29,+6%
2011-01-30 - 2011-02-05,-7%
2011-02-06 - 2011-02-12,-10%
2011-02-13 - 2011-02-19,-10%
2011-02-20 - 2011-02-26,-5%
2011-02-27 - 2011-03-05,-12%
2011-03-06 - 2011-03-12,-16%
2011-03-13 - 2011-03-19,-19%
2011-03-20 - 2011-03-26,+1%
2011-03-27 - 2011-04-02,+11%
2011-04-03 - 2011-04-09,-8%
2011-04-10 - 2011-04-16,-2%
2011-04-17 - 2011-04-23,+5%
2011-04-24 - 2011-04-30,-2%
2011-05-01 - 2011-05-07,-17%
2011-05-08 - 2011-05-14,-1%
2011-05-15 - 2011-05-21,-2%
2011-05-22 - 2011-05-28,-5%
2011-05-29 - 2011-06-04,+20%
2011-06-05 - 2011-06-11,+0%
2011-06-12 - 2011-06-18,+6%
2011-06-19 - 2011-06-25,-2%
2011-06-26 - 2011-07-02,+11%
2011-07-03 - 2011-07-09,+7%
2011-07-10 - 2011-07-16,+2%
2011-07-17 - 2011-07-23,+12%
2011-07-24 - 2011-07-30,+5%
2011-07-31 - 2011-08-06,+11%
2011-08-07 - 2011-08-13,+11%
2011-08-14 - 2011-08-20,+18%
2011-08-21 - 2011-08-27,+8%
2011-08-28 - 2011-09-03,+20%
2011-09-04 - 2011-09-10,-1%
2011-09-11 - 2011-09-17,-12%
2011-09-18 - 2011-09-24,-7%
2011-09-25 - 2011-10-01,-6%
2011-10-02 - 2011-10-08,-5%
2011-10-09 - 2011-10-15,+6%
2011-10-16 - 2011-10-22,+8%
2011-10-23 - 2011-10-29,+8%
2011-10-30 - 2011-11-05,+10%
2011-11-06 - 2011-11-12,-7%
2011-11-13 - 2011-11-19,+11%
2011-11-20 - 2011-11-26,+1%
2011-11-27 - 2011-12-03,+2%
2011-12-04 - 2011-12-10,-8%
2011-12-11 - 2011-12-17,-7%
2011-12-18 - 2011-12-24,-8%
2011-12-25 - 2011-12-31,+2%



Top searches
real,100
real estate,100
housing,65
florida,60
occupy,45
occupy occupy,40
homes,30
home,30
house,30
rent,25
apartments,25
jersey shore,20
housing market,20
tulsa,15
orlando,15
apartment,15
zillow,15
mls,10
homes for sale,10
real estate market,10



Rising searches
jersey shore italy,Breakout
occupy,Breakout
occupy occupy,Breakout
outer banks,+80%
apartment,+70%
houses for sale,+70%
trulia,+60%
homes for sale,+50%
lindsey,+50%
apartments,+40%



