News Search interest
United States; 2013

Interest over time
Week,Health
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,-16%
2013-01-20 - 2013-01-26,-11%
2013-01-27 - 2013-02-02,-18%
2013-02-03 - 2013-02-09,-27%
2013-02-10 - 2013-02-16,-20%
2013-02-17 - 2013-02-23,-6%
2013-02-24 - 2013-03-02,-20%
2013-03-03 - 2013-03-09,-17%
2013-03-10 - 2013-03-16,-29%
2013-03-17 - 2013-03-23,-23%
2013-03-24 - 2013-03-30,-28%
2013-03-31 - 2013-04-06,+4%
2013-04-07 - 2013-04-13,-19%
2013-04-14 - 2013-04-20,-27%
2013-04-21 - 2013-04-27,-16%
2013-04-28 - 2013-05-04,-17%
2013-05-05 - 2013-05-11,-8%
2013-05-12 - 2013-05-18,-15%
2013-05-19 - 2013-05-25,-17%
2013-05-26 - 2013-06-01,-25%
2013-06-02 - 2013-06-08,-19%
2013-06-09 - 2013-06-15,-25%
2013-06-16 - 2013-06-22,-28%
2013-06-23 - 2013-06-29,-32%
2013-06-30 - 2013-07-06,-35%
2013-07-07 - 2013-07-13,-29%
2013-07-14 - 2013-07-20,-29%
2013-07-21 - 2013-07-27,-24%
2013-07-28 - 2013-08-03,-14%
2013-08-04 - 2013-08-10,-23%
2013-08-11 - 2013-08-17,-22%
2013-08-18 - 2013-08-24,-19%
2013-08-25 - 2013-08-31,-19%
2013-09-01 - 2013-09-07,-19%
2013-09-08 - 2013-09-14,-20%
2013-09-15 - 2013-09-21,-25%
2013-09-22 - 2013-09-28,-17%
2013-09-29 - 2013-10-05,-16%
2013-10-06 - 2013-10-12,-17%
2013-10-13 - 2013-10-19,-18%
2013-10-20 - 2013-10-26,-16%
2013-10-27 - 2013-11-02,-18%
2013-11-03 - 2013-11-09,-17%
2013-11-10 - 2013-11-16,-18%
2013-11-17 - 2013-11-23,-20%
2013-11-24 - 2013-11-30,-29%
2013-12-01 - 2013-12-07,-27%
2013-12-08 - 2013-12-14,-22%
2013-12-15 - 2013-12-21,-25%
2013-12-22 - 2013-12-28,-27%
2013-12-29 - 2014-01-04,+8%



Top searches
marijuana,100
health,90
cancer,85
flu,65
hospital,45
injury,35
disease,30
pain,30
surgery,25
hiv,25
bird flu,25
health care,25
cleveland,25
cannabis,20
diabetes,20
healthcare,20
weed,20
autism,20
drugs,20
breast cancer,20



Rising searches
kevin ware,Breakout
bird flu,+1,000%
sunscreen,+550%
herbalife,+350%
flu,+250%
stroke,+120%
influenza,+110%
cannabis,+60%
cleveland,+60%
diabetes mellitus,+50%



