Google Shopping interest
United States; 2008

Interest over time
Week,Real Estate
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+0%
2008-01-20 - 2008-01-26,-5%
2008-01-27 - 2008-02-02,-1%
2008-02-03 - 2008-02-09,-3%
2008-02-10 - 2008-02-16,-4%
2008-02-17 - 2008-02-23,-12%
2008-02-24 - 2008-03-01,-3%
2008-03-02 - 2008-03-08,-10%
2008-03-09 - 2008-03-15,-9%
2008-03-16 - 2008-03-22,-3%
2008-03-23 - 2008-03-29,-5%
2008-03-30 - 2008-04-05,-9%
2008-04-06 - 2008-04-12,-10%
2008-04-13 - 2008-04-19,-6%
2008-04-20 - 2008-04-26,-7%
2008-04-27 - 2008-05-03,-14%
2008-05-04 - 2008-05-10,-12%
2008-05-11 - 2008-05-17,-11%
2008-05-18 - 2008-05-24,-6%
2008-05-25 - 2008-05-31,-21%
2008-06-01 - 2008-06-07,-11%
2008-06-08 - 2008-06-14,-9%
2008-06-15 - 2008-06-21,+1%
2008-06-22 - 2008-06-28,+10%
2008-06-29 - 2008-07-05,+15%
2008-07-06 - 2008-07-12,+24%
2008-07-13 - 2008-07-19,+15%
2008-07-20 - 2008-07-26,+14%
2008-07-27 - 2008-08-02,+10%
2008-08-03 - 2008-08-09,+11%
2008-08-10 - 2008-08-16,+19%
2008-08-17 - 2008-08-23,+25%
2008-08-24 - 2008-08-30,+10%
2008-08-31 - 2008-09-06,+11%
2008-09-07 - 2008-09-13,+5%
2008-09-14 - 2008-09-20,+2%
2008-09-21 - 2008-09-27,-4%
2008-09-28 - 2008-10-04,+0%
2008-10-05 - 2008-10-11,-4%
2008-10-12 - 2008-10-18,+2%
2008-10-19 - 2008-10-25,-7%
2008-10-26 - 2008-11-01,+7%
2008-11-02 - 2008-11-08,-3%
2008-11-09 - 2008-11-15,+11%
2008-11-16 - 2008-11-22,-21%
2008-11-23 - 2008-11-29,-20%
2008-11-30 - 2008-12-06,-28%
2008-12-07 - 2008-12-13,-28%
2008-12-14 - 2008-12-20,-26%
2008-12-21 - 2008-12-27,-24%
2008-12-28 - 2009-01-03,-7%



Top searches
real,100
real estate,90
homes,55
house,50
houses,45
flats,40
rent,35
housing,25
apartments,25
for rent,25
redline,20
florida,20
homes for sale,15
apartment,15
rentals,15
property,15
realestate,10
2407wfp,10
carports,10
carport,10



Rising searches
homes for sale,Breakout
rentals,Breakout
rent,+600%
for rent,+300%
homes,+180%
real,+150%
apartments,+140%
flats,+120%
real estate,+120%
apartment,+110%



