Web Search interest
United States; 2010

Interest over time
Week,Home & Garden
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-5%
2010-01-17 - 2010-01-23,-4%
2010-01-24 - 2010-01-30,-8%
2010-01-31 - 2010-02-06,-5%
2010-02-07 - 2010-02-13,-10%
2010-02-14 - 2010-02-20,-7%
2010-02-21 - 2010-02-27,-5%
2010-02-28 - 2010-03-06,-4%
2010-03-07 - 2010-03-13,-2%
2010-03-14 - 2010-03-20,+0%
2010-03-21 - 2010-03-27,-1%
2010-03-28 - 2010-04-03,+3%
2010-04-04 - 2010-04-10,+3%
2010-04-11 - 2010-04-17,+3%
2010-04-18 - 2010-04-24,+0%
2010-04-25 - 2010-05-01,+4%
2010-05-02 - 2010-05-08,+3%
2010-05-09 - 2010-05-15,+3%
2010-05-16 - 2010-05-22,+7%
2010-05-23 - 2010-05-29,+4%
2010-05-30 - 2010-06-05,+9%
2010-06-06 - 2010-06-12,+3%
2010-06-13 - 2010-06-19,+7%
2010-06-20 - 2010-06-26,+1%
2010-06-27 - 2010-07-03,+3%
2010-07-04 - 2010-07-10,+2%
2010-07-11 - 2010-07-17,+0%
2010-07-18 - 2010-07-24,+2%
2010-07-25 - 2010-07-31,-1%
2010-08-01 - 2010-08-07,-2%
2010-08-08 - 2010-08-14,-7%
2010-08-15 - 2010-08-21,-3%
2010-08-22 - 2010-08-28,-5%
2010-08-29 - 2010-09-04,-8%
2010-09-05 - 2010-09-11,-8%
2010-09-12 - 2010-09-18,-10%
2010-09-19 - 2010-09-25,-10%
2010-09-26 - 2010-10-02,-12%
2010-10-03 - 2010-10-09,-11%
2010-10-10 - 2010-10-16,-13%
2010-10-17 - 2010-10-23,-12%
2010-10-24 - 2010-10-30,-13%
2010-10-31 - 2010-11-06,-11%
2010-11-07 - 2010-11-13,-8%
2010-11-14 - 2010-11-20,-10%
2010-11-21 - 2010-11-27,-7%
2010-11-28 - 2010-12-04,-5%
2010-12-05 - 2010-12-11,-10%
2010-12-12 - 2010-12-18,-10%
2010-12-19 - 2010-12-25,-16%
2010-12-26 - 2011-01-01,+1%



Top searches
furniture,100
home depot,65
lowes,55
ikea,30
bed bath,30
paint,30
bed bath beyond,25
pool,20
mattress,20
sears,20
pottery barn,20
amc,15
shower,15
vacuum,15
walmart,15
clock,15
ge,10
pools,10
lights,10
tool,10



Rising searches
nook,+250%
amc theatres,+130%
scentsy,+120%
bad romance,+60%
keurig k cups,+60%
pioneer woman,+60%
k cups,+50%
keurig,+50%
myredbook,+50%
nespresso,+50%



