Google Shopping interest
United States; 2009

Interest over time
Week,Real Estate
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,-12%
2009-01-18 - 2009-01-24,+23%
2009-01-25 - 2009-01-31,+4%
2009-02-01 - 2009-02-07,+6%
2009-02-08 - 2009-02-14,-4%
2009-02-15 - 2009-02-21,-7%
2009-02-22 - 2009-02-28,-32%
2009-03-01 - 2009-03-07,-21%
2009-03-08 - 2009-03-14,-27%
2009-03-15 - 2009-03-21,-31%
2009-03-22 - 2009-03-28,-27%
2009-03-29 - 2009-04-04,-17%
2009-04-05 - 2009-04-11,-30%
2009-04-12 - 2009-04-18,-21%
2009-04-19 - 2009-04-25,-16%
2009-04-26 - 2009-05-02,-14%
2009-05-03 - 2009-05-09,-17%
2009-05-10 - 2009-05-16,-16%
2009-05-17 - 2009-05-23,-7%
2009-05-24 - 2009-05-30,+17%
2009-05-31 - 2009-06-06,+12%
2009-06-07 - 2009-06-13,-11%
2009-06-14 - 2009-06-20,-4%
2009-06-21 - 2009-06-27,+1%
2009-06-28 - 2009-07-04,-2%
2009-07-05 - 2009-07-11,-11%
2009-07-12 - 2009-07-18,-6%
2009-07-19 - 2009-07-25,+1%
2009-07-26 - 2009-08-01,-11%
2009-08-02 - 2009-08-08,-7%
2009-08-09 - 2009-08-15,-10%
2009-08-16 - 2009-08-22,-6%
2009-08-23 - 2009-08-29,-20%
2009-08-30 - 2009-09-05,+0%
2009-09-06 - 2009-09-12,-14%
2009-09-13 - 2009-09-19,-9%
2009-09-20 - 2009-09-26,-12%
2009-09-27 - 2009-10-03,-10%
2009-10-04 - 2009-10-10,-12%
2009-10-11 - 2009-10-17,-12%
2009-10-18 - 2009-10-24,-19%
2009-10-25 - 2009-10-31,-22%
2009-11-01 - 2009-11-07,-21%
2009-11-08 - 2009-11-14,-21%
2009-11-15 - 2009-11-21,-21%
2009-11-22 - 2009-11-28,-26%
2009-11-29 - 2009-12-05,-31%
2009-12-06 - 2009-12-12,-21%
2009-12-13 - 2009-12-19,-16%
2009-12-20 - 2009-12-26,-22%
2009-12-27 - 2010-01-02,-23%



Top searches
real estate,100
flats,90
homes,60
barbie townhouse,55
houses,50
rent,45
redline,40
housing,35
apartments,25
barbie dream townhouse,25
homes for sale,25
24 monitor,20
florida,20
cabin,20
2407wfp,20
carport,15
rentals,15
houses for sale,15
cheap digital cameras,15
apartment,15



Rising searches
barbie dream townhouse,Breakout
barbie townhouse,Breakout
cheap digital cameras,+190%
24 monitor,+150%
flats,+50%



