Google Shopping interest
United States; 2012

Interest over time
Week,Online Communities
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,-4%
2012-01-15 - 2012-01-21,-1%
2012-01-22 - 2012-01-28,+0%
2012-01-29 - 2012-02-04,+2%
2012-02-05 - 2012-02-11,+1%
2012-02-12 - 2012-02-18,-4%
2012-02-19 - 2012-02-25,-8%
2012-02-26 - 2012-03-03,-6%
2012-03-04 - 2012-03-10,-3%
2012-03-11 - 2012-03-17,-6%
2012-03-18 - 2012-03-24,-8%
2012-03-25 - 2012-03-31,-7%
2012-04-01 - 2012-04-07,-11%
2012-04-08 - 2012-04-14,-13%
2012-04-15 - 2012-04-21,-11%
2012-04-22 - 2012-04-28,-7%
2012-04-29 - 2012-05-05,-12%
2012-05-06 - 2012-05-12,-7%
2012-05-13 - 2012-05-19,-6%
2012-05-20 - 2012-05-26,-15%
2012-05-27 - 2012-06-02,-13%
2012-06-03 - 2012-06-09,-8%
2012-06-10 - 2012-06-16,-9%
2012-06-17 - 2012-06-23,-9%
2012-06-24 - 2012-06-30,-13%
2012-07-01 - 2012-07-07,-16%
2012-07-08 - 2012-07-14,-7%
2012-07-15 - 2012-07-21,-8%
2012-07-22 - 2012-07-28,-13%
2012-07-29 - 2012-08-04,-14%
2012-08-05 - 2012-08-11,-11%
2012-08-12 - 2012-08-18,-7%
2012-08-19 - 2012-08-25,-12%
2012-08-26 - 2012-09-01,-7%
2012-09-02 - 2012-09-08,-12%
2012-09-09 - 2012-09-15,-14%
2012-09-16 - 2012-09-22,-16%
2012-09-23 - 2012-09-29,-14%
2012-09-30 - 2012-10-06,-13%
2012-10-07 - 2012-10-13,-11%
2012-10-14 - 2012-10-20,-11%
2012-10-21 - 2012-10-27,-20%
2012-10-28 - 2012-11-03,-14%
2012-11-04 - 2012-11-10,-9%
2012-11-11 - 2012-11-17,-3%
2012-11-18 - 2012-11-24,-18%
2012-11-25 - 2012-12-01,-13%
2012-12-02 - 2012-12-08,-7%
2012-12-09 - 2012-12-15,-3%
2012-12-16 - 2012-12-22,-1%
2012-12-23 - 2012-12-29,-1%
2012-12-30 - 2013-01-05,+5%



Top searches
facebook,100
louboutin,30
fuse,25
zebra,25
christian louboutin,20
facebook login,20
streamlight,20
wallpaper,15
icon,15
glitter,10
maui jim,10
desktop,10
ps2,5
torrent,5
twitter,5
kilt,5
clip art,5
club penguin,5
tumblr,5
diary,5



Rising searches
mass effect 3,Breakout
mass effect pc,+200%
tumblr,+200%
icon vest,+150%
twitter,+90%
jordan melo,+60%
kilt,+40%
wakeboard tower,+40%



