YouTube Search interest
United States; 2008

Interest over time
Week,Sports
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+1%
2008-01-20 - 2008-01-26,+5%
2008-01-27 - 2008-02-02,+5%
2008-02-03 - 2008-02-09,+22%
2008-02-10 - 2008-02-16,+5%
2008-02-17 - 2008-02-23,+30%
2008-02-24 - 2008-03-01,+4%
2008-03-02 - 2008-03-08,+4%
2008-03-09 - 2008-03-15,+0%
2008-03-16 - 2008-03-22,-3%
2008-03-23 - 2008-03-29,-4%
2008-03-30 - 2008-04-05,+18%
2008-04-06 - 2008-04-12,+3%
2008-04-13 - 2008-04-19,+0%
2008-04-20 - 2008-04-26,+4%
2008-04-27 - 2008-05-03,+5%
2008-05-04 - 2008-05-10,-4%
2008-05-11 - 2008-05-17,+0%
2008-05-18 - 2008-05-24,-3%
2008-05-25 - 2008-05-31,+3%
2008-06-01 - 2008-06-07,+19%
2008-06-08 - 2008-06-14,-1%
2008-06-15 - 2008-06-21,-5%
2008-06-22 - 2008-06-28,-4%
2008-06-29 - 2008-07-05,-6%
2008-07-06 - 2008-07-12,-8%
2008-07-13 - 2008-07-19,-13%
2008-07-20 - 2008-07-26,-8%
2008-07-27 - 2008-08-02,-9%
2008-08-03 - 2008-08-09,+0%
2008-08-10 - 2008-08-16,+30%
2008-08-17 - 2008-08-23,+19%
2008-08-24 - 2008-08-30,-1%
2008-08-31 - 2008-09-06,-16%
2008-09-07 - 2008-09-13,-8%
2008-09-14 - 2008-09-20,-18%
2008-09-21 - 2008-09-27,-18%
2008-09-28 - 2008-10-04,-17%
2008-10-05 - 2008-10-11,-4%
2008-10-12 - 2008-10-18,-17%
2008-10-19 - 2008-10-25,-16%
2008-10-26 - 2008-11-01,-17%
2008-11-02 - 2008-11-08,-21%
2008-11-09 - 2008-11-15,-14%
2008-11-16 - 2008-11-22,-10%
2008-11-23 - 2008-11-29,-18%
2008-11-30 - 2008-12-06,-22%
2008-12-07 - 2008-12-13,-13%
2008-12-14 - 2008-12-20,-21%
2008-12-21 - 2008-12-27,-21%
2008-12-28 - 2009-01-03,-17%



Top searches
fights,100
fight,85
wwe,70
kimbo,65
football,55
ufc,40
wrestling,40
kimbo slice,40
basketball,40
soccer,35
olympics,30
nba,30
undertaker,30
skate,30
kobe,30
john cena,25
street fights,25
funny,25
raw,25
skateboarding,20



Rising searches
2008 olympics,Breakout
olympics,+700%
brock lesnar,+250%
big show,+190%
kimbo slice,+120%
lebron,+80%
kobe,+70%
jeff hardy,+60%
gymnastics,+50%
kobe bryant,+50%



