News Search interest
United States; 2010

Interest over time
Week,Sports
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-20%
2010-01-17 - 2010-01-23,-20%
2010-01-24 - 2010-01-30,-11%
2010-01-31 - 2010-02-06,-18%
2010-02-07 - 2010-02-13,-14%
2010-02-14 - 2010-02-20,+16%
2010-02-21 - 2010-02-27,-5%
2010-02-28 - 2010-03-06,-15%
2010-03-07 - 2010-03-13,-15%
2010-03-14 - 2010-03-20,-10%
2010-03-21 - 2010-03-27,-28%
2010-03-28 - 2010-04-03,-28%
2010-04-04 - 2010-04-10,-5%
2010-04-11 - 2010-04-17,-23%
2010-04-18 - 2010-04-24,-13%
2010-04-25 - 2010-05-01,-25%
2010-05-02 - 2010-05-08,-28%
2010-05-09 - 2010-05-15,-22%
2010-05-16 - 2010-05-22,-34%
2010-05-23 - 2010-05-29,-34%
2010-05-30 - 2010-06-05,-16%
2010-06-06 - 2010-06-12,-18%
2010-06-13 - 2010-06-19,-5%
2010-06-20 - 2010-06-26,-11%
2010-06-27 - 2010-07-03,-4%
2010-07-04 - 2010-07-10,+27%
2010-07-11 - 2010-07-17,-1%
2010-07-18 - 2010-07-24,-18%
2010-07-25 - 2010-07-31,-15%
2010-08-01 - 2010-08-07,-14%
2010-08-08 - 2010-08-14,-13%
2010-08-15 - 2010-08-21,-13%
2010-08-22 - 2010-08-28,-15%
2010-08-29 - 2010-09-04,-14%
2010-09-05 - 2010-09-11,-6%
2010-09-12 - 2010-09-18,-15%
2010-09-19 - 2010-09-25,-18%
2010-09-26 - 2010-10-02,-19%
2010-10-03 - 2010-10-09,-6%
2010-10-10 - 2010-10-16,-15%
2010-10-17 - 2010-10-23,-14%
2010-10-24 - 2010-10-30,-9%
2010-10-31 - 2010-11-06,-20%
2010-11-07 - 2010-11-13,-23%
2010-11-14 - 2010-11-20,-23%
2010-11-21 - 2010-11-27,-16%
2010-11-28 - 2010-12-04,-22%
2010-12-05 - 2010-12-11,-20%
2010-12-12 - 2010-12-18,-22%
2010-12-19 - 2010-12-25,-24%
2010-12-26 - 2011-01-01,-19%



Top searches
tiger woods,100
football,50
lebron,30
favre,30
nfl,30
lebron james,25
basketball,25
brett favre,25
olympics,20
pacquiao,15
nba,15
world cup,15
yankees,10
ufc,10
hockey,10
lakers,10
giants,10
tebow,10
roethlisberger,10
espn,10



Rising searches
cliff lee,+950%
lebron james,+500%
lebron,+450%
olympics,+450%
ben roethlisberger,+350%
roethlisberger,+350%
world cup,+250%
tebow,+120%
brett favre,+110%
hockey,+90%



