Image Search interest
United States; 2010

Interest over time
Week,Sports
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-6%
2010-01-17 - 2010-01-23,-5%
2010-01-24 - 2010-01-30,+0%
2010-01-31 - 2010-02-06,-5%
2010-02-07 - 2010-02-13,+2%
2010-02-14 - 2010-02-20,+19%
2010-02-21 - 2010-02-27,+16%
2010-02-28 - 2010-03-06,+0%
2010-03-07 - 2010-03-13,-14%
2010-03-14 - 2010-03-20,-7%
2010-03-21 - 2010-03-27,-14%
2010-03-28 - 2010-04-03,-10%
2010-04-04 - 2010-04-10,-5%
2010-04-11 - 2010-04-17,-6%
2010-04-18 - 2010-04-24,-9%
2010-04-25 - 2010-05-01,-6%
2010-05-02 - 2010-05-08,-6%
2010-05-09 - 2010-05-15,-6%
2010-05-16 - 2010-05-22,-7%
2010-05-23 - 2010-05-29,-2%
2010-05-30 - 2010-06-05,-5%
2010-06-06 - 2010-06-12,+10%
2010-06-13 - 2010-06-19,+23%
2010-06-20 - 2010-06-26,+16%
2010-06-27 - 2010-07-03,+10%
2010-07-04 - 2010-07-10,+6%
2010-07-11 - 2010-07-17,+5%
2010-07-18 - 2010-07-24,-15%
2010-07-25 - 2010-07-31,-15%
2010-08-01 - 2010-08-07,-16%
2010-08-08 - 2010-08-14,-11%
2010-08-15 - 2010-08-21,-7%
2010-08-22 - 2010-08-28,-10%
2010-08-29 - 2010-09-04,-4%
2010-09-05 - 2010-09-11,-2%
2010-09-12 - 2010-09-18,-6%
2010-09-19 - 2010-09-25,-10%
2010-09-26 - 2010-10-02,-11%
2010-10-03 - 2010-10-09,-5%
2010-10-10 - 2010-10-16,-6%
2010-10-17 - 2010-10-23,-4%
2010-10-24 - 2010-10-30,-4%
2010-10-31 - 2010-11-06,-9%
2010-11-07 - 2010-11-13,-10%
2010-11-14 - 2010-11-20,-7%
2010-11-21 - 2010-11-27,-11%
2010-11-28 - 2010-12-04,-14%
2010-12-05 - 2010-12-11,-14%
2010-12-12 - 2010-12-18,-10%
2010-12-19 - 2010-12-25,-7%
2010-12-26 - 2011-01-01,-12%



Top searches
football,100
basketball,65
soccer,60
baseball,45
wwe,40
ronaldo,35
lebron james,30
cristiano ronaldo,30
kobe,25
bike,25
hockey,25
golf,25
nfl,20
sports,20
world cup,20
kobe bryant,20
nba,20
volleyball,15
cowboys,15
lakers,15



Rising searches
lindsey vonn,+1,800%
world cup 2010,+1,100%
world cup,+450%
miami heat,+400%
argentina,+180%
brett favre,+110%
messi,+100%
olympics,+100%
colts,+90%
jets,+70%



