YouTube Search interest
United States; 2013

Interest over time
Week,News
2013-01-06 - 2013-01-12,+0%
2013-01-13 - 2013-01-19,+2%
2013-01-20 - 2013-01-26,+11%
2013-01-27 - 2013-02-02,-5%
2013-02-03 - 2013-02-09,-4%
2013-02-10 - 2013-02-16,-7%
2013-02-17 - 2013-02-23,-12%
2013-02-24 - 2013-03-02,-5%
2013-03-03 - 2013-03-09,-5%
2013-03-10 - 2013-03-16,-4%
2013-03-17 - 2013-03-23,-4%
2013-03-24 - 2013-03-30,-5%
2013-03-31 - 2013-04-06,+4%
2013-04-07 - 2013-04-13,-4%
2013-04-14 - 2013-04-20,-4%
2013-04-21 - 2013-04-27,+2%
2013-04-28 - 2013-05-04,-5%
2013-05-05 - 2013-05-11,-4%
2013-05-12 - 2013-05-18,-5%
2013-05-19 - 2013-05-25,-7%
2013-05-26 - 2013-06-01,-7%
2013-06-02 - 2013-06-08,-4%
2013-06-09 - 2013-06-15,+4%
2013-06-16 - 2013-06-22,-2%
2013-06-23 - 2013-06-29,-4%
2013-06-30 - 2013-07-06,-11%
2013-07-07 - 2013-07-13,-5%
2013-07-14 - 2013-07-20,+2%
2013-07-21 - 2013-07-27,-4%
2013-07-28 - 2013-08-03,-7%
2013-08-04 - 2013-08-10,-7%
2013-08-11 - 2013-08-17,-9%
2013-08-18 - 2013-08-24,-7%
2013-08-25 - 2013-08-31,+79%
2013-09-01 - 2013-09-07,+0%
2013-09-08 - 2013-09-14,+59%
2013-09-15 - 2013-09-21,+30%
2013-09-22 - 2013-09-28,+27%
2013-09-29 - 2013-10-05,+39%
2013-10-06 - 2013-10-12,+30%
2013-10-13 - 2013-10-19,+18%
2013-10-20 - 2013-10-26,+13%
2013-10-27 - 2013-11-02,+5%
2013-11-03 - 2013-11-09,+4%
2013-11-10 - 2013-11-16,+11%
2013-11-17 - 2013-11-23,+5%
2013-11-24 - 2013-11-30,+11%
2013-12-01 - 2013-12-07,+29%
2013-12-08 - 2013-12-14,+7%
2013-12-15 - 2013-12-21,+13%
2013-12-22 - 2013-12-28,+9%
2013-12-29 - 2014-01-04,+14%



Top searches
miley cyrus,100
wrecking ball,40
ellen,25
news,20
chief keef,20
rihanna,20
pour it up,15
ellen degeneres,15
obama,10
miley cyrus twerking,10
beyonce,10
kendrick lamar,10
britney spears,10
23,10
miley 23,5
justin bieber,5
23 miley cyrus,5
demi lovato,5
survival,5
ellen show,5



Rising searches
23 miley cyrus,Breakout
miley 23,Breakout
miley cyrus twerking,Breakout
wrecking ball,Breakout
paul walker,+2,750%
23,+1,650%
pour it up,+1,050%
james franco,+500%
miley cyrus,+400%
justin timberlake,+350%



