News Search interest
United States; 2010

Interest over time
Week,Real Estate
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,-18%
2010-01-17 - 2010-01-23,-22%
2010-01-24 - 2010-01-30,-14%
2010-01-31 - 2010-02-06,-18%
2010-02-07 - 2010-02-13,-25%
2010-02-14 - 2010-02-20,-25%
2010-02-21 - 2010-02-27,-10%
2010-02-28 - 2010-03-06,-23%
2010-03-07 - 2010-03-13,-15%
2010-03-14 - 2010-03-20,-9%
2010-03-21 - 2010-03-27,-14%
2010-03-28 - 2010-04-03,-14%
2010-04-04 - 2010-04-10,-3%
2010-04-11 - 2010-04-17,-10%
2010-04-18 - 2010-04-24,-13%
2010-04-25 - 2010-05-01,-22%
2010-05-02 - 2010-05-08,-18%
2010-05-09 - 2010-05-15,-11%
2010-05-16 - 2010-05-22,-25%
2010-05-23 - 2010-05-29,-9%
2010-05-30 - 2010-06-05,-18%
2010-06-06 - 2010-06-12,-20%
2010-06-13 - 2010-06-19,-23%
2010-06-20 - 2010-06-26,-5%
2010-06-27 - 2010-07-03,-18%
2010-07-04 - 2010-07-10,-29%
2010-07-11 - 2010-07-17,-28%
2010-07-18 - 2010-07-24,+15%
2010-07-25 - 2010-07-31,+1%
2010-08-01 - 2010-08-07,-24%
2010-08-08 - 2010-08-14,-14%
2010-08-15 - 2010-08-21,-14%
2010-08-22 - 2010-08-28,-13%
2010-08-29 - 2010-09-04,-26%
2010-09-05 - 2010-09-11,-18%
2010-09-12 - 2010-09-18,-22%
2010-09-19 - 2010-09-25,-14%
2010-09-26 - 2010-10-02,-18%
2010-10-03 - 2010-10-09,-18%
2010-10-10 - 2010-10-16,-21%
2010-10-17 - 2010-10-23,-15%
2010-10-24 - 2010-10-30,-26%
2010-10-31 - 2010-11-06,-39%
2010-11-07 - 2010-11-13,-20%
2010-11-14 - 2010-11-20,-18%
2010-11-21 - 2010-11-27,-21%
2010-11-28 - 2010-12-04,-21%
2010-12-05 - 2010-12-11,-13%
2010-12-12 - 2010-12-18,-7%
2010-12-19 - 2010-12-25,-15%
2010-12-26 - 2011-01-01,-6%



Top searches
real,100
real estate,100
florida,60
housing,55
home,30
house,25
housing market,20
homes,20
rent,15
jersey shore,15
property,15
apartments,15
foreclosures,10
mls,10
tulsa,10
commercial real estate,10
real estate market,10
us real estate,10
orlando,10
24,10



Rising searches
jersey shore ronnie,Breakout
rutgers student,Breakout
us real estate,+1,950%
pensacola beach,+800%
jersey shore,+400%
existing home sales,+250%
pensacola,+170%
24,+140%
kennedy space center,+70%
home sales,+50%



