Image Search interest
United States; 2012

Interest over time
Week,Sports
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,+3%
2012-01-15 - 2012-01-21,-1%
2012-01-22 - 2012-01-28,-1%
2012-01-29 - 2012-02-04,-3%
2012-02-05 - 2012-02-11,+8%
2012-02-12 - 2012-02-18,-19%
2012-02-19 - 2012-02-25,-15%
2012-02-26 - 2012-03-03,-14%
2012-03-04 - 2012-03-10,-17%
2012-03-11 - 2012-03-17,-12%
2012-03-18 - 2012-03-24,-15%
2012-03-25 - 2012-03-31,-14%
2012-04-01 - 2012-04-07,-11%
2012-04-08 - 2012-04-14,-14%
2012-04-15 - 2012-04-21,-14%
2012-04-22 - 2012-04-28,-12%
2012-04-29 - 2012-05-05,-14%
2012-05-06 - 2012-05-12,-17%
2012-05-13 - 2012-05-19,-15%
2012-05-20 - 2012-05-26,-15%
2012-05-27 - 2012-06-02,-15%
2012-06-03 - 2012-06-09,-15%
2012-06-10 - 2012-06-16,-11%
2012-06-17 - 2012-06-23,-11%
2012-06-24 - 2012-06-30,-15%
2012-07-01 - 2012-07-07,-17%
2012-07-08 - 2012-07-14,-15%
2012-07-15 - 2012-07-21,-22%
2012-07-22 - 2012-07-28,-6%
2012-07-29 - 2012-08-04,+39%
2012-08-05 - 2012-08-11,+32%
2012-08-12 - 2012-08-18,-1%
2012-08-19 - 2012-08-25,-11%
2012-08-26 - 2012-09-01,-11%
2012-09-02 - 2012-09-08,-6%
2012-09-09 - 2012-09-15,-10%
2012-09-16 - 2012-09-22,-14%
2012-09-23 - 2012-09-29,-14%
2012-09-30 - 2012-10-06,-15%
2012-10-07 - 2012-10-13,-14%
2012-10-14 - 2012-10-20,-17%
2012-10-21 - 2012-10-27,-19%
2012-10-28 - 2012-11-03,-19%
2012-11-04 - 2012-11-10,-21%
2012-11-11 - 2012-11-17,-21%
2012-11-18 - 2012-11-24,-18%
2012-11-25 - 2012-12-01,-18%
2012-12-02 - 2012-12-08,-21%
2012-12-09 - 2012-12-15,-19%
2012-12-16 - 2012-12-22,-21%
2012-12-23 - 2012-12-29,-18%
2012-12-30 - 2013-01-05,-11%



Top searches
football,100
basketball,75
soccer,50
baseball,45
wwe,40
giants,30
nfl,30
olympics,30
lebron james,30
nike,30
nba,30
volleyball,25
tebow,25
golf,25
hockey,20
sports,20
tim tebow,20
cowboys,20
patriots,20
michael jordan,15



Rising searches
jeremy lin,+4,250%
olympics 2012,+1,750%
lebron 9,+500%
olympics,+450%
kevin durant,+150%
gymnastics,+120%
giants,+110%
49ers,+100%
patriots,+60%
tebow,+50%



