Google Shopping interest
United States; 2009

Interest over time
Week,News
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+9%
2009-01-18 - 2009-01-24,+22%
2009-01-25 - 2009-01-31,+5%
2009-02-01 - 2009-02-07,-9%
2009-02-08 - 2009-02-14,-16%
2009-02-15 - 2009-02-21,-20%
2009-02-22 - 2009-02-28,-22%
2009-03-01 - 2009-03-07,-23%
2009-03-08 - 2009-03-14,-20%
2009-03-15 - 2009-03-21,-19%
2009-03-22 - 2009-03-28,-8%
2009-03-29 - 2009-04-04,-5%
2009-04-05 - 2009-04-11,-9%
2009-04-12 - 2009-04-18,-7%
2009-04-19 - 2009-04-25,+35%
2009-04-26 - 2009-05-02,-8%
2009-05-03 - 2009-05-09,-7%
2009-05-10 - 2009-05-16,-14%
2009-05-17 - 2009-05-23,-18%
2009-05-24 - 2009-05-30,-4%
2009-05-31 - 2009-06-06,-8%
2009-06-07 - 2009-06-13,-7%
2009-06-14 - 2009-06-20,-11%
2009-06-21 - 2009-06-27,-11%
2009-06-28 - 2009-07-04,-20%
2009-07-05 - 2009-07-11,-14%
2009-07-12 - 2009-07-18,-20%
2009-07-19 - 2009-07-25,-14%
2009-07-26 - 2009-08-01,-19%
2009-08-02 - 2009-08-08,-12%
2009-08-09 - 2009-08-15,-19%
2009-08-16 - 2009-08-22,-16%
2009-08-23 - 2009-08-29,-9%
2009-08-30 - 2009-09-05,-12%
2009-09-06 - 2009-09-12,-22%
2009-09-13 - 2009-09-19,-16%
2009-09-20 - 2009-09-26,-15%
2009-09-27 - 2009-10-03,-7%
2009-10-04 - 2009-10-10,-12%
2009-10-11 - 2009-10-17,+5%
2009-10-18 - 2009-10-24,-1%
2009-10-25 - 2009-10-31,-1%
2009-11-01 - 2009-11-07,-5%
2009-11-08 - 2009-11-14,-15%
2009-11-15 - 2009-11-21,-16%
2009-11-22 - 2009-11-28,-22%
2009-11-29 - 2009-12-05,-14%
2009-12-06 - 2009-12-12,-4%
2009-12-13 - 2009-12-19,-3%
2009-12-20 - 2009-12-26,-1%
2009-12-27 - 2010-01-02,-7%



Top searches
humidifier,100
citizen,55
weather,55
taylor made,50
obama,30
weather station,25
taylor made burner,20
taylor made r7,15
jessica simpson,15
taylor made driver,15
cool mist humidifier,15
taylormade burner,15
news,15
humidifiers,15
citizen watch,15
radiator,15
taylor made irons,15
miley cyrus,10
citizen eco drive,10
taylormade driver,10



Rising searches
crane humidifier,+300%
cool mist humidifier,+200%
taylor made irons,+130%
taylor made burner,+110%
humidifier,+90%
r7 irons,+90%
microsoft streets,+80%
streets and trips,+80%
taylormade burner,+70%
citizen eco drive,+60%



