Google Shopping interest
United States; 2008

Interest over time
Week,Sports
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+0%
2008-01-20 - 2008-01-26,+2%
2008-01-27 - 2008-02-02,-1%
2008-02-03 - 2008-02-09,+5%
2008-02-10 - 2008-02-16,+0%
2008-02-17 - 2008-02-23,+0%
2008-02-24 - 2008-03-01,+2%
2008-03-02 - 2008-03-08,+5%
2008-03-09 - 2008-03-15,+7%
2008-03-16 - 2008-03-22,+5%
2008-03-23 - 2008-03-29,+5%
2008-03-30 - 2008-04-05,+7%
2008-04-06 - 2008-04-12,+11%
2008-04-13 - 2008-04-19,+10%
2008-04-20 - 2008-04-26,+14%
2008-04-27 - 2008-05-03,+12%
2008-05-04 - 2008-05-10,+10%
2008-05-11 - 2008-05-17,+10%
2008-05-18 - 2008-05-24,+11%
2008-05-25 - 2008-05-31,+14%
2008-06-01 - 2008-06-07,+18%
2008-06-08 - 2008-06-14,+13%
2008-06-15 - 2008-06-21,+16%
2008-06-22 - 2008-06-28,+13%
2008-06-29 - 2008-07-05,+13%
2008-07-06 - 2008-07-12,+12%
2008-07-13 - 2008-07-19,+11%
2008-07-20 - 2008-07-26,+10%
2008-07-27 - 2008-08-02,+12%
2008-08-03 - 2008-08-09,+16%
2008-08-10 - 2008-08-16,+20%
2008-08-17 - 2008-08-23,+13%
2008-08-24 - 2008-08-30,+7%
2008-08-31 - 2008-09-06,+6%
2008-09-07 - 2008-09-13,+6%
2008-09-14 - 2008-09-20,+6%
2008-09-21 - 2008-09-27,+7%
2008-09-28 - 2008-10-04,+5%
2008-10-05 - 2008-10-11,+6%
2008-10-12 - 2008-10-18,-1%
2008-10-19 - 2008-10-25,-2%
2008-10-26 - 2008-11-01,-1%
2008-11-02 - 2008-11-08,-1%
2008-11-09 - 2008-11-15,-2%
2008-11-16 - 2008-11-22,-5%
2008-11-23 - 2008-11-29,-12%
2008-11-30 - 2008-12-06,-11%
2008-12-07 - 2008-12-13,+8%
2008-12-14 - 2008-12-20,+0%
2008-12-21 - 2008-12-27,-10%
2008-12-28 - 2009-01-03,-12%



Top searches
bike,100
golf,75
bicycle,45
helmet,45
bikes,40
football,40
snowboard,35
burton,35
basketball,30
skateboard,30
new balance,25
helmets,20
trek,20
soccer,20
bmx,20
skateboards,15
specialized,15
skates,15
schwinn,15
skis,15



Rising searches
ebay,+200%
cleats,+170%
bikes,+130%
road bike,+130%
bicycles,+110%
bike,+80%
bmx,+70%
golf clubs,+70%
bicycle,+60%
mountain bike,+60%



