Web Search interest
United States; 2006

Interest over time
Week,News
2006-01-01 - 2006-01-07,+0%
2006-01-08 - 2006-01-14,+0%
2006-01-15 - 2006-01-21,+3%
2006-01-22 - 2006-01-28,+2%
2006-01-29 - 2006-02-04,+3%
2006-02-05 - 2006-02-11,+2%
2006-02-12 - 2006-02-18,+8%
2006-02-19 - 2006-02-25,-3%
2006-02-26 - 2006-03-04,+2%
2006-03-05 - 2006-03-11,+8%
2006-03-12 - 2006-03-18,+2%
2006-03-19 - 2006-03-25,+3%
2006-03-26 - 2006-04-01,+2%
2006-04-02 - 2006-04-08,+10%
2006-04-09 - 2006-04-15,+2%
2006-04-16 - 2006-04-22,+2%
2006-04-23 - 2006-04-29,+3%
2006-04-30 - 2006-05-06,+0%
2006-05-07 - 2006-05-13,+3%
2006-05-14 - 2006-05-20,+3%
2006-05-21 - 2006-05-27,+0%
2006-05-28 - 2006-06-03,+2%
2006-06-04 - 2006-06-10,+8%
2006-06-11 - 2006-06-17,+5%
2006-06-18 - 2006-06-24,+3%
2006-06-25 - 2006-07-01,+12%
2006-07-02 - 2006-07-08,+3%
2006-07-09 - 2006-07-15,+0%
2006-07-16 - 2006-07-22,+10%
2006-07-23 - 2006-07-29,+0%
2006-07-30 - 2006-08-05,+3%
2006-08-06 - 2006-08-12,+3%
2006-08-13 - 2006-08-19,-3%
2006-08-20 - 2006-08-26,-2%
2006-08-27 - 2006-09-02,+12%
2006-09-03 - 2006-09-09,+10%
2006-09-10 - 2006-09-16,+8%
2006-09-17 - 2006-09-23,+7%
2006-09-24 - 2006-09-30,+5%
2006-10-01 - 2006-10-07,+12%
2006-10-08 - 2006-10-14,+12%
2006-10-15 - 2006-10-21,+8%
2006-10-22 - 2006-10-28,+8%
2006-10-29 - 2006-11-04,+17%
2006-11-05 - 2006-11-11,+69%
2006-11-12 - 2006-11-18,+7%
2006-11-19 - 2006-11-25,-5%
2006-11-26 - 2006-12-02,+34%
2006-12-03 - 2006-12-09,+17%
2006-12-10 - 2006-12-16,+2%
2006-12-17 - 2006-12-23,+7%
2006-12-24 - 2006-12-30,+0%
2006-12-31 - 2007-01-06,+5%



Top searches
weather,100
news,65
cnn,25
newspaper,20
britney,10
britney spears,10
fox news,10
yahoo,10
weather channel,5
tribune,5
newspapers,5
bbc,5
msnbc,5
drudge,5
new york times,5
people,5
noaa,5
daily news,5
election results,5
local,5



Rising searches
britney spears crotch,Breakout
suri,Breakout
zac efron,+2,400%
perez hilton,+1,550%
election results,+200%
brittney spears,+160%
brittany spears,+140%
britney,+130%
britney spears,+120%
vanity fair,+60%



