News Search interest
United States; 2011

Interest over time
Week,News
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,+20%
2011-01-16 - 2011-01-22,+12%
2011-01-23 - 2011-01-29,+20%
2011-01-30 - 2011-02-05,+27%
2011-02-06 - 2011-02-12,+0%
2011-02-13 - 2011-02-19,+8%
2011-02-20 - 2011-02-26,+4%
2011-02-27 - 2011-03-05,+16%
2011-03-06 - 2011-03-12,+11%
2011-03-13 - 2011-03-19,-8%
2011-03-20 - 2011-03-26,+1%
2011-03-27 - 2011-04-02,-5%
2011-04-03 - 2011-04-09,+12%
2011-04-10 - 2011-04-16,+1%
2011-04-17 - 2011-04-23,-1%
2011-04-24 - 2011-04-30,+18%
2011-05-01 - 2011-05-07,+16%
2011-05-08 - 2011-05-14,-4%
2011-05-15 - 2011-05-21,-1%
2011-05-22 - 2011-05-28,+9%
2011-05-29 - 2011-06-04,-1%
2011-06-05 - 2011-06-11,+8%
2011-06-12 - 2011-06-18,-3%
2011-06-19 - 2011-06-25,-11%
2011-06-26 - 2011-07-02,+1%
2011-07-03 - 2011-07-09,-1%
2011-07-10 - 2011-07-16,-1%
2011-07-17 - 2011-07-23,+19%
2011-07-24 - 2011-07-30,+11%
2011-07-31 - 2011-08-06,+4%
2011-08-07 - 2011-08-13,+18%
2011-08-14 - 2011-08-20,+11%
2011-08-21 - 2011-08-27,+19%
2011-08-28 - 2011-09-03,-5%
2011-09-04 - 2011-09-10,+4%
2011-09-11 - 2011-09-17,+4%
2011-09-18 - 2011-09-24,-1%
2011-09-25 - 2011-10-01,-3%
2011-10-02 - 2011-10-08,+35%
2011-10-09 - 2011-10-15,+4%
2011-10-16 - 2011-10-22,+7%
2011-10-23 - 2011-10-29,+0%
2011-10-30 - 2011-11-05,+7%
2011-11-06 - 2011-11-12,+7%
2011-11-13 - 2011-11-19,-3%
2011-11-20 - 2011-11-26,-5%
2011-11-27 - 2011-12-03,-4%
2011-12-04 - 2011-12-10,-4%
2011-12-11 - 2011-12-17,+7%
2011-12-18 - 2011-12-24,+7%
2011-12-25 - 2011-12-31,+8%



Top searches
news,100
weather weather,45
weather,45
ron paul,30
palin,20
obama,20
cnn,20
sheen,15
steve jobs,15
charlie sheen,15
kardashian,10
fox news,10
sarah palin,10
kim kardashian,10
kate middleton,10
romney,10
new york times,5
lohan,5
trump,5
poll,5



Rising searches
trump,+900%
ron paul,+800%
steve jobs,+450%
romney,+300%
kate middleton,+250%
kim kardashian,+170%
kardashian,+160%
cnn,+110%
new york times,+80%
sheen,+80%



