Image Search interest
United States; Past 7 days

Interest over time
Day,Law & Government
2014-09-12,+0%
2014-09-13,-11%
2014-09-14,-18%
2014-09-15,-2%
2014-09-16,+6%
2014-09-17, 
2014-09-18, 



Top searches
police,100
obama,75
fire,70
army,65
navy,50
military,50
elsa,40
safety,30
city,25
jail,25
prison,25
bear,25
government,20
air force,20
kira kazantsev,20
court,20
constitution,20
murder,20
firefighter,20
frozen elsa,20



Rising searches
kira kazantsev,Breakout
obama,+40%
prison,+40%



