YouTube Search interest
United States; 2011

Interest over time
Week,Science
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,+7%
2011-01-16 - 2011-01-22,+4%
2011-01-23 - 2011-01-29,+16%
2011-01-30 - 2011-02-05,+4%
2011-02-06 - 2011-02-12,+6%
2011-02-13 - 2011-02-19,+7%
2011-02-20 - 2011-02-26,+6%
2011-02-27 - 2011-03-05,+12%
2011-03-06 - 2011-03-12,+13%
2011-03-13 - 2011-03-19,+10%
2011-03-20 - 2011-03-26,+4%
2011-03-27 - 2011-04-02,+7%
2011-04-03 - 2011-04-09,+12%
2011-04-10 - 2011-04-16,+13%
2011-04-17 - 2011-04-23,+7%
2011-04-24 - 2011-04-30,+13%
2011-05-01 - 2011-05-07,+7%
2011-05-08 - 2011-05-14,+7%
2011-05-15 - 2011-05-21,+13%
2011-05-22 - 2011-05-28,+12%
2011-05-29 - 2011-06-04,+6%
2011-06-05 - 2011-06-11,+19%
2011-06-12 - 2011-06-18,+9%
2011-06-19 - 2011-06-25,+3%
2011-06-26 - 2011-07-02,+3%
2011-07-03 - 2011-07-09,+6%
2011-07-10 - 2011-07-16,+3%
2011-07-17 - 2011-07-23,+6%
2011-07-24 - 2011-07-30,+7%
2011-07-31 - 2011-08-06,+3%
2011-08-07 - 2011-08-13,+4%
2011-08-14 - 2011-08-20,+0%
2011-08-21 - 2011-08-27,+15%
2011-08-28 - 2011-09-03,+18%
2011-09-04 - 2011-09-10,+19%
2011-09-11 - 2011-09-17,+21%
2011-09-18 - 2011-09-24,+27%
2011-09-25 - 2011-10-01,+27%
2011-10-02 - 2011-10-08,+49%
2011-10-09 - 2011-10-15,+31%
2011-10-16 - 2011-10-22,+34%
2011-10-23 - 2011-10-29,+33%
2011-10-30 - 2011-11-05,+37%
2011-11-06 - 2011-11-12,+36%
2011-11-13 - 2011-11-19,+36%
2011-11-20 - 2011-11-26,+22%
2011-11-27 - 2011-12-03,+36%
2011-12-04 - 2011-12-10,+40%
2011-12-11 - 2011-12-17,+33%
2011-12-18 - 2011-12-24,+15%
2011-12-25 - 2011-12-31,+10%



Top searches
spm,100
lotus flower,70
science,65
lotus flower bomb,60
robot,55
fireflies,55
dinosaur,50
big bang,50
math,50
wale,45
maxwell,40
steve jobs,40
big bang theory,35
spider,30
animals,30
fireflies owl city,30
ant farm,25
physics,25
the big bang,25
dinosaurs,25



Rising searches
lotus flower,Breakout
lotus flower bomb,Breakout
windows 7,Breakout
wale,+3,950%
ant farm,+2,050%
honey bee,+850%
steve jobs,+300%
einstein,+190%
butterflies,+130%
fractions,+80%



