News Search interest
United States; 2012

Interest over time
Week,Arts & Entertainment
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,+4%
2012-01-15 - 2012-01-21,+4%
2012-01-22 - 2012-01-28,-1%
2012-01-29 - 2012-02-04,+7%
2012-02-05 - 2012-02-11,+12%
2012-02-12 - 2012-02-18,+47%
2012-02-19 - 2012-02-25,+13%
2012-02-26 - 2012-03-03,+16%
2012-03-04 - 2012-03-10,-1%
2012-03-11 - 2012-03-17,-3%
2012-03-18 - 2012-03-24,+4%
2012-03-25 - 2012-03-31,+4%
2012-04-01 - 2012-04-07,+9%
2012-04-08 - 2012-04-14,+9%
2012-04-15 - 2012-04-21,+15%
2012-04-22 - 2012-04-28,+1%
2012-04-29 - 2012-05-05,+7%
2012-05-06 - 2012-05-12,+13%
2012-05-13 - 2012-05-19,+13%
2012-05-20 - 2012-05-26,+15%
2012-05-27 - 2012-06-02,+10%
2012-06-03 - 2012-06-09,+9%
2012-06-10 - 2012-06-16,+7%
2012-06-17 - 2012-06-23,+1%
2012-06-24 - 2012-06-30,-1%
2012-07-01 - 2012-07-07,+9%
2012-07-08 - 2012-07-14,+15%
2012-07-15 - 2012-07-21,+19%
2012-07-22 - 2012-07-28,+18%
2012-07-29 - 2012-08-04,-9%
2012-08-05 - 2012-08-11,-3%
2012-08-12 - 2012-08-18,+6%
2012-08-19 - 2012-08-25,+9%
2012-08-26 - 2012-09-01,+0%
2012-09-02 - 2012-09-08,+7%
2012-09-09 - 2012-09-15,+1%
2012-09-16 - 2012-09-22,+3%
2012-09-23 - 2012-09-29,+7%
2012-09-30 - 2012-10-06,+3%
2012-10-07 - 2012-10-13,+3%
2012-10-14 - 2012-10-20,+0%
2012-10-21 - 2012-10-27,+7%
2012-10-28 - 2012-11-03,+0%
2012-11-04 - 2012-11-10,-13%
2012-11-11 - 2012-11-17,-1%
2012-11-18 - 2012-11-24,+6%
2012-11-25 - 2012-12-01,+6%
2012-12-02 - 2012-12-08,+13%
2012-12-09 - 2012-12-15,+31%
2012-12-16 - 2012-12-22,+15%
2012-12-23 - 2012-12-29,+19%
2012-12-30 - 2013-01-05,-3%



Top searches
kristen stewart,100
youtube,95
robert pattinson,75
taylor swift,70
whitney houston,55
music,50
kate middleton,50
selena gomez,45
dark knight rises,45
rihanna,45
chris brown,45
miley cyrus,45
american idol,45
netflix,45
movies,35
lohan,35
lanza,35
kardashian,35
x factor,35
nicki minaj,35



Rising searches
adam lanza,Breakout
jenni rivera,Breakout
lanza,Breakout
sandy,+3,400%
whitney houston,+1,500%
kristen stewart,+250%
walking dead,+200%
robert pattinson,+180%
taylor swift,+140%
chris brown,+90%



