Web Search interest
United States; 2009

Interest over time
Week,Internet & Telecom
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+1%
2009-01-18 - 2009-01-24,+0%
2009-01-25 - 2009-01-31,-1%
2009-02-01 - 2009-02-07,-1%
2009-02-08 - 2009-02-14,+0%
2009-02-15 - 2009-02-21,-3%
2009-02-22 - 2009-02-28,+1%
2009-03-01 - 2009-03-07,-1%
2009-03-08 - 2009-03-14,+1%
2009-03-15 - 2009-03-21,+1%
2009-03-22 - 2009-03-28,+1%
2009-03-29 - 2009-04-04,+0%
2009-04-05 - 2009-04-11,+0%
2009-04-12 - 2009-04-18,-3%
2009-04-19 - 2009-04-25,-2%
2009-04-26 - 2009-05-02,-2%
2009-05-03 - 2009-05-09,-2%
2009-05-10 - 2009-05-16,+0%
2009-05-17 - 2009-05-23,+0%
2009-05-24 - 2009-05-30,+1%
2009-05-31 - 2009-06-06,+0%
2009-06-07 - 2009-06-13,+14%
2009-06-14 - 2009-06-20,+8%
2009-06-21 - 2009-06-27,+9%
2009-06-28 - 2009-07-04,+6%
2009-07-05 - 2009-07-11,+3%
2009-07-12 - 2009-07-18,+6%
2009-07-19 - 2009-07-25,+5%
2009-07-26 - 2009-08-01,+8%
2009-08-02 - 2009-08-08,+6%
2009-08-09 - 2009-08-15,+7%
2009-08-16 - 2009-08-22,+7%
2009-08-23 - 2009-08-29,+2%
2009-08-30 - 2009-09-05,+7%
2009-09-06 - 2009-09-12,+3%
2009-09-13 - 2009-09-19,+1%
2009-09-20 - 2009-09-26,+3%
2009-09-27 - 2009-10-03,+1%
2009-10-04 - 2009-10-10,+0%
2009-10-11 - 2009-10-17,+2%
2009-10-18 - 2009-10-24,-1%
2009-10-25 - 2009-10-31,+1%
2009-11-01 - 2009-11-07,+3%
2009-11-08 - 2009-11-14,+1%
2009-11-15 - 2009-11-21,+0%
2009-11-22 - 2009-11-28,+2%
2009-11-29 - 2009-12-05,-1%
2009-12-06 - 2009-12-12,+3%
2009-12-13 - 2009-12-19,+1%
2009-12-20 - 2009-12-26,+8%
2009-12-27 - 2010-01-02,+13%



Top searches
mail,100
yahoo,95
yahoo mail,75
verizon,45
msn,45
google,45
blackberry,35
aol,30
iphone,25
email,25
att,25
at&t,20
verizon wireless,20
hotmail,15
webmail,15
messenger,15
samsung,15
twitter,15
sprint,15
comcast,10



Rising searches
twitter,+750%
at&t wireless,+120%
yahoo.com mail,+120%
claro,+100%
oi,+100%
yahoo.com,+70%
yahoo mail,+60%
htc,+50%
webmail,+50%
hotmail,+40%



