News Search interest
United States; 2009

Interest over time
Week,Jobs & Education
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+0%
2009-01-18 - 2009-01-24,-17%
2009-01-25 - 2009-01-31,-8%
2009-02-01 - 2009-02-07,-25%
2009-02-08 - 2009-02-14,-33%
2009-02-15 - 2009-02-21,+17%
2009-02-22 - 2009-02-28,+25%
2009-03-01 - 2009-03-07,+25%
2009-03-08 - 2009-03-14,+58%
2009-03-15 - 2009-03-21,+25%
2009-03-22 - 2009-03-28,+50%
2009-03-29 - 2009-04-04,+33%
2009-04-05 - 2009-04-11,+25%
2009-04-12 - 2009-04-18,+17%
2009-04-19 - 2009-04-25,+42%
2009-04-26 - 2009-05-02,+733%
2009-05-03 - 2009-05-09,+208%
2009-05-10 - 2009-05-16,+83%
2009-05-17 - 2009-05-23,+92%
2009-05-24 - 2009-05-30,+75%
2009-05-31 - 2009-06-06,+100%
2009-06-07 - 2009-06-13,+75%
2009-06-14 - 2009-06-20,+67%
2009-06-21 - 2009-06-27,+67%
2009-06-28 - 2009-07-04,+108%
2009-07-05 - 2009-07-11,+92%
2009-07-12 - 2009-07-18,+33%
2009-07-19 - 2009-07-25,+33%
2009-07-26 - 2009-08-01,+33%
2009-08-02 - 2009-08-08,+25%
2009-08-09 - 2009-08-15,+25%
2009-08-16 - 2009-08-22,+33%
2009-08-23 - 2009-08-29,+58%
2009-08-30 - 2009-09-05,+67%
2009-09-06 - 2009-09-12,+75%
2009-09-13 - 2009-09-19,+117%
2009-09-20 - 2009-09-26,+92%
2009-09-27 - 2009-10-03,+67%
2009-10-04 - 2009-10-10,+58%
2009-10-11 - 2009-10-17,+58%
2009-10-18 - 2009-10-24,+67%
2009-10-25 - 2009-10-31,+58%
2009-11-01 - 2009-11-07,+50%
2009-11-08 - 2009-11-14,+58%
2009-11-15 - 2009-11-21,+67%
2009-11-22 - 2009-11-28,+42%
2009-11-29 - 2009-12-05,+58%
2009-12-06 - 2009-12-12,+58%
2009-12-13 - 2009-12-19,+25%
2009-12-20 - 2009-12-26,-8%
2009-12-27 - 2010-01-02,+17%



Top searches
swine flu,100
test,30
school,30
university,25
college,15
high school,15
jobs,10
education,5
notre dame,5
job,5
swine flu cases,5
yale,5
swine flu map,5
virginia tech,5
teacher,5
the swine flu,5
harvard,5
stanford,0
mexico swine flu,0
swine flu texas,0



Rising searches
california swine flu,Breakout
mcnair,Breakout
mexico swine flu,Breakout
raymond clark,Breakout
swine flu,Breakout
swine flu cases,Breakout
swine flu map,Breakout
swine flu texas,Breakout
swine flu update,Breakout
swine flu us,Breakout



