Web Search interest
United States; 2007

Interest over time
Week,Real Estate
2007-01-07 - 2007-01-13,+0%
2007-01-14 - 2007-01-20,-1%
2007-01-21 - 2007-01-27,+0%
2007-01-28 - 2007-02-03,-1%
2007-02-04 - 2007-02-10,-3%
2007-02-11 - 2007-02-17,-5%
2007-02-18 - 2007-02-24,+1%
2007-02-25 - 2007-03-03,+1%
2007-03-04 - 2007-03-10,+1%
2007-03-11 - 2007-03-17,-3%
2007-03-18 - 2007-03-24,+1%
2007-03-25 - 2007-03-31,+3%
2007-04-01 - 2007-04-07,-1%
2007-04-08 - 2007-04-14,+2%
2007-04-15 - 2007-04-21,+2%
2007-04-22 - 2007-04-28,+1%
2007-04-29 - 2007-05-05,+1%
2007-05-06 - 2007-05-12,+0%
2007-05-13 - 2007-05-19,+4%
2007-05-20 - 2007-05-26,+1%
2007-05-27 - 2007-06-02,+3%
2007-06-03 - 2007-06-09,+3%
2007-06-10 - 2007-06-16,+5%
2007-06-17 - 2007-06-23,+9%
2007-06-24 - 2007-06-30,+7%
2007-07-01 - 2007-07-07,+8%
2007-07-08 - 2007-07-14,+10%
2007-07-15 - 2007-07-21,+9%
2007-07-22 - 2007-07-28,+8%
2007-07-29 - 2007-08-04,+4%
2007-08-05 - 2007-08-11,+4%
2007-08-12 - 2007-08-18,+0%
2007-08-19 - 2007-08-25,-3%
2007-08-26 - 2007-09-01,-5%
2007-09-02 - 2007-09-08,-10%
2007-09-09 - 2007-09-15,-14%
2007-09-16 - 2007-09-22,-14%
2007-09-23 - 2007-09-29,-13%
2007-09-30 - 2007-10-06,-18%
2007-10-07 - 2007-10-13,-18%
2007-10-14 - 2007-10-20,-18%
2007-10-21 - 2007-10-27,-20%
2007-10-28 - 2007-11-03,-20%
2007-11-04 - 2007-11-10,-20%
2007-11-11 - 2007-11-17,-23%
2007-11-18 - 2007-11-24,-29%
2007-11-25 - 2007-12-01,-22%
2007-12-02 - 2007-12-08,-26%
2007-12-09 - 2007-12-15,-29%
2007-12-16 - 2007-12-22,-32%
2007-12-23 - 2007-12-29,-22%
2007-12-30 - 2008-01-05,-9%



Top searches
real,100
real estate,95
homes,70
apartments,60
rent,50
realty,50
house,35
for rent,35
rentals,35
home,35
florida,30
houses,25
homes for sale,25
apartment,20
remax,20
housing,15
mls,15
realtors,15
coldwell,15
realtor,10



Rising searches
the landlord,+1,150%
trulia,+350%
short sale,+250%
home depot.com,+200%
reo,+110%
vrbo,+70%
foreclosures,+60%
landlord,+60%
foreclosed homes,+50%
yahoo real estate,+40%



