News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Science
2010-02-07 - 2010-02-13,+50%
2010-02-14 - 2010-02-20,+67%
2010-02-21 - 2010-02-27,+117%
2010-02-28 - 2010-03-06,+100%
2010-03-07 - 2010-03-13,+67%
2010-03-14 - 2010-03-20,+67%
2010-03-21 - 2010-03-27,+67%
2010-03-28 - 2010-04-03,+100%
2010-04-04 - 2010-04-10,+117%
2010-04-11 - 2010-04-17,+117%
2010-04-18 - 2010-04-24,+100%
2010-04-25 - 2010-05-01,+150%
2010-05-02 - 2010-05-08,+50%
2010-05-09 - 2010-05-15,+67%
2010-05-16 - 2010-05-22,+67%
2010-05-23 - 2010-05-29,+50%
2010-05-30 - 2010-06-05,+183%
2010-06-06 - 2010-06-12,+117%
2010-06-13 - 2010-06-19,+33%
2010-06-20 - 2010-06-26,+33%
2010-06-27 - 2010-07-03,+50%
2010-07-04 - 2010-07-10,+33%
2010-07-11 - 2010-07-17,+67%
2010-07-18 - 2010-07-24,+50%
2010-07-25 - 2010-07-31,+33%
2010-08-01 - 2010-08-07,+100%
2010-08-08 - 2010-08-14,+100%
2010-08-15 - 2010-08-21,+67%
2010-08-22 - 2010-08-28,+67%
2010-08-29 - 2010-09-04,+83%
2010-09-05 - 2010-09-11,+100%
2010-09-12 - 2010-09-18,+83%
2010-09-19 - 2010-09-25,+117%
2010-09-26 - 2010-10-02,+83%
2010-10-03 - 2010-10-09,+83%
2010-10-10 - 2010-10-16,+83%
2010-10-17 - 2010-10-23,+67%
2010-10-24 - 2010-10-30,+67%
2010-10-31 - 2010-11-06,+50%
2010-11-07 - 2010-11-13,+67%
2010-11-14 - 2010-11-20,+100%
2010-11-21 - 2010-11-27,+50%
2010-11-28 - 2010-12-04,+67%
2010-12-05 - 2010-12-11,+67%
2010-12-12 - 2010-12-18,+83%
2010-12-19 - 2010-12-25,+217%
2010-12-26 - 2011-01-01,+33%
2011-01-02 - 2011-01-08,+67%
2011-01-09 - 2011-01-15,+100%
2011-01-16 - 2011-01-22,+100%
2011-01-23 - 2011-01-29,+83%
2011-01-30 - 2011-02-05,+67%
2011-02-06 - 2011-02-12,+83%
2011-02-13 - 2011-02-19,+150%
2011-02-20 - 2011-02-26,+117%
2011-02-27 - 2011-03-05,+83%
2011-03-06 - 2011-03-12,+100%
2011-03-13 - 2011-03-19,+133%
2011-03-20 - 2011-03-26,+83%
2011-03-27 - 2011-04-02,+67%
2011-04-03 - 2011-04-09,+67%
2011-04-10 - 2011-04-16,+83%
2011-04-17 - 2011-04-23,+83%
2011-04-24 - 2011-04-30,+50%
2011-05-01 - 2011-05-07,+33%
2011-05-08 - 2011-05-14,+67%
2011-05-15 - 2011-05-21,+100%
2011-05-22 - 2011-05-28,+83%
2011-05-29 - 2011-06-04,+67%
2011-06-05 - 2011-06-11,+150%
2011-06-12 - 2011-06-18,+167%
2011-06-19 - 2011-06-25,+67%
2011-06-26 - 2011-07-02,+83%
2011-07-03 - 2011-07-09,+83%
2011-07-10 - 2011-07-16,+67%
2011-07-17 - 2011-07-23,+67%
2011-07-24 - 2011-07-30,+67%
2011-07-31 - 2011-08-06,+67%
2011-08-07 - 2011-08-13,+83%
2011-08-14 - 2011-08-20,+83%
2011-08-21 - 2011-08-27,+167%
2011-08-28 - 2011-09-03,+117%
2011-09-04 - 2011-09-10,+100%
2011-09-11 - 2011-09-17,+117%
2011-09-18 - 2011-09-24,+133%
2011-09-25 - 2011-10-01,+133%
2011-10-02 - 2011-10-08,+567%
2011-10-09 - 2011-10-15,+150%
2011-10-16 - 2011-10-22,+117%
2011-10-23 - 2011-10-29,+167%
2011-10-30 - 2011-11-05,+133%
2011-11-06 - 2011-11-12,+167%
2011-11-13 - 2011-11-19,+83%
2011-11-20 - 2011-11-26,+67%
2011-11-27 - 2011-12-03,+100%
2011-12-04 - 2011-12-10,+150%
2011-12-11 - 2011-12-17,+133%
2011-12-18 - 2011-12-24,+67%
2011-12-25 - 2011-12-31,+50%
2012-01-01 - 2012-01-07,+83%
2012-01-08 - 2012-01-14,+83%
2012-01-15 - 2012-01-21,+67%
2012-01-22 - 2012-01-28,+133%
2012-01-29 - 2012-02-04,+100%
2012-02-05 - 2012-02-11,+100%
2012-02-12 - 2012-02-18,+67%
2012-02-19 - 2012-02-25,+83%
2012-02-26 - 2012-03-03,+100%
2012-03-04 - 2012-03-10,+183%
2012-03-11 - 2012-03-17,+100%
2012-03-18 - 2012-03-24,+83%
2012-03-25 - 2012-03-31,+67%
2012-04-01 - 2012-04-07,+83%
2012-04-08 - 2012-04-14,+83%
2012-04-15 - 2012-04-21,+100%
2012-04-22 - 2012-04-28,+117%
2012-04-29 - 2012-05-05,+100%
2012-05-06 - 2012-05-12,+100%
2012-05-13 - 2012-05-19,+100%
2012-05-20 - 2012-05-26,+133%
2012-05-27 - 2012-06-02,+83%
2012-06-03 - 2012-06-09,+100%
2012-06-10 - 2012-06-16,+83%
2012-06-17 - 2012-06-23,+67%
2012-06-24 - 2012-06-30,+50%
2012-07-01 - 2012-07-07,+150%
2012-07-08 - 2012-07-14,+100%
2012-07-15 - 2012-07-21,+67%
2012-07-22 - 2012-07-28,+50%
2012-07-29 - 2012-08-04,+50%
2012-08-05 - 2012-08-11,+100%
2012-08-12 - 2012-08-18,+117%
2012-08-19 - 2012-08-25,+67%
2012-08-26 - 2012-09-01,+117%
2012-09-02 - 2012-09-08,+83%
2012-09-09 - 2012-09-15,+67%
2012-09-16 - 2012-09-22,+83%
2012-09-23 - 2012-09-29,+83%
2012-09-30 - 2012-10-06,+67%
2012-10-07 - 2012-10-13,+83%
2012-10-14 - 2012-10-20,+83%
2012-10-21 - 2012-10-27,+100%
2012-10-28 - 2012-11-03,+100%
2012-11-04 - 2012-11-10,+50%
2012-11-11 - 2012-11-17,+200%
2012-11-18 - 2012-11-24,+117%
2012-11-25 - 2012-12-01,+183%
2012-12-02 - 2012-12-08,+100%
2012-12-09 - 2012-12-15,+167%
2012-12-16 - 2012-12-22,+200%
2012-12-23 - 2012-12-29,+117%
2012-12-30 - 2013-01-05,+283%
2013-01-06 - 2013-01-12,+133%
2013-01-13 - 2013-01-19,+117%
2013-01-20 - 2013-01-26,+150%
2013-01-27 - 2013-02-02,+133%
2013-02-03 - 2013-02-09,+133%
2013-02-10 - 2013-02-16,+350%
2013-02-17 - 2013-02-23,+300%
2013-02-24 - 2013-03-02,+217%
2013-03-03 - 2013-03-09,+250%
2013-03-10 - 2013-03-16,+167%
2013-03-17 - 2013-03-23,+200%
2013-03-24 - 2013-03-30,+133%
2013-03-31 - 2013-04-06,+83%
2013-04-07 - 2013-04-13,+117%
2013-04-14 - 2013-04-20,+117%
2013-04-21 - 2013-04-27,+117%
2013-04-28 - 2013-05-04,+67%
2013-05-05 - 2013-05-11,+167%
2013-05-12 - 2013-05-18,+100%
2013-05-19 - 2013-05-25,+83%
2013-05-26 - 2013-06-01,+83%
2013-06-02 - 2013-06-08,+117%
2013-06-09 - 2013-06-15,+83%
2013-06-16 - 2013-06-22,+67%
2013-06-23 - 2013-06-29,+50%
2013-06-30 - 2013-07-06,+33%
2013-07-07 - 2013-07-13,+33%
2013-07-14 - 2013-07-20,+33%
2013-07-21 - 2013-07-27,+50%
2013-07-28 - 2013-08-03,+50%
2013-08-04 - 2013-08-10,+50%
2013-08-11 - 2013-08-17,+150%
2013-08-18 - 2013-08-24,+67%
2013-08-25 - 2013-08-31,+67%
2013-09-01 - 2013-09-07,+83%
2013-09-08 - 2013-09-14,+100%
2013-09-15 - 2013-09-21,+117%
2013-09-22 - 2013-09-28,+100%
2013-09-29 - 2013-10-05,+133%
2013-10-06 - 2013-10-12,+117%
2013-10-13 - 2013-10-19,+83%
2013-10-20 - 2013-10-26,+83%
2013-10-27 - 2013-11-02,+83%
2013-11-03 - 2013-11-09,+100%
2013-11-10 - 2013-11-16,+83%
2013-11-17 - 2013-11-23,+83%
2013-11-24 - 2013-11-30,+67%
2013-12-01 - 2013-12-07,+67%
2013-12-08 - 2013-12-14,+67%
2013-12-15 - 2013-12-21,+67%
2013-12-22 - 2013-12-28,+50%
2013-12-29 - 2014-01-04,+100%
2014-01-05 - 2014-01-11,+117%
2014-01-12 - 2014-01-18,+83%
2014-01-19 - 2014-01-25,+67%
2014-01-26 - 2014-02-01,+67%
2014-02-02 - 2014-02-08,+117%
2014-02-09 - 2014-02-15,+83%
2014-02-16 - 2014-02-22,+83%
2014-02-23 - 2014-03-01,+83%
2014-03-02 - 2014-03-08,+83%
2014-03-09 - 2014-03-15,+83%
2014-03-16 - 2014-03-22,+117%
2014-03-23 - 2014-03-29,+100%
2014-03-30 - 2014-04-05,+150%
2014-04-06 - 2014-04-12,+100%
2014-04-13 - 2014-04-19,+217%
2014-04-20 - 2014-04-26,+100%
2014-04-27 - 2014-05-03,+83%
2014-05-04 - 2014-05-10,+100%
2014-05-11 - 2014-05-17,+83%
2014-05-18 - 2014-05-24,+133%
2014-05-25 - 2014-05-31,+67%
2014-06-01 - 2014-06-07,+83%
2014-06-08 - 2014-06-14,+67%
2014-06-15 - 2014-06-21,+50%
2014-06-22 - 2014-06-28,+50%
2014-06-29 - 2014-07-05,+83%
2014-07-06 - 2014-07-12,+50%
2014-07-13 - 2014-07-19,+50%
2014-07-20 - 2014-07-26,+50%
2014-07-27 - 2014-08-02,+50%
2014-08-03 - 2014-08-09,+83%
2014-08-10 - 2014-08-16,+83%
2014-08-17 - 2014-08-23,+67%
2014-08-24 - 2014-08-30,+83%
2014-08-31 - 2014-09-06,+67%
2014-09-07 - 2014-09-13,+117%
2014-09-14 - 2014-09-20,+100%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
meteor,100
global warming,90
steve jobs,70
collider,60
hadron collider,55
science,55
large hadron collider,50
meteor shower,50
climate change,50
lunar eclipse,45
asteroids,35
moon,30
volcano,25
asteroid,25
higgs,25
nasa,25
big bang theory,25
mars,20
tropical cyclones,20
math,20



Rising searches
collider,Breakout
hadron collider,Breakout
higgs,Breakout
large hadron collider,Breakout
lunar eclipse,Breakout
tropical cyclones,Breakout
asteroids,+1,150%
steve jobs,+350%
sinkhole,+200%
volcano,+200%



